cluster	ORF	gene_name
transcription from RNA polymerase II promoter	YOR358W	HAP5
transcription from RNA polymerase II promoter	YPL047W	SGF11
transcription from RNA polymerase II promoter	YPL086C	ELP3
transcription from RNA polymerase II promoter	YPL089C	RLM1
transcription from RNA polymerase II promoter	YPL101W	ELP4
transcription from RNA polymerase II promoter	YPL116W	HOS3
transcription from RNA polymerase II promoter	YPL139C	UME1
transcription from RNA polymerase II promoter	YPL177C	CUP9
transcription from RNA polymerase II promoter	YPL248C	GAL4
transcription from RNA polymerase II promoter	YPL254W	HFI1
transcription from RNA polymerase II promoter	YPR009W	SUT2
transcription from RNA polymerase II promoter	YPR023C	EAF3
transcription from RNA polymerase II promoter	YPR030W	CSR2
transcription from RNA polymerase II promoter	YPR052C	NHP6A
transcription from RNA polymerase II promoter	YPR065W	ROX1
transcription from RNA polymerase II promoter	YPR068C	HOS1
transcription from RNA polymerase II promoter	YPR070W	MED1
mRNA processing	YBR065C	ECM2
mRNA processing	YBR119W	MUD1
mRNA processing	YCR063W	BUD31
mRNA processing	YDR159W	SAC3
mRNA processing	YDR163W	CWC15
mRNA processing	YDR289C	RTT103
mRNA processing	YDR378C	LSM6
mRNA processing	YDR482C	CWC21
mRNA processing	YER032W	FIR1
mRNA processing	YGL043W	DST1
mRNA processing	YGL174W	BUD13
mRNA processing	YGL244W	RTF1
mRNA processing	YGR129W	SYF2
mRNA processing	YGR178C	PBP1
mRNA processing	YHR030C	SLT2
mRNA processing	YHR086W	NAM8
mRNA processing	YIL131C	FKH1
mRNA processing	YIR005W	IST3
mRNA processing	YJL140W	RPB4
mRNA processing	YJR084W	YJR084W
mRNA processing	YKL074C	MUD2
mRNA processing	YKL139W	CTK1
mRNA processing	YKL149C	DBR1
mRNA processing	YKL208W	CBT1
mRNA processing	YLR418C	CDC73
mRNA processing	YML029W	USA1
mRNA processing	YMR216C	SKY1
mRNA processing	YNL147W	LSM7
mRNA processing	YNL224C	SQS1
mRNA processing	YOR308C	SNU66
mRNA processing	YPL184C	MRN1
mRNA processing	YPL213W	LEA1
mRNA processing	YPR045C	THP3
mRNA processing	YPR057W	BRR1
regulation of cell cycle	YAL021C	CCR4
regulation of cell cycle	YAL024C	LTE1
regulation of cell cycle	YAL040C	CLN3
regulation of cell cycle	YAR014C	BUD14
regulation of cell cycle	YBL046W	PSY4
regulation of cell cycle	YBL047C	EDE1
regulation of cell cycle	YBL051C	PIN4
regulation of cell cycle	YBR098W	MMS4
regulation of cell cycle	YBR103W	SIF2
regulation of cell cycle	YBR156C	SLI15
regulation of cell cycle	YBR175W	SWD3
regulation of cell cycle	YBR186W	PCH2
regulation of cell cycle	YBR274W	CHK1
regulation of cell cycle	YCL061C	MRC1
regulation of cell cycle	YDL074C	BRE1
regulation of cell cycle	YDL089W	NUR1
regulation of cell cycle	YDL134C	PPH21
regulation of cell cycle	YDL155W	CLB3
regulation of cell cycle	YDL188C	PPH22
regulation of cell cycle	YDL194W	SNF3
regulation of cell cycle	YDR014W	RAD61
regulation of cell cycle	YDR075W	PPH3
regulation of cell cycle	YDR099W	BMH2
regulation of cell cycle	YDR155C	CPR1
regulation of cell cycle	YDR207C	UME6
regulation of cell cycle	YDR217C	RAD9
regulation of cell cycle	YDR254W	CHL4
regulation of cell cycle	YDR260C	SWM1
regulation of cell cycle	YDR318W	MCM21
regulation of cell cycle	YDR363W	ESC2
regulation of cell cycle	YDR363W-A	SEM1
regulation of cell cycle	YDR440W	DOT1
regulation of cell cycle	YER016W	BIM1
regulation of cell cycle	YER089C	PTC2
regulation of cell cycle	YER167W	BCK2
regulation of cell cycle	YER173W	RAD24
regulation of cell cycle	YER177W	BMH1
regulation of cell cycle	YFL033C	RIM15
regulation of cell cycle	YGL003C	CDH1
regulation of cell cycle	YGL058W	RAD6
regulation of cell cycle	YGL086W	MAD1
regulation of cell cycle	YGL173C	XRN1
regulation of cell cycle	YGL194C	HOS2
regulation of cell cycle	YGL216W	KIP3
regulation of cell cycle	YGR092W	DBF2
regulation of cell cycle	YGR108W	CLB1
regulation of cell cycle	YGR109C	CLB6
regulation of cell cycle	YGR188C	BUB1
regulation of cell cycle	YGR229C	SMI1
regulation of cell cycle	YHL027W	RIM101
regulation of cell cycle	YHR030C	SLT2
regulation of cell cycle	YHR115C	DMA1
regulation of cell cycle	YHR129C	ARP1
regulation of cell cycle	YHR154W	RTT107
regulation of cell cycle	YHR158C	KEL1
regulation of cell cycle	YIL112W	HOS4
regulation of cell cycle	YIL131C	FKH1
regulation of cell cycle	YJL013C	MAD3
regulation of cell cycle	YJL030W	MAD2
regulation of cell cycle	YJL047C	RTT101
regulation of cell cycle	YJL157C	FAR1
regulation of cell cycle	YJL168C	SET2
regulation of cell cycle	YJL187C	SWE1
regulation of cell cycle	YJR053W	BFA1
regulation of cell cycle	YJR066W	TOR1
regulation of cell cycle	YJR090C	GRR1
regulation of cell cycle	YJR094C	IME1
regulation of cell cycle	YKL092C	BUD2
regulation of cell cycle	YKL101W	HSL1
regulation of cell cycle	YKL185W	ASH1
regulation of cell cycle	YKR029C	SET3
regulation of cell cycle	YKR072C	SIS2
regulation of cell cycle	YLR079W	SIC1
regulation of cell cycle	YLR113W	HOG1
regulation of cell cycle	YLR135W	SLX4
regulation of cell cycle	YLR182W	SWI6
regulation of cell cycle	YML028W	TSA1
regulation of cell cycle	YMR036C	MIH1
regulation of cell cycle	YMR039C	SUB1
regulation of cell cycle	YMR048W	CSM3
regulation of cell cycle	YMR055C	BUB2
regulation of cell cycle	YMR092C	AIP1
regulation of cell cycle	YMR153W	NUP53
regulation of cell cycle	YMR190C	SGS1
regulation of cell cycle	YMR198W	CIK1
regulation of cell cycle	YMR199W	CLN1
regulation of cell cycle	YMR273C	ZDS1
regulation of cell cycle	YNL031C	HHT2
regulation of cell cycle	YNL068C	FKH2
regulation of cell cycle	YNL116W	DMA2
regulation of cell cycle	YNL201C	PSY2
regulation of cell cycle	YNL231C	PDR16
regulation of cell cycle	YNL273W	TOF1
regulation of cell cycle	YNL298W	CLA4
regulation of cell cycle	YNL330C	RPD3
regulation of cell cycle	YOL001W	PHO80
regulation of cell cycle	YOR014W	RTS1
regulation of cell cycle	YOR026W	BUB3
regulation of cell cycle	YOR178C	GAC1
regulation of cell cycle	YOR195W	SLK19
regulation of cell cycle	YOR233W	KIN4
regulation of cell cycle	YOR368W	RAD17
regulation of cell cycle	YPL017C	IRC15
regulation of cell cycle	YPL018W	CTF19
regulation of cell cycle	YPL138C	SPP1
regulation of cell cycle	YPL139C	UME1
regulation of cell cycle	YPL194W	DDC1
regulation of cell cycle	YPL256C	CLN2
regulation of cell cycle	YPL269W	KAR9
regulation of cell cycle	YPR075C	OPY2
regulation of cell cycle	YPR119W	CLB2
regulation of cell cycle	YPR120C	CLB5
regulation of cell cycle	YPR141C	KAR3
mitochondrion organization	YAL010C	MDM10
mitochondrion organization	YAL048C	GEM1
mitochondrion organization	YBL078C	ATG8
mitochondrion organization	YBL103C	RTG3
mitochondrion organization	YBR212W	NGR1
mitochondrion organization	YBR269C	SDH8
mitochondrion organization	YCR028C-A	RIM1
mitochondrion organization	YCR065W	HCM1
mitochondrion organization	YDL006W	PTC1
mitochondrion organization	YDL033C	SLM3
mitochondrion organization	YDL142C	CRD1
mitochondrion organization	YDR150W	NUM1
mitochondrion organization	YDR219C	MFB1
mitochondrion organization	YDR332W	IRC3
mitochondrion organization	YDR393W	SHE9
mitochondrion organization	YDR512C	EMI1
mitochondrion organization	YFL036W	RPO41
mitochondrion organization	YGL219C	MDM34
mitochondrion organization	YGR101W	PCP1
mitochondrion organization	YGR174C	CBP4
mitochondrion organization	YGR181W	TIM13
mitochondrion organization	YGR231C	PHB2
mitochondrion organization	YHR031C	RRM3
mitochondrion organization	YHR189W	PTH1
mitochondrion organization	YHR194W	MDM31
mitochondrion organization	YIL138C	TPM2
mitochondrion organization	YJL036W	SNX4
mitochondrion organization	YJR118C	ILM1
mitochondrion organization	YKL053C-A	MDM35
mitochondrion organization	YKL166C	TPK3
mitochondrion organization	YKR065C	PAM17
mitochondrion organization	YLL001W	DNM1
mitochondrion organization	YLL040C	VPS13
mitochondrion organization	YLR091W	GEP5
mitochondrion organization	YLR423C	ATG17
mitochondrion organization	YMR035W	IMP2
mitochondrion organization	YMR060C	SAM37
mitochondrion organization	YMR275C	BUL1
mitochondrion organization	YMR282C	AEP2
mitochondrion organization	YNL064C	YDJ1
mitochondrion organization	YNL070W	TOM7
mitochondrion organization	YNL079C	TPM1
mitochondrion organization	YNL315C	ATP11
mitochondrion organization	YNR020C	ATP23
mitochondrion organization	YOL009C	MDM12
mitochondrion organization	YOL027C	MDM38
mitochondrion organization	YOR027W	STI1
mitochondrion organization	YOR043W	WHI2
mitochondrion organization	YOR266W	PNT1
mitochondrion organization	YOR297C	TIM18
mitochondrion organization	YOR330C	MIP1
mitochondrion organization	YPL100W	ATG21
mitochondrion organization	YPR024W	YME1
mitochondrion organization	YPR140W	TAZ1
DNA recombination	YBR073W	RDH54
DNA recombination	YBR098W	MMS4
DNA recombination	YBR186W	PCH2
DNA recombination	YBR289W	SNF5
DNA recombination	YDL002C	NHP10
DNA recombination	YDL059C	RAD59
DNA recombination	YDL074C	BRE1
DNA recombination	YDL083C	RPS16B
DNA recombination	YDR004W	RAD57
DNA recombination	YDR075W	PPH3
DNA recombination	YDR076W	RAD55
DNA recombination	YDR318W	MCM21
DNA recombination	YDR363W	ESC2
DNA recombination	YDR369C	XRS2
DNA recombination	YDR386W	MUS81
DNA recombination	YDR440W	DOT1
DNA recombination	YER092W	IES5
DNA recombination	YER095W	RAD51
DNA recombination	YER173W	RAD24
DNA recombination	YFL003C	MSH4
DNA recombination	YGL058W	RAD6
DNA recombination	YGL127C	SOH1
DNA recombination	YGL163C	RAD54
DNA recombination	YGL175C	SAE2
DNA recombination	YGL213C	SKI8
DNA recombination	YGR072W	UPF3
DNA recombination	YHR039C	MSC7
DNA recombination	YHR077C	NMD2
DNA recombination	YHR157W	REC104
DNA recombination	YHR167W	THP2
DNA recombination	YIR002C	MPH1
DNA recombination	YJL092W	SRS2
DNA recombination	YJL168C	SET2
DNA recombination	YJL208C	NUC1
DNA recombination	YJR043C	POL32
DNA recombination	YKL113C	RAD27
DNA recombination	YLR135W	SLX4
DNA recombination	YLR182W	SWI6
DNA recombination	YLR418C	CDC73
DNA recombination	YML032C	RAD52
DNA recombination	YML062C	MFT1
DNA recombination	YML095C	RAD10
DNA recombination	YML128C	MSC1
DNA recombination	YMR078C	CTF18
DNA recombination	YMR080C	NAM7
DNA recombination	YMR106C	YKU80
DNA recombination	YMR133W	REC114
DNA recombination	YMR190C	SGS1
DNA recombination	YMR224C	MRE11
DNA recombination	YMR284W	YKU70
DNA recombination	YNL330C	RPD3
DNA recombination	YOL006C	TOP1
DNA recombination	YOL068C	HST1
DNA recombination	YOL090W	MSH2
DNA recombination	YOL115W	PAP2
DNA recombination	YOR033C	EXO1
DNA recombination	YOR144C	ELG1
DNA recombination	YOR189W	IES4
DNA recombination	YOR368W	RAD17
DNA recombination	YPL017C	IRC15
DNA recombination	YPL022W	RAD1
DNA recombination	YPL127C	HHO1
DNA recombination	YPL194W	DDC1
DNA recombination	YPR135W	CTF4
DNA recombination	YPR164W	MMS1
DNA binding	YAL019W	FUN30
DNA binding	YAL027W	SAW1
DNA binding	YAL051W	OAF1
DNA binding	YBL008W	HIR1
DNA binding	YBL021C	HAP3
DNA binding	YBL088C	TEL1
DNA binding	YBL103C	RTG3
DNA binding	YBR009C	HHF1
DNA binding	YBR010W	HHT1
DNA binding	YBR073W	RDH54
DNA binding	YBR083W	TEC1
DNA binding	YBR114W	RAD16
DNA binding	YBR150C	TBS1
DNA binding	YBR215W	HPC2
DNA binding	YBR245C	ISW1
DNA binding	YBR275C	RIF1
DNA binding	YBR278W	DPB3
DNA binding	YCL011C	GBP2
DNA binding	YCR028C-A	RIM1
DNA binding	YCR065W	HCM1
DNA binding	YCR066W	RAD18
DNA binding	YDL002C	NHP10
DNA binding	YDL020C	RPN4
DNA binding	YDL048C	STP4
DNA binding	YDL056W	MBP1
DNA binding	YDL070W	BDF2
DNA binding	YDL074C	BRE1
DNA binding	YDL088C	ASM4
DNA binding	YDL170W	UGA3
DNA binding	YDR096W	GIS1
DNA binding	YDR097C	MSH6
DNA binding	YDR099W	BMH2
DNA binding	YDR121W	DPB4
DNA binding	YDR146C	SWI5
DNA binding	YDR174W	HMO1
DNA binding	YDR207C	UME6
DNA binding	YDR217C	RAD9
DNA binding	YDR225W	HTA1
DNA binding	YDR310C	SUM1
DNA binding	YDR369C	XRS2
DNA binding	YDR421W	ARO80
DNA binding	YDR423C	CAD1
DNA binding	YDR451C	YHP1
DNA binding	YDR463W	STP1
DNA binding	YEL037C	RAD23
DNA binding	YER068W	MOT2
DNA binding	YER088C	DOT6
DNA binding	YER095W	RAD51
DNA binding	YER111C	SWI4
DNA binding	YER161C	SPT2
DNA binding	YER162C	RAD4
DNA binding	YER164W	CHD1
DNA binding	YER173W	RAD24
DNA binding	YER177W	BMH1
DNA binding	YFL003C	MSH4
DNA binding	YFL031W	HAC1
DNA binding	YFR013W	IOC3
DNA binding	YGL025C	PGD1
DNA binding	YGL035C	MIG1
DNA binding	YGL043W	DST1
DNA binding	YGL058W	RAD6
DNA binding	YGL131C	SNT2
DNA binding	YGL175C	SAE2
DNA binding	YGL237C	HAP2
DNA binding	YHL009C	YAP3
DNA binding	YHL025W	SNF6
DNA binding	YHL027W	RIM101
DNA binding	YHR006W	STP2
DNA binding	YHR081W	LRP1
DNA binding	YHR178W	STB5
DNA binding	YHR206W	SKN7
DNA binding	YIL036W	CST6
DNA binding	YIL131C	FKH1
DNA binding	YIR002C	MPH1
DNA binding	YJL103C	GSM1
DNA binding	YJL140W	RPB4
DNA binding	YJL176C	SWI3
DNA binding	YJR052W	RAD7
DNA binding	YJR060W	CBF1
DNA binding	YJR140C	HIR3
DNA binding	YKL020C	SPT23
DNA binding	YKL032C	IXR1
DNA binding	YKL185W	ASH1
DNA binding	YKR099W	BAS1
DNA binding	YKR101W	SIR1
DNA binding	YLR032W	RAD5
DNA binding	YLR095C	IOC2
DNA binding	YLR131C	ACE2
DNA binding	YLR150W	STM1
DNA binding	YML007W	YAP1
DNA binding	YML095C	RAD10
DNA binding	YMR016C	SOK2
DNA binding	YMR042W	ARG80
DNA binding	YMR070W	MOT3
DNA binding	YMR106C	YKU80
DNA binding	YMR153W	NUP53
DNA binding	YMR201C	RAD14
DNA binding	YMR224C	MRE11
DNA binding	YMR280C	CAT8
DNA binding	YMR284W	YKU70
DNA binding	YNL025C	SSN8
DNA binding	YNL027W	CRZ1
DNA binding	YNL030W	HHF2
DNA binding	YNL031C	HHT2
DNA binding	YNL068C	FKH2
DNA binding	YNL082W	PMS1
DNA binding	YNL167C	SKO1
DNA binding	YNL206C	RTT106
DNA binding	YNL255C	GIS2
DNA binding	YOL090W	MSH2
DNA binding	YOL108C	INO4
DNA binding	YOL116W	MSN1
DNA binding	YOR038C	HIR2
DNA binding	YOR080W	DIA2
DNA binding	YOR113W	AZF1
DNA binding	YOR140W	SFL1
DNA binding	YOR156C	NFI1
DNA binding	YOR304W	ISW2
DNA binding	YOR344C	TYE7
DNA binding	YOR358W	HAP5
DNA binding	YOR368W	RAD17
DNA binding	YPL022W	RAD1
DNA binding	YPL024W	RMI1
DNA binding	YPL089C	RLM1
DNA binding	YPL127C	HHO1
DNA binding	YPL177C	CUP9
DNA binding	YPL248C	GAL4
DNA binding	YPR009W	SUT2
DNA binding	YPR022C	YPR022C
DNA binding	YPR052C	NHP6A
DNA binding	YPR065W	ROX1
DNA binding	YPR135W	CTF4
nucleolus	YBR141C	BMT2
nucleolus	YBR186W	PCH2
nucleolus	YBR245C	ISW1
nucleolus	YCR086W	CSM1
nucleolus	YCR087C-A	YCR087C-A
nucleolus	YDL051W	LHP1
nucleolus	YDL175C	AIR2
nucleolus	YDL213C	NOP6
nucleolus	YDR005C	MAF1
nucleolus	YDR083W	RRP8
nucleolus	YDR101C	ARX1
nucleolus	YDR156W	RPA14
nucleolus	YDR174W	HMO1
nucleolus	YDR312W	SSF2
nucleolus	YDR378C	LSM6
nucleolus	YDR439W	LRS4
nucleolus	YDR496C	PUF6
nucleolus	YER002W	NOP16
nucleolus	YER164W	CHD1
nucleolus	YGL019W	CKB1
nucleolus	YGL029W	CGR1
nucleolus	YGL078C	DBP3
nucleolus	YGR072W	UPF3
nucleolus	YGR081C	SLX9
nucleolus	YHR066W	SSF1
nucleolus	YIL035C	CKA1
nucleolus	YIL079C	AIR1
nucleolus	YJL148W	RPA34
nucleolus	YKL009W	MRT4
nucleolus	YKL139W	CTK1
nucleolus	YKR010C	TOF2
nucleolus	YKR024C	DBP7
nucleolus	YKR092C	SRP40
nucleolus	YML112W	CTK3
nucleolus	YMR121C	RPL15B
nucleolus	YMR190C	SGS1
nucleolus	YMR269W	TMA23
nucleolus	YNL147W	LSM7
nucleolus	YNL224C	SQS1
nucleolus	YNL227C	JJJ1
nucleolus	YNL299W	TRF5
nucleolus	YNR004W	SWM2
nucleolus	YOL006C	TOP1
nucleolus	YOL041C	NOP12
nucleolus	YOL080C	REX4
nucleolus	YOL115W	PAP2
nucleolus	YOR001W	RRP6
nucleolus	YOR039W	CKB2
nucleolus	YOR061W	CKA2
nucleolus	YOR078W	BUD21
nucleolus	YOR191W	ULS1
nucleolus	YPL157W	TGS1
protein targeting	YAL002W	VPS8
protein targeting	YAL010C	MDM10
protein targeting	YAL055W	PEX22
protein targeting	YAR002W	NUP60
protein targeting	YBL017C	PEP1
protein targeting	YBL075C	SSA3
protein targeting	YBL078C	ATG8
protein targeting	YBL079W	NUP170
protein targeting	YBL103C	RTG3
protein targeting	YBR131W	CCZ1
protein targeting	YBR164C	ARL1
protein targeting	YBR171W	SEC66
protein targeting	YBR283C	SSH1
protein targeting	YBR288C	APM3
protein targeting	YBR290W	BSD2
protein targeting	YCL008C	STP22
protein targeting	YDL065C	PEX19
protein targeting	YDL100C	GET3
protein targeting	YDL115C	IWR1
protein targeting	YDL142C	CRD1
protein targeting	YDR080W	VPS41
protein targeting	YDR108W	TRS85
protein targeting	YDR192C	NUP42
protein targeting	YDR244W	PEX5
protein targeting	YDR265W	PEX10
protein targeting	YDR329C	PEX3
protein targeting	YDR358W	GGA1
protein targeting	YEL013W	VAC8
protein targeting	YER120W	SCS2
protein targeting	YFL007W	BLM10
protein targeting	YGL005C	COG7
protein targeting	YGL016W	KAP122
protein targeting	YGL124C	MON1
protein targeting	YGL153W	PEX14
protein targeting	YGL212W	VAM7
protein targeting	YGL252C	RTG2
protein targeting	YGR077C	PEX8
protein targeting	YGR133W	PEX4
protein targeting	YGR181W	TIM13
protein targeting	YGR261C	APL6
protein targeting	YHL002W	HSE1
protein targeting	YHL028W	WSC4
protein targeting	YHR030C	SLT2
protein targeting	YHR079C	IRE1
protein targeting	YHR108W	GGA2
protein targeting	YIL090W	ICE2
protein targeting	YJL004C	SYS1
