ORF	term
YHL027W	transcription from RNA polymerase II promoter
YHR006W	transcription from RNA polymerase II promoter
YHR041C	transcription from RNA polymerase II promoter
YHR056C	transcription from RNA polymerase II promoter
YHR058C	transcription from RNA polymerase II promoter
YHR084W	transcription from RNA polymerase II promoter
YHR099W	transcription from RNA polymerase II promoter
YHR119W	transcription from RNA polymerase II promoter
YHR124W	transcription from RNA polymerase II promoter
YHR143W-A	transcription from RNA polymerase II promoter
YHR167W	transcription from RNA polymerase II promoter
YHR177W	transcription from RNA polymerase II promoter
YHR178W	transcription from RNA polymerase II promoter
YHR205W	transcription from RNA polymerase II promoter
YHR206W	transcription from RNA polymerase II promoter
YIL017C	transcription from RNA polymerase II promoter
YIL021W	transcription from RNA polymerase II promoter
YIL036W	transcription from RNA polymerase II promoter
YIL038C	transcription from RNA polymerase II promoter
YIL056W	transcription from RNA polymerase II promoter
YIL084C	transcription from RNA polymerase II promoter
YIL101C	transcription from RNA polymerase II promoter
YIL119C	transcription from RNA polymerase II promoter
YIL122W	transcription from RNA polymerase II promoter
YIL126W	transcription from RNA polymerase II promoter
YIL131C	transcription from RNA polymerase II promoter
YIL143C	transcription from RNA polymerase II promoter
YIL153W	transcription from RNA polymerase II promoter
YIL154C	transcription from RNA polymerase II promoter
YIR017C	transcription from RNA polymerase II promoter
YIR018W	transcription from RNA polymerase II promoter
YIR023W	transcription from RNA polymerase II promoter
YIR033W	transcription from RNA polymerase II promoter
YJL056C	transcription from RNA polymerase II promoter
YJL081C	transcription from RNA polymerase II promoter
YJL089W	transcription from RNA polymerase II promoter
YJL103C	transcription from RNA polymerase II promoter
YJL110C	transcription from RNA polymerase II promoter
YJL115W	transcription from RNA polymerase II promoter
YJL127C	transcription from RNA polymerase II promoter
YJL140W	transcription from RNA polymerase II promoter
YJL176C	transcription from RNA polymerase II promoter
YJL179W	transcription from RNA polymerase II promoter
YJL184W	transcription from RNA polymerase II promoter
YJR017C	transcription from RNA polymerase II promoter
YJR060W	transcription from RNA polymerase II promoter
YJR063W	transcription from RNA polymerase II promoter
YJR094C	transcription from RNA polymerase II promoter
YJR102C	transcription from RNA polymerase II promoter
YJR104C	transcription from RNA polymerase II promoter
YJR119C	transcription from RNA polymerase II promoter
YJR140C	transcription from RNA polymerase II promoter
YKL005C	transcription from RNA polymerase II promoter
YKL015W	transcription from RNA polymerase II promoter
YKL018W	transcription from RNA polymerase II promoter
YKL020C	transcription from RNA polymerase II promoter
YKL028W	transcription from RNA polymerase II promoter
YKL032C	transcription from RNA polymerase II promoter
YKL038W	transcription from RNA polymerase II promoter
YKL043W	transcription from RNA polymerase II promoter
YKL057C	transcription from RNA polymerase II promoter
YKL058W	transcription from RNA polymerase II promoter
YKL062W	transcription from RNA polymerase II promoter
YKL109W	transcription from RNA polymerase II promoter
YKL110C	transcription from RNA polymerase II promoter
YKL112W	transcription from RNA polymerase II promoter
YKL116C	transcription from RNA polymerase II promoter
YKL139W	transcription from RNA polymerase II promoter
YKL145W	transcription from RNA polymerase II promoter
YKL160W	transcription from RNA polymerase II promoter
YKL185W	transcription from RNA polymerase II promoter
YKR008W	transcription from RNA polymerase II promoter
YKR034W	transcription from RNA polymerase II promoter
YKR036C	transcription from RNA polymerase II promoter
YKR038C	transcription from RNA polymerase II promoter
YKR048C	transcription from RNA polymerase II promoter
YKR062W	transcription from RNA polymerase II promoter
YKR064W	transcription from RNA polymerase II promoter
YKR082W	transcription from RNA polymerase II promoter
YKR095W	transcription from RNA polymerase II promoter
YKR095W-A	transcription from RNA polymerase II promoter
YKR099W	transcription from RNA polymerase II promoter
YLL002W	transcription from RNA polymerase II promoter
YLL029W	transcription from RNA polymerase II promoter
YLR005W	transcription from RNA polymerase II promoter
YLR014C	transcription from RNA polymerase II promoter
YLR033W	transcription from RNA polymerase II promoter
YLR055C	transcription from RNA polymerase II promoter
YLR071C	transcription from RNA polymerase II promoter
YLR113W	transcription from RNA polymerase II promoter
YLR131C	transcription from RNA polymerase II promoter
YLR176C	transcription from RNA polymerase II promoter
YLR182W	transcription from RNA polymerase II promoter
YLR200W	transcription from RNA polymerase II promoter
YLR223C	transcription from RNA polymerase II promoter
YLR226W	transcription from RNA polymerase II promoter
YLR228C	transcription from RNA polymerase II promoter
YLR240W	transcription from RNA polymerase II promoter
YLR256W	transcription from RNA polymerase II promoter
YLR266C	transcription from RNA polymerase II promoter
YLR269C	transcription from RNA polymerase II promoter
YLR277C	transcription from RNA polymerase II promoter
YLR321C	transcription from RNA polymerase II promoter
YLR357W	transcription from RNA polymerase II promoter
YLR384C	transcription from RNA polymerase II promoter
YLR403W	transcription from RNA polymerase II promoter
YLR417W	transcription from RNA polymerase II promoter
YLR418C	transcription from RNA polymerase II promoter
YLR430W	transcription from RNA polymerase II promoter
YLR451W	transcription from RNA polymerase II promoter
YLR455W	transcription from RNA polymerase II promoter
YML007W	transcription from RNA polymerase II promoter
YML010W	transcription from RNA polymerase II promoter
YML015C	transcription from RNA polymerase II promoter
YML036W	transcription from RNA polymerase II promoter
YML051W	transcription from RNA polymerase II promoter
YML062C	transcription from RNA polymerase II promoter
YML069W	transcription from RNA polymerase II promoter
YML076C	transcription from RNA polymerase II promoter
YML091C	transcription from RNA polymerase II promoter
YML094W	transcription from RNA polymerase II promoter
YML098W	transcription from RNA polymerase II promoter
YML113W	transcription from RNA polymerase II promoter
YML114C	transcription from RNA polymerase II promoter
YML127W	transcription from RNA polymerase II promoter
YMR005W	transcription from RNA polymerase II promoter
YMR021C	transcription from RNA polymerase II promoter
YMR030W	transcription from RNA polymerase II promoter
YMR033W	transcription from RNA polymerase II promoter
YMR037C	transcription from RNA polymerase II promoter
