ORF	Gene_uniq	cluster	gene_name
YHR194W	YHR194W	2	MDM31
YIL112W	YIL112W	2	HOS4
YIL128W	YIL128W	2	MET18
YJL124C	YJL124C	2	LSM1
YJR052W	YJR052W	2	RAD7
YJR082C	YJR082C	2	EAF6
YKL090W	YKL090W	2	CUE2
YKL149C	YKL149C	2	DBR1
YKL185W	YKL185W	2	ASH1
YKR028W	YKR028W	2	SAP190
YKR029C	YKR029C	2	SET3
YKR065C	YKR065C	2	PAM17
YLR114C	YLR114C	2	AVL9
YLR450W	YLR450W	2	HMG2
YMR068W	YMR068W	2	AVO2
YMR255W	YMR255W	2	GFD1
YMR282C	YMR282C	2	AEP2
YNL147W	YNL147W	2	LSM7
YNL201C	YNL201C	2	PSY2
YNL246W	YNL246W	2	VPS75
YNL315C	YNL315C	2	ATP11
YNR010W	YNR010W	2	CSE2
YNR020C	YNR020C	2	ATP23
YNR051C	YNR051C	2	BRE5
YOL115W	YOL115W	2	PAP2
YOR006C	YOR006C	2	TSR3
YOR064C	YOR064C	2	YNG1
YOR065W	YOR065W	2	CYT1
YOR179C	YOR179C	2	SYC1
YOR342C	YOR342C	2	YOR342C
YOR358W	YOR358W	2	HAP5
YPL068C	YPL068C	2	YPL068C
YPL072W	YPL072W	2	UBP16
YPL150W	YPL150W	2	YPL150W
YPL172C	YPL172C	2	COX10
YPL183C	YPL183C	2	RTT10
YPL184C	YPL184C	2	MRN1
YPL214C	YPL214C	2	THI6
YPR031W	YPR031W	2	NTO1
YPR054W	YPR054W	2	SMK1
YPR070W	YPR070W	2	MED1
YPR167C	YPR167C	2	MET16
YAL010C	YAL010C	1	MDM10
YAL048C	YAL048C	1	GEM1
YBL072C	YBL072C	1	RPS8A
YBL075C	YBL075C	1	SSA3
YBR009C	YBR009C	1	HHF1
YBR119W	YBR119W	1	MUD1
YBR283C	YBR283C	1	SSH1
YCL014W	YCL014W	1	BUD3
YCL045C	YCL045C	1	EMC1
YCR031C	YCR031C	1	RPS14A
YDL020C	YDL020C	1	RPN4
YDL025C	YDL025C	1	RTK1
YDL059C	YDL059C	1	RAD59
YDL135C	YDL135C	1	RDI1
YDL175C	YDL175C	1	AIR2
YDL191W	YDL191W	1	RPL35A
YDR014W	YDR014W	1	RAD61
YDR122W	YDR122W	1	KIN1
YDR156W	YDR156W	1	RPA14
YDR174W	YDR174W	1	HMO1
YDR395W	YDR395W	1	SXM1
YDR409W	YDR409W	1	SIZ1
YDR479C	YDR479C	1	PEX29
YDR482C	YDR482C	1	CWC21
YDR532C	YDR532C	1	KRE28
YEL060C	YEL060C	1	PRB1
YFL033C	YFL033C	1	RIM15
YFR031C-A	YFR031C-A	1	RPL2A
YGL031C	YGL031C	1	RPL24A
YGL066W	YGL066W	1	SGF73
YGL174W	YGL174W	1	BUD13
YGR157W	YGR157W	1	CHO2
YGR184C	YGR184C	1	UBR1
YGR188C	YGR188C	1	BUB1
YGR214W	YGR214W	1	RPS0A
YHR156C	YHR156C	1	LIN1
YHR157W	YHR157W	1	REC104
YIL133C	YIL133C	1	RPL16A
YIR005W	YIR005W	1	IST3
YIR033W	YIR033W	1	MGA2
YJL082W	YJL082W	1	IML2
YJL128C	YJL128C	1	PBS2
YJL148W	YJL148W	1	RPA34
YJR036C	YJR036C	1	HUL4
YJR084W	YJR084W	1	YJR084W
YJR088C	YJR088C	1	EMC2
YKL074C	YKL074C	1	MUD2
YLL038C	YLL038C	1	ENT4
YLR006C	YLR006C	1	SSK1
YLR113W	YLR113W	1	HOG1
YLR182W	YLR182W	1	SWI6
YML008C	YML008C	1	ERG6
YML013W	YML013W	1	UBX2
YML117W	YML117W	1	NAB6
YMR223W	YMR223W	1	UBP8
YMR230W	YMR230W	1	RPS10B
YMR272C	YMR272C	1	SCS7
YNL135C	YNL135C	1	FPR1
YNL307C	YNL307C	1	MCK1
YNR004W	YNR004W	1	SWM2
YNR031C	YNR031C	1	SSK2
YOL001W	YOL001W	1	PHO80
YOL009C	YOL009C	1	MDM12
YOR026W	YOR026W	1	BUB3
YOR308C	YOR308C	1	SNU66
YOR322C	YOR322C	1	LDB19
YOR344C	YOR344C	1	TYE7
YOR371C	YOR371C	1	GPB1
YPL047W	YPL047W	1	SGF11
YPL100W	YPL100W	1	ATG21
YPL157W	YPL157W	1	TGS1
YPL213W	YPL213W	1	LEA1
YPL226W	YPL226W	1	NEW1
YPR052C	YPR052C	1	NHP6A
YPR057W	YPR057W	1	BRR1
YPR084W	YPR084W	1	YPR084W
YPR152C	YPR152C	1	URN1
