cluster	ORF	gene_name
proteolysis involved in cellular protein catabolic process	YDR161W	YDR161W
proteolysis involved in cellular protein catabolic process	YDR219C	MFB1
proteolysis involved in cellular protein catabolic process	YDR255C	RMD5
proteolysis involved in cellular protein catabolic process	YDR260C	SWM1
proteolysis involved in cellular protein catabolic process	YDR306C	YDR306C
proteolysis involved in cellular protein catabolic process	YDR330W	UBX5
proteolysis involved in cellular protein catabolic process	YDR358W	GGA1
proteolysis involved in cellular protein catabolic process	YDR363W-A	SEM1
proteolysis involved in cellular protein catabolic process	YEL012W	UBC8
proteolysis involved in cellular protein catabolic process	YEL037C	RAD23
proteolysis involved in cellular protein catabolic process	YER068W	MOT2
proteolysis involved in cellular protein catabolic process	YER162C	RAD4
proteolysis involved in cellular protein catabolic process	YFL007W	BLM10
proteolysis involved in cellular protein catabolic process	YFL025C	BST1
proteolysis involved in cellular protein catabolic process	YFR010W	UBP6
proteolysis involved in cellular protein catabolic process	YFR036W	CDC26
proteolysis involved in cellular protein catabolic process	YGL003C	CDH1
proteolysis involved in cellular protein catabolic process	YGL058W	RAD6
proteolysis involved in cellular protein catabolic process	YGL141W	HUL5
proteolysis involved in cellular protein catabolic process	YGL227W	VID30
proteolysis involved in cellular protein catabolic process	YGR003W	CUL3
proteolysis involved in cellular protein catabolic process	YGR135W	PRE9
proteolysis involved in cellular protein catabolic process	YGR184C	UBR1
proteolysis involved in cellular protein catabolic process	YHR108W	GGA2
proteolysis involved in cellular protein catabolic process	YHR115C	DMA1
proteolysis involved in cellular protein catabolic process	YHR200W	RPN10
proteolysis involved in cellular protein catabolic process	YIL030C	SSM4
proteolysis involved in cellular protein catabolic process	YJL047C	RTT101
proteolysis involved in cellular protein catabolic process	YJL048C	UBX6
proteolysis involved in cellular protein catabolic process	YJL073W	JEM1
proteolysis involved in cellular protein catabolic process	YJL149W	DAS1
proteolysis involved in cellular protein catabolic process	YJR052W	RAD7
proteolysis involved in cellular protein catabolic process	YJR090C	GRR1
proteolysis involved in cellular protein catabolic process	YJR131W	MNS1
proteolysis involved in cellular protein catabolic process	YKL041W	VPS24
proteolysis involved in cellular protein catabolic process	YKL213C	DOA1
proteolysis involved in cellular protein catabolic process	YLL024C	SSA2
proteolysis involved in cellular protein catabolic process	YLR024C	UBR2
proteolysis involved in cellular protein catabolic process	YLR097C	HRT3
proteolysis involved in cellular protein catabolic process	YLR119W	SRN2
proteolysis involved in cellular protein catabolic process	YLR421C	RPN13
proteolysis involved in cellular protein catabolic process	YML013W	UBX2
proteolysis involved in cellular protein catabolic process	YML029W	USA1
proteolysis involved in cellular protein catabolic process	YMR022W	UBC7
proteolysis involved in cellular protein catabolic process	YMR067C	UBX4
proteolysis involved in cellular protein catabolic process	YMR100W	MUB1
proteolysis involved in cellular protein catabolic process	YMR119W	ASI1
proteolysis involved in cellular protein catabolic process	YMR161W	HLJ1
proteolysis involved in cellular protein catabolic process	YMR214W	SCJ1
proteolysis involved in cellular protein catabolic process	YMR247C	RKR1
proteolysis involved in cellular protein catabolic process	YMR264W	CUE1
proteolysis involved in cellular protein catabolic process	YNL008C	ASI3
proteolysis involved in cellular protein catabolic process	YNL064C	YDJ1
proteolysis involved in cellular protein catabolic process	YNL116W	DMA2
proteolysis involved in cellular protein catabolic process	YNL153C	GIM3
proteolysis involved in cellular protein catabolic process	YNL230C	ELA1
proteolysis involved in cellular protein catabolic process	YOL013C	HRD1
proteolysis involved in cellular protein catabolic process	YOL054W	PSH1
proteolysis involved in cellular protein catabolic process	YOR042W	CUE5
proteolysis involved in cellular protein catabolic process	YOR080W	DIA2
proteolysis involved in cellular protein catabolic process	YOR124C	UBP2
proteolysis involved in cellular protein catabolic process	YOR371C	GPB1
proteolysis involved in cellular protein catabolic process	YPL046C	ELC1
proteolysis involved in cellular protein catabolic process	YPR024W	YME1
endoplasmic reticulum	YAL007C	ERP2
endoplasmic reticulum	YAL010C	MDM10
endoplasmic reticulum	YAL023C	PMT2
endoplasmic reticulum	YAL026C	DRS2
endoplasmic reticulum	YAL042W	ERV46
endoplasmic reticulum	YAL048C	GEM1
endoplasmic reticulum	YAL053W	FLC2
endoplasmic reticulum	YBL011W	SCT1
endoplasmic reticulum	YBL082C	ALG3
endoplasmic reticulum	YBR023C	CHS3
endoplasmic reticulum	YBR036C	CSG2
endoplasmic reticulum	YBR041W	FAT1
endoplasmic reticulum	YBR069C	TAT1
endoplasmic reticulum	YBR078W	ECM33
endoplasmic reticulum	YBR106W	PHO88
endoplasmic reticulum	YBR132C	AGP2
endoplasmic reticulum	YBR159W	IFA38
endoplasmic reticulum	YBR162W-A	YSY6
endoplasmic reticulum	YBR171W	SEC66
endoplasmic reticulum	YBR201W	DER1
endoplasmic reticulum	YBR229C	ROT2
endoplasmic reticulum	YBR273C	UBX7
endoplasmic reticulum	YBR283C	SSH1
endoplasmic reticulum	YBR290W	BSD2
endoplasmic reticulum	YCL045C	EMC1
endoplasmic reticulum	YCR017C	CWH43
endoplasmic reticulum	YCR034W	ELO2
endoplasmic reticulum	YCR044C	PER1
endoplasmic reticulum	YCR067C	SED4
endoplasmic reticulum	YDL052C	SLC1
endoplasmic reticulum	YDL065C	PEX19
endoplasmic reticulum	YDL091C	UBX3
endoplasmic reticulum	YDL093W	PMT5
endoplasmic reticulum	YDL095W	PMT1
endoplasmic reticulum	YDL100C	GET3
endoplasmic reticulum	YDL122W	UBP1
endoplasmic reticulum	YDL204W	RTN2
endoplasmic reticulum	YDL232W	OST4
endoplasmic reticulum	YDR049W	VMS1
endoplasmic reticulum	YDR057W	YOS9
endoplasmic reticulum	YDR126W	SWF1
endoplasmic reticulum	YDR150W	NUM1
endoplasmic reticulum	YDR221W	GTB1
endoplasmic reticulum	YDR233C	RTN1
endoplasmic reticulum	YDR245W	MNN10
endoplasmic reticulum	YDR294C	DPL1
endoplasmic reticulum	YDR297W	SUR2
endoplasmic reticulum	YDR304C	CPR5
endoplasmic reticulum	YDR320C	SWA2
endoplasmic reticulum	YDR329C	PEX3
endoplasmic reticulum	YDR479C	PEX29
endoplasmic reticulum	YDR508C	GNP1
endoplasmic reticulum	YEL031W	SPF1
endoplasmic reticulum	YEL043W	YEL043W
endoplasmic reticulum	YEL064C	AVT2
endoplasmic reticulum	YER019W	ISC1
endoplasmic reticulum	YER072W	VTC1
endoplasmic reticulum	YER083C	GET2
endoplasmic reticulum	YER120W	SCS2
endoplasmic reticulum	YER166W	DNF1
endoplasmic reticulum	YFL025C	BST1
endoplasmic reticulum	YFR041C	ERJ5
endoplasmic reticulum	YFR048W	RMD8
endoplasmic reticulum	YGL020C	GET1
endoplasmic reticulum	YGL027C	CWH41
endoplasmic reticulum	YGL054C	ERV14
endoplasmic reticulum	YGL084C	GUP1
endoplasmic reticulum	YGL126W	SCS3
endoplasmic reticulum	YGL219C	MDM34
endoplasmic reticulum	YGL226C-A	OST5
endoplasmic reticulum	YGL228W	SHE10
endoplasmic reticulum	YGL255W	ZRT1
endoplasmic reticulum	YGR038W	ORM1
endoplasmic reticulum	YGR089W	NNF2
endoplasmic reticulum	YGR105W	VMA21
endoplasmic reticulum	YGR157W	CHO2
endoplasmic reticulum	YGR227W	DIE2
endoplasmic reticulum	YGR270W	YTA7
endoplasmic reticulum	YGR284C	ERV29
endoplasmic reticulum	YHL003C	LAG1
endoplasmic reticulum	YHL020C	OPI1
endoplasmic reticulum	YHL028W	WSC4
endoplasmic reticulum	YHR039C	MSC7
endoplasmic reticulum	YHR079C	IRE1
endoplasmic reticulum	YHR135C	YCK1
endoplasmic reticulum	YHR142W	CHS7
endoplasmic reticulum	YHR181W	SVP26
endoplasmic reticulum	YHR204W	MNL1
endoplasmic reticulum	YIL027C	EMC5
endoplasmic reticulum	YIL030C	SSM4
endoplasmic reticulum	YIL039W	TED1
endoplasmic reticulum	YIL040W	APQ12
endoplasmic reticulum	YIL090W	ICE2
endoplasmic reticulum	YIR033W	MGA2
endoplasmic reticulum	YJL062W	LAS21
endoplasmic reticulum	YJL073W	JEM1
endoplasmic reticulum	YJL117W	PHO86
endoplasmic reticulum	YJL134W	LCB3
endoplasmic reticulum	YJL139C	YUR1
endoplasmic reticulum	YJL183W	MNN11
endoplasmic reticulum	YJR010C-A	SPC1
endoplasmic reticulum	YJR040W	GEF1
endoplasmic reticulum	YJR073C	OPI3
endoplasmic reticulum	YJR088C	EMC2
endoplasmic reticulum	YJR117W	STE24
endoplasmic reticulum	YJR118C	ILM1
endoplasmic reticulum	YJR126C	VPS70
endoplasmic reticulum	YJR131W	MNS1
endoplasmic reticulum	YKL020C	SPT23
endoplasmic reticulum	YKL073W	LHS1
endoplasmic reticulum	YKL207W	EMC3
endoplasmic reticulum	YKL212W	SAC1
endoplasmic reticulum	YKR055W	RHO4
endoplasmic reticulum	YKR067W	GPT2
endoplasmic reticulum	YLR056W	ERG3
endoplasmic reticulum	YLR426W	TDA5
endoplasmic reticulum	YLR450W	HMG2
endoplasmic reticulum	YML008C	ERG6
endoplasmic reticulum	YML013W	UBX2
endoplasmic reticulum	YML019W	OST6
endoplasmic reticulum	YML029W	USA1
endoplasmic reticulum	YML048W	GSF2
endoplasmic reticulum	YML055W	SPC2
endoplasmic reticulum	YML059C	NTE1
endoplasmic reticulum	YML067C	ERV41
endoplasmic reticulum	YML072C	TCB3
endoplasmic reticulum	YML075C	HMG1
endoplasmic reticulum	YML101C	CUE4
endoplasmic reticulum	YML123C	PHO84
endoplasmic reticulum	YML128C	MSC1
endoplasmic reticulum	YMR010W	YMR010W
endoplasmic reticulum	YMR015C	ERG5
endoplasmic reticulum	YMR022W	UBC7
endoplasmic reticulum	YMR029C	FAR8
endoplasmic reticulum	YMR052W	FAR3
endoplasmic reticulum	YMR058W	FET3
endoplasmic reticulum	YMR065W	KAR5
endoplasmic reticulum	YMR123W	PKR1
endoplasmic reticulum	YMR161W	HLJ1
endoplasmic reticulum	YMR202W	ERG2
endoplasmic reticulum	YMR214W	SCJ1
endoplasmic reticulum	YMR264W	CUE1
endoplasmic reticulum	YMR266W	RSN1
endoplasmic reticulum	YMR272C	SCS7
endoplasmic reticulum	YMR274C	RCE1
endoplasmic reticulum	YMR292W	GOT1
endoplasmic reticulum	YMR304W	UBP15
endoplasmic reticulum	YNL044W	YIP3
endoplasmic reticulum	YNL087W	TCB2
endoplasmic reticulum	YNL098C	RAS2
endoplasmic reticulum	YNL219C	ALG9
endoplasmic reticulum	YNL270C	ALP1
endoplasmic reticulum	YNL291C	MID1
endoplasmic reticulum	YNL294C	RIM21
endoplasmic reticulum	YNL323W	LEM3
endoplasmic reticulum	YNR030W	ALG12
endoplasmic reticulum	YNR065C	YNR065C
endoplasmic reticulum	YOL003C	PFA4
endoplasmic reticulum	YOL009C	MDM12
endoplasmic reticulum	YOL013C	HRD1
endoplasmic reticulum	YOL020W	TAT2
endoplasmic reticulum	YOL031C	SIL1
endoplasmic reticulum	YOL065C	INP54
endoplasmic reticulum	YOL081W	IRA2
endoplasmic reticulum	YOR002W	ALG6
endoplasmic reticulum	YOR008C	SLG1
endoplasmic reticulum	YOR016C	ERP4
endoplasmic reticulum	YOR067C	ALG8
endoplasmic reticulum	YOR085W	OST3
endoplasmic reticulum	YOR154W	SLP1
endoplasmic reticulum	YOR165W	SEY1
endoplasmic reticulum	YOR171C	LCB4
endoplasmic reticulum	YOR288C	MPD1
endoplasmic reticulum	YOR307C	SLY41
endoplasmic reticulum	YOR311C	DGK1
endoplasmic reticulum	YOR321W	PMT3
endoplasmic reticulum	YPL189W	GUP2
endoplasmic reticulum	YPL227C	ALG5
endoplasmic reticulum	YPL244C	HUT1
endoplasmic reticulum	YPR063C	YPR063C
endoplasmic reticulum	YPR075C	OPY2
endoplasmic reticulum	YPR173C	VPS4
Golgi vesicle transport	YAL007C	ERP2
Golgi vesicle transport	YAL026C	DRS2
Golgi vesicle transport	YAL042W	ERV46
Golgi vesicle transport	YAR002C-A	ERP1
Golgi vesicle transport	YBL078C	ATG8
Golgi vesicle transport	YBR164C	ARL1
Golgi vesicle transport	YBR288C	APM3
Golgi vesicle transport	YCL001W	RER1
Golgi vesicle transport	YCR067C	SED4
Golgi vesicle transport	YDL099W	BUG1
Golgi vesicle transport	YDL100C	GET3
Golgi vesicle transport	YDL192W	ARF1
Golgi vesicle transport	YDL226C	GCS1
Golgi vesicle transport	YDR108W	TRS85
Golgi vesicle transport	YDR153C	ENT5
Golgi vesicle transport	YDR358W	GGA1
Golgi vesicle transport	YDR372C	VPS74
Golgi vesicle transport	YER031C	YPT31
Golgi vesicle transport	YER083C	GET2
Golgi vesicle transport	YER151C	UBP3
Golgi vesicle transport	YFL025C	BST1
Golgi vesicle transport	YGL005C	COG7
Golgi vesicle transport	YGL020C	GET1
Golgi vesicle transport	YGL054C	ERV14
Golgi vesicle transport	YGR058W	PEF1
Golgi vesicle transport	YGR166W	TRS65
Golgi vesicle transport	YGR261C	APL6
Golgi vesicle transport	YGR284C	ERV29
Golgi vesicle transport	YHL031C	GOS1
Golgi vesicle transport	YHR079C	IRE1
Golgi vesicle transport	YHR108W	GGA2
Golgi vesicle transport	YHR142W	CHS7
Golgi vesicle transport	YHR181W	SVP26
Golgi vesicle transport	YIL039W	TED1
Golgi vesicle transport	YIL044C	AGE2
Golgi vesicle transport	YIL076W	SEC28
Golgi vesicle transport	YJL004C	SYS1
Golgi vesicle transport	YJL024C	APS3
Golgi vesicle transport	YJL029C	VPS53
Golgi vesicle transport	YJL036W	SNX4
Golgi vesicle transport	YJL099W	CHS6
Golgi vesicle transport	YJL117W	PHO86
Golgi vesicle transport	YJL204C	RCY1
Golgi vesicle transport	YJR125C	ENT3
Golgi vesicle transport	YKL179C	COY1
Golgi vesicle transport	YLR114C	AVL9
Golgi vesicle transport	YML012W	ERV25
Golgi vesicle transport	YML067C	ERV41
Golgi vesicle transport	YML071C	COG8
Golgi vesicle transport	YML097C	VPS9
Golgi vesicle transport	YMR266W	RSN1
Golgi vesicle transport	YMR292W	GOT1
Golgi vesicle transport	YNL041C	COG6
Golgi vesicle transport	YNL044W	YIP3
Golgi vesicle transport	YNL049C	SFB2
Golgi vesicle transport	YNL051W	COG5
Golgi vesicle transport	YNL297C	MON2
Golgi vesicle transport	YNR051C	BRE5
Golgi vesicle transport	YOL018C	TLG2
Golgi vesicle transport	YOR016C	ERP4
Golgi vesicle transport	YOR089C	VPS21
Golgi vesicle transport	YOR115C	TRS33
Golgi vesicle transport	YOR216C	RUD3
Golgi vesicle transport	YOR307C	SLY41
Golgi vesicle transport	YOR327C	SNC2
Golgi vesicle transport	YPL051W	ARL3
Golgi vesicle transport	YPL195W	APL5
Golgi vesicle transport	YPR017C	DSS4
Golgi vesicle transport	YPR032W	SRO7
phosphatase activity	YBR022W	POA1
phosphatase activity	YBR093C	PHO5
phosphatase activity	YBR125C	PTC4
phosphatase activity	YDL006W	PTC1
phosphatase activity	YDL134C	PPH21
phosphatase activity	YDL188C	PPH22
phosphatase activity	YDL230W	PTP1
phosphatase activity	YDR074W	TPS2
phosphatase activity	YDR075W	PPH3
phosphatase activity	YER075C	PTP3
phosphatase activity	YER089C	PTC2
phosphatase activity	YER139C	RTR1
phosphatase activity	YGR123C	PPT1
phosphatase activity	YGR203W	YCH1
phosphatase activity	YGR208W	SER2
phosphatase activity	YHR004C	NEM1
phosphatase activity	YIL002C	INP51
phosphatase activity	YJL134W	LCB3
phosphatase activity	YKL190W	CNB1
phosphatase activity	YKL212W	SAC1
phosphatase activity	YKR043C	SHB17
phosphatase activity	YML016C	PPZ1
phosphatase activity	YML057W	CMP2
phosphatase activity	YML100W	TSL1
phosphatase activity	YMR036C	MIH1
phosphatase activity	YNL032W	SIW14
phosphatase activity	YNL053W	MSG5
phosphatase activity	YNL099C	OCA1
phosphatase activity	YNL106C	INP52
phosphatase activity	YNL325C	FIG4
phosphatase activity	YNR032W	PPG1
phosphatase activity	YOL064C	MET22
phosphatase activity	YOL065C	INP54
phosphatase activity	YOR109W	INP53
phosphatase activity	YOR208W	PTP2
lipid metabolic process	YAL013W	DEP1
lipid metabolic process	YAL051W	OAF1
lipid metabolic process	YAL053W	FLC2
lipid metabolic process	YBL011W	SCT1
lipid metabolic process	YBL082C	ALG3
lipid metabolic process	YBR036C	CSG2
lipid metabolic process	YBR041W	FAT1
lipid metabolic process	YBR159W	IFA38
lipid metabolic process	YCR017C	CWH43
lipid metabolic process	YCR034W	ELO2
lipid metabolic process	YCR044C	PER1
lipid metabolic process	YDL052C	SLC1
lipid metabolic process	YDL142C	CRD1
lipid metabolic process	YDR072C	IPT1
lipid metabolic process	YDR096W	GIS1
lipid metabolic process	YDR173C	ARG82
lipid metabolic process	YDR191W	HST4
lipid metabolic process	YDR207C	UME6
lipid metabolic process	YDR294C	DPL1
lipid metabolic process	YDR297W	SUR2
lipid metabolic process	YDR372C	VPS74
lipid metabolic process	YER019W	ISC1
lipid metabolic process	YER061C	CEM1
lipid metabolic process	YER120W	SCS2
lipid metabolic process	YFL025C	BST1
lipid metabolic process	YFR019W	FAB1
lipid metabolic process	YGL084C	GUP1
lipid metabolic process	YGL126W	SCS3
lipid metabolic process	YGR038W	ORM1
lipid metabolic process	YGR157W	CHO2
lipid metabolic process	YGR170W	PSD2
lipid metabolic process	YGR202C	PCT1
lipid metabolic process	YGR227W	DIE2
lipid metabolic process	YHL003C	LAG1
lipid metabolic process	YHL020C	OPI1
lipid metabolic process	YHR004C	NEM1
lipid metabolic process	YHR067W	HTD2
lipid metabolic process	YHR194W	MDM31
lipid metabolic process	YIL002C	INP51
lipid metabolic process	YIR033W	MGA2
lipid metabolic process	YJL062W	LAS21
lipid metabolic process	YJL134W	LCB3
lipid metabolic process	YJL187C	SWE1
lipid metabolic process	YJR060W	CBF1
lipid metabolic process	YJR066W	TOR1
lipid metabolic process	YJR073C	OPI3
lipid metabolic process	YKL020C	SPT23
lipid metabolic process	YKL140W	TGL1
lipid metabolic process	YKL212W	SAC1
lipid metabolic process	YKR067W	GPT2
lipid metabolic process	YLR056W	ERG3
lipid metabolic process	YLR133W	CKI1
lipid metabolic process	YLR450W	HMG2
lipid metabolic process	YML008C	ERG6
lipid metabolic process	YML059C	NTE1
lipid metabolic process	YML072C	TCB3
lipid metabolic process	YML075C	HMG1
lipid metabolic process	YMR015C	ERG5
lipid metabolic process	YMR070W	MOT3
lipid metabolic process	YMR202W	ERG2
lipid metabolic process	YMR272C	SCS7
lipid metabolic process	YNL054W	VAC7
lipid metabolic process	YNL087W	TCB2
lipid metabolic process	YNL106C	INP52
lipid metabolic process	YNL183C	NPR1
lipid metabolic process	YNL219C	ALG9
lipid metabolic process	YNL231C	PDR16
lipid metabolic process	YNL325C	FIG4
lipid metabolic process	YNR030W	ALG12
lipid metabolic process	YOL011W	PLB3
lipid metabolic process	YOL018C	TLG2
lipid metabolic process	YOL065C	INP54
lipid metabolic process	YOL108C	INO4
lipid metabolic process	YOR002W	ALG6
lipid metabolic process	YOR025W	HST3
lipid metabolic process	YOR067C	ALG8
lipid metabolic process	YOR109W	INP53
lipid metabolic process	YOR171C	LCB4
lipid metabolic process	YOR311C	DGK1
lipid metabolic process	YPL057C	SUR1
lipid metabolic process	YPL069C	BTS1
lipid metabolic process	YPL120W	VPS30
lipid metabolic process	YPR140W	TAZ1
lipid metabolic process	YPR173C	VPS4
chromatin organization	YAL011W	SWC3
chromatin organization	YAL013W	DEP1
chromatin organization	YAL019W	FUN30
chromatin organization	YAL051W	OAF1
chromatin organization	YAR002W	NUP60
chromatin organization	YAR003W	SWD1
chromatin organization	YBL008W	HIR1
chromatin organization	YBL052C	SAS3
chromatin organization	YBL079W	NUP170
chromatin organization	YBL088C	TEL1
chromatin organization	YBR009C	HHF1
chromatin organization	YBR010W	HHT1
chromatin organization	YBR095C	RXT2
chromatin organization	YBR103W	SIF2
chromatin organization	YBR175W	SWD3
chromatin organization	YBR195C	MSI1
chromatin organization	YBR215W	HPC2
chromatin organization	YBR231C	SWC5
chromatin organization	YBR245C	ISW1
chromatin organization	YBR275C	RIF1
chromatin organization	YBR278W	DPB3
chromatin organization	YBR289W	SNF5
chromatin organization	YCL010C	SGF29
chromatin organization	YCL061C	MRC1
chromatin organization	YCR033W	SNT1
chromatin organization	YCR077C	PAT1
chromatin organization	YCR082W	AHC2
chromatin organization	YDL002C	NHP10
chromatin organization	YDL070W	BDF2
chromatin organization	YDL074C	BRE1
chromatin organization	YDL091C	UBX3
chromatin organization	YDR005C	MAF1
chromatin organization	YDR096W	GIS1
chromatin organization	YDR121W	DPB4
chromatin organization	YDR155C	CPR1
chromatin organization	YDR176W	NGG1
chromatin organization	YDR181C	SAS4
chromatin organization	YDR191W	HST4
chromatin organization	YDR207C	UME6
chromatin organization	YDR225W	HTA1
chromatin organization	YDR266C	HEL2
chromatin organization	YDR310C	SUM1
chromatin organization	YDR334W	SWR1
chromatin organization	YDR359C	EAF1
chromatin organization	YDR363W	ESC2
chromatin organization	YDR363W-A	SEM1
chromatin organization	YDR392W	SPT3
chromatin organization	YDR439W	LRS4
chromatin organization	YDR440W	DOT1
chromatin organization	YDR448W	ADA2
chromatin organization	YDR469W	SDC1
chromatin organization	YDR485C	VPS72
chromatin organization	YEL056W	HAT2
chromatin organization	YER030W	CHZ1
chromatin organization	YER051W	JHD1
chromatin organization	YER088C	DOT6
chromatin organization	YER120W	SCS2
chromatin organization	YER161C	SPT2
chromatin organization	YER164W	CHD1
chromatin organization	YER174C	GRX4
chromatin organization	YFL013C	IES1
chromatin organization	YFR013W	IOC3
chromatin organization	YFR036W	CDC26
chromatin organization	YGL014W	PUF4
chromatin organization	YGL058W	RAD6
chromatin organization	YGL066W	SGF73
chromatin organization	YGL131C	SNT2
chromatin organization	YGL133W	ITC1
chromatin organization	YGL163C	RAD54
chromatin organization	YGL194C	HOS2
chromatin organization	YGL244W	RTF1
chromatin organization	YGL252C	RTG2
chromatin organization	YGR056W	RSC1
chromatin organization	YGR252W	GCN5
chromatin organization	YGR270W	YTA7
chromatin organization	YGR275W	RTT102
chromatin organization	YHL025W	SNF6
chromatin organization	YHR207C	SET5
chromatin organization	YIL084C	SDS3
chromatin organization	YIL112W	HOS4
chromatin organization	YIL131C	FKH1
chromatin organization	YIR018W	YAP5
chromatin organization	YIR033W	MGA2
chromatin organization	YJL115W	ASF1
chromatin organization	YJL168C	SET2
chromatin organization	YJL176C	SWI3
chromatin organization	YJR035W	RAD26
chromatin organization	YJR060W	CBF1
chromatin organization	YJR082C	EAF6
chromatin organization	YJR119C	JHD2
chromatin organization	YJR140C	HIR3
chromatin organization	YKL020C	SPT23
chromatin organization	YKL160W	ELF1
chromatin organization	YKR010C	TOF2
chromatin organization	YKR019C	IRS4
chromatin organization	YKR029C	SET3
chromatin organization	YKR042W	UTH1
chromatin organization	YKR048C	NAP1
chromatin organization	YKR082W	NUP133
chromatin organization	YKR095W	MLP1
chromatin organization	YKR101W	SIR1
chromatin organization	YLL002W	RTT109
chromatin organization	YLR015W	BRE2
chromatin organization	YLR055C	SPT8
chromatin organization	YLR085C	ARP6
chromatin organization	YLR095C	IOC2
chromatin organization	YLR102C	APC9
chromatin organization	YLR418C	CDC73
chromatin organization	YML041C	VPS71
chromatin organization	YML102W	CAC2
chromatin organization	YML121W	GTR1
chromatin organization	YMR022W	UBC7
chromatin organization	YMR075W	RCO1
chromatin organization	YMR080C	NAM7
chromatin organization	YMR106C	YKU80
chromatin organization	YMR127C	SAS2
chromatin organization	YMR179W	SPT21
chromatin organization	YMR219W	ESC1
chromatin organization	YMR223W	UBP8
chromatin organization	YMR247C	RKR1
chromatin organization	YMR263W	SAP30
chromatin organization	YMR273C	ZDS1
chromatin organization	YMR284W	YKU70
chromatin organization	YMR307W	GAS1
chromatin organization	YNL021W	HDA1
chromatin organization	YNL030W	HHF2
chromatin organization	YNL031C	HHT2
chromatin organization	YNL068C	FKH2
chromatin organization	YNL097C	PHO23
chromatin organization	YNL107W	YAF9
chromatin organization	YNL135C	FPR1
chromatin organization	YNL136W	EAF7
chromatin organization	YNL206C	RTT106
chromatin organization	YNL246W	VPS75
chromatin organization	YNL330C	RPD3
chromatin organization	YOL004W	SIN3
chromatin organization	YOL006C	TOP1
chromatin organization	YOL012C	HTZ1
chromatin organization	YOL017W	ESC8
chromatin organization	YOL068C	HST1
chromatin organization	YOL090W	MSH2
chromatin organization	YOR023C	AHC1
chromatin organization	YOR025W	HST3
chromatin organization	YOR038C	HIR2
chromatin organization	YOR064C	YNG1
chromatin organization	YOR080W	DIA2
chromatin organization	YOR123C	LEO1
chromatin organization	YOR191W	ULS1
chromatin organization	YOR209C	NPT1
chromatin organization	YOR213C	SAS5
chromatin organization	YOR304W	ISW2
chromatin organization	YPL001W	HAT1
chromatin organization	YPL047W	SGF11
chromatin organization	YPL055C	LGE1
chromatin organization	YPL116W	HOS3
chromatin organization	YPL127C	HHO1
chromatin organization	YPL138C	SPP1
chromatin organization	YPL139C	UME1
chromatin organization	YPL181W	CTI6
chromatin organization	YPL184C	MRN1
chromatin organization	YPL254W	HFI1
chromatin organization	YPR018W	RLF2
chromatin organization	YPR023C	EAF3
chromatin organization	YPR031W	NTO1
chromatin organization	YPR052C	NHP6A
chromatin organization	YPR068C	HOS1
DNA replication	YAL013W	DEP1
DNA replication	YAL021C	CCR4
DNA replication	YBR057C	MUM2
DNA replication	YBR228W	SLX1
DNA replication	YBR274W	CHK1
DNA replication	YBR275C	RIF1
DNA replication	YBR278W	DPB3
DNA replication	YCL061C	MRC1
DNA replication	YCR028C-A	RIM1
DNA replication	YDL074C	BRE1
DNA replication	YDR069C	DOA4
DNA replication	YDR097C	MSH6
DNA replication	YDR099W	BMH2
DNA replication	YDR121W	DPB4
DNA replication	YDR279W	RNH202
DNA replication	YDR310C	SUM1
DNA replication	YER129W	SAK1
DNA replication	YER164W	CHD1
DNA replication	YFL036W	RPO41
DNA replication	YGL168W	HUR1
DNA replication	YGR109C	CLB6
DNA replication	YHR031C	RRM3
DNA replication	YIL131C	FKH1
DNA replication	YIR002C	MPH1
DNA replication	YJL047C	RTT101
DNA replication	YJL168C	SET2
DNA replication	YJR043C	POL32
DNA replication	YKL113C	RAD27
DNA replication	YLR113W	HOG1
DNA replication	YLR135W	SLX4
DNA replication	YLR154C	RNH203
DNA replication	YMR048W	CSM3
DNA replication	YMR075W	RCO1
DNA replication	YMR078C	CTF18
DNA replication	YMR190C	SGS1
DNA replication	YNL068C	FKH2
DNA replication	YNL072W	RNH201
DNA replication	YNL218W	MGS1
DNA replication	YNL273W	TOF1
DNA replication	YNL330C	RPD3
DNA replication	YOL004W	SIN3
DNA replication	YOL006C	TOP1
DNA replication	YOL090W	MSH2
DNA replication	YOR080W	DIA2
DNA replication	YOR144C	ELG1
DNA replication	YOR330C	MIP1
DNA replication	YPL055C	LGE1
DNA replication	YPL181W	CTI6
DNA replication	YPR023C	EAF3
DNA replication	YPR120C	CLB5
DNA replication	YPR135W	CTF4
DNA replication	YPR164W	MMS1
carbohydrate metabolic process	YAL013W	DEP1
carbohydrate metabolic process	YBL058W	SHP1
carbohydrate metabolic process	YBL061C	SKT5
carbohydrate metabolic process	YBR023C	CHS3
carbohydrate metabolic process	YBR058C	UBP14
carbohydrate metabolic process	YBR126C	TPS1
carbohydrate metabolic process	YBR229C	ROT2
carbohydrate metabolic process	YBR289W	SNF5
carbohydrate metabolic process	YCR036W	RBK1
carbohydrate metabolic process	YDR009W	GAL3
carbohydrate metabolic process	YDR074W	TPS2
carbohydrate metabolic process	YDR099W	BMH2
carbohydrate metabolic process	YDR207C	UME6
carbohydrate metabolic process	YDR221W	GTB1
carbohydrate metabolic process	YDR255C	RMD5
carbohydrate metabolic process	YDR420W	HKR1
carbohydrate metabolic process	YDR477W	SNF1
carbohydrate metabolic process	YEL012W	UBC8
