ORF	Gene_uniq	cluster	gene_name
YEL043W	YEL043W	1	YEL043W
YEL047C	YEL047C	1	FRD1
YEL056W	YEL056W	1	HAT2
YEL060C	YEL060C	1	PRB1
YEL061C	YEL061C	1	CIN8
YER002W	YER002W	1	NOP16
YER016W	YER016W	1	BIM1
YER019W	YER019W	1	ISC1
YER030W	YER030W	1	CHZ1
YER031C	YER031C	1	YPT31
YER048C	YER048C	1	CAJ1
YER052C	YER052C	1	HOM3
YER061C	YER061C	1	CEM1
YER068W	YER068W	1	MOT2
YER075C	YER075C	1	PTP3
YER083C	YER083C	1	GET2
YER089C	YER089C	1	PTC2
YER092W	YER092W	1	IES5
YER111C	YER111C	1	SWI4
YER114C	YER114C	1	BOI2
YER116C	YER116C	1	SLX8
YER123W	YER123W	1	YCK3
YER129W	YER129W	1	SAK1
YER139C	YER139C	1	RTR1
YER149C	YER149C	1	PEA2
YER151C	YER151C	1	UBP3
YER155C	YER155C	1	BEM2
YER156C	YER156C	1	YER156C
YER161C	YER161C	1	SPT2
YER162C	YER162C	1	RAD4
YER164W	YER164W	1	CHD1
YER166W	YER166W	1	DNF1
YER167W	YER167W	1	BCK2
YER174C	YER174C	1	GRX4
YER177W	YER177W	1	BMH1
YER178W	YER178W	1	PDA1
YFL001W	YFL001W	1	DEG1
YFL003C	YFL003C	1	MSH4
YFL007W	YFL007W	1	BLM10
YFL013C	YFL013C	1	IES1
YFL023W	YFL023W	1	BUD27
YFL025C	YFL025C	1	BST1
YFL027C	YFL027C	1	GYP8
YFL031W	YFL031W	1	HAC1
YFL033C	YFL033C	1	RIM15
YFL036W	YFL036W	1	RPO41
YFL049W	YFL049W	1	SWP82
YFR009W	YFR009W	1	GCN20
YFR010W	YFR010W	1	UBP6
YFR013W	YFR013W	1	IOC3
YFR019W	YFR019W	1	FAB1
YFR031C-A	YFR031C-A	1	RPL2A
YFR036W	YFR036W_TSQ91	1	CDC26
YFR040W	YFR040W	1	SAP155
YFR048W	YFR048W	1	RMD8
YGL003C	YGL003C	1	CDH1
YGL005C	YGL005C	1	COG7
YGL014W	YGL014W	1	PUF4
YGL016W	YGL016W	1	KAP122
YGL019W	YGL019W	1	CKB1
YGL020C	YGL020C	1	GET1
YGL027C	YGL027C	1	CWH41
YGL028C	YGL028C	1	SCW11
YGL029W	YGL029W	1	CGR1
YGL031C	YGL031C	1	RPL24A
YGL035C	YGL035C	1	MIG1
YGL043W	YGL043W	1	DST1
YGL054C	YGL054C	1	ERV14
YGL058W	YGL058W	1	RAD6
YGL066W	YGL066W	1	SGF73
YGL078C	YGL078C	1	DBP3
YGL084C	YGL084C	1	GUP1
YGL086W	YGL086W	1	MAD1
YGL087C	YGL087C	1	MMS2
YGL105W	YGL105W	1	ARC1
YGL110C	YGL110C	1	CUE3
YGL115W	YGL115W	1	SNF4
YGL124C	YGL124C	1	MON1
YGL127C	YGL127C	1	SOH1
YGL131C	YGL131C	1	SNT2
YGL133W	YGL133W	1	ITC1
YGL141W	YGL141W	1	HUL5
YGL147C	YGL147C	1	RPL9A
YGL151W	YGL151W	1	NUT1
YGL153W	YGL153W	1	PEX14
YGL163C	YGL163C	1	RAD54
YGL167C	YGL167C	1	PMR1
YGL168W	YGL168W	1	HUR1
YGL173C	YGL173C	1	XRN1
YGL174W	YGL174W	1	BUD13
YGL175C	YGL175C	1	SAE2
YGL194C	YGL194C	1	HOS2
YGL195W	YGL195W	1	GCN1
YGL203C	YGL203C	1	KEX1
YGL211W	YGL211W	1	NCS6
YGL212W	YGL212W	1	VAM7
YGL213C	YGL213C	1	SKI8
YGL216W	YGL216W	1	KIP3
YGL226C-A	YGL226C-A	1	OST5
YGL228W	YGL228W	1	SHE10
YGL242C	YGL242C	1	YGL242C
YGL244W	YGL244W	1	RTF1
YGL253W	YGL253W	1	HXK2
YGL255W	YGL255W	1	ZRT1
YGR003W	YGR003W	1	CUL3
YGR019W	YGR019W	1	UGA1
YGR037C	YGR037C	1	ACB1
YGR054W	YGR054W	1	YGR054W
YGR058W	YGR058W	1	PEF1
YGR072W	YGR072W	1	UPF3
YGR077C	YGR077C	1	PEX8
YGR078C	YGR078C	1	PAC10
YGR081C	YGR081C	1	SLX9
YGR085C	YGR085C	1	RPL11B
YGR086C	YGR086C	1	PIL1
YGR092W	YGR092W	1	DBF2
YGR097W	YGR097W	1	ASK10
YGR101W	YGR101W	1	PCP1
YGR105W	YGR105W	1	VMA21
YGR122W	YGR122W	1	YGR122W
YGR123C	YGR123C	1	PPT1
YGR133W	YGR133W	1	PEX4
YGR134W	YGR134W	1	CAF130
YGR135W	YGR135W	1	PRE9
YGR157W	YGR157W	1	CHO2
YGR170W	YGR170W	1	PSD2
YGR174C	YGR174C	1	CBP4
YGR178C	YGR178C	1	PBP1
YGR184C	YGR184C	1	UBR1
YGR188C	YGR188C	1	BUB1
YGR197C	YGR197C	1	SNG1
YGR200C	YGR200C	1	ELP2
YGR202C	YGR202C	1	PCT1
YGR208W	YGR208W	1	SER2
YGR214W	YGR214W	1	RPS0A
YGR227W	YGR227W	1	DIE2
YGR229C	YGR229C	1	SMI1
YGR231C	YGR231C	1	PHB2
YGR237C	YGR237C	1	YGR237C
YGR252W	YGR252W	1	GCN5
YGR270W	YGR270W	1	YTA7
YHL002W	YHL002W	1	HSE1
YHL003C	YHL003C	1	LAG1
YHL020C	YHL020C	1	OPI1
YHL025W	YHL025W	1	SNF6
YHL027W	YHL027W	1	RIM101
YHL028W	YHL028W	1	WSC4
YHL029C	YHL029C	1	OCA5
YHL033C	YHL033C	1	RPL8A
YHR001W-A	YHR001W-A	1	QCR10
YHR004C	YHR004C	1	NEM1
YHR006W	YHR006W	1	STP2
YHR012W	YHR012W	1	VPS29
YHR021C	YHR021C	1	RPS27B
YHR034C	YHR034C	1	PIH1
YHR041C	YHR041C	1	SRB2
YHR066W	YHR066W	1	SSF1
YHR067W	YHR067W	1	HTD2
YHR077C	YHR077C	1	NMD2
YHR078W	YHR078W	1	YHR078W
YHR079C	YHR079C	1	IRE1
YHR081W	YHR081W	1	LRP1
YHR082C	YHR082C	1	KSP1
YHR111W	YHR111W	1	UBA4
YHR114W	YHR114W	1	BZZ1
YHR115C	YHR115C	1	DMA1
YHR129C	YHR129C	1	ARP1
YHR134W	YHR134W	1	WSS1
YHR142W	YHR142W	1	CHS7
YHR156C	YHR156C	1	LIN1
YHR157W	YHR157W	1	REC104
YHR158C	YHR158C	1	KEL1
YHR167W	YHR167W	1	THP2
YHR178W	YHR178W	1	STB5
YHR181W	YHR181W	1	SVP26
YHR187W	YHR187W	1	IKI1
YHR189W	YHR189W	1	PTH1
YHR194W	YHR194W	1	MDM31
YHR200W	YHR200W	1	RPN10
YHR203C	YHR203C	1	RPS4B
YHR204W	YHR204W	1	MNL1
YHR207C	YHR207C	1	SET5
YIL008W	YIL008W	1	URM1
YIL029C	YIL029C	1	YIL029C
YIL035C	YIL035C	1	CKA1
YIL036W	YIL036W	1	CST6
YIL037C	YIL037C	1	PRM2
YIL038C	YIL038C	1	NOT3
YIL040W	YIL040W	1	APQ12
YIL044C	YIL044C	1	AGE2
YIL047C	YIL047C	1	SYG1
YIL052C	YIL052C	1	RPL34B
YIL076W	YIL076W	1	SEC28
YIL079C	YIL079C	1	AIR1
YIL084C	YIL084C	1	SDS3
YIL090W	YIL090W	1	ICE2
YIL110W	YIL110W	1	HPM1
YIL112W	YIL112W	1	HOS4
YIL128W	YIL128W	1	MET18
YIL131C	YIL131C	1	FKH1
YIL133C	YIL133C	1	RPL16A
YIL134W	YIL134W	1	FLX1
YIL153W	YIL153W	1	RRD1
YIL156W	YIL156W	1	UBP7
YIR002C	YIR002C	1	MPH1
YIR003W	YIR003W	1	AIM21
YIR005W	YIR005W	1	IST3
YIR023W	YIR023W	1	DAL81
YIR033W	YIR033W	1	MGA2
YJL004C	YJL004C	1	SYS1
YJL013C	YJL013C	1	MAD3
YJL020C	YJL020C	1	BBC1
YJL024C	YJL024C	1	APS3
YJL030W	YJL030W	1	MAD2
YJL046W	YJL046W	1	AIM22
YJL053W	YJL053W	1	PEP8
YJL055W	YJL055W	1	YJL055W
YJL062W	YJL062W	1	LAS21
YJL082W	YJL082W	1	IML2
YJL092W	YJL092W	1	SRS2
YJL098W	YJL098W	1	SAP185
YJL103C	YJL103C	1	GSM1
YJL115W	YJL115W	1	ASF1
YJL117W	YJL117W	1	PHO86
YJL124C	YJL124C	1	LSM1
YJL128C	YJL128C	1	PBS2
YJL136C	YJL136C	1	RPS21B
YJL138C	YJL138C	1	TIF2
YJL139C	YJL139C	1	YUR1
YJL148W	YJL148W	1	RPA34
YJL154C	YJL154C	1	VPS35
YJL165C	YJL165C	1	HAL5
YJL168C	YJL168C	1	SET2
YJL176C	YJL176C	1	SWI3
YJL177W	YJL177W	1	RPL17B
YJL183W	YJL183W	1	MNN11
YJL187C	YJL187C	1	SWE1
YJL197W	YJL197W	1	UBP12
YJL210W	YJL210W	1	PEX2
YJL214W	YJL214W	1	HXT8
YJR010C-A	YJR010C-A	1	SPC1
YJR011C	YJR011C	1	YJR011C
YJR032W	YJR032W	1	CPR7
YJR036C	YJR036C	1	HUL4
YJR043C	YJR043C	1	POL32
YJR052W	YJR052W	1	RAD7
YJR053W	YJR053W	1	BFA1
YJR059W	YJR059W	1	PTK2
YJR060W	YJR060W	1	CBF1
YJR066W	YJR066W	1	TOR1
YJR070C	YJR070C	1	LIA1
YJR074W	YJR074W	1	MOG1
YJR075W	YJR075W	1	HOC1
YJR082C	YJR082C	1	EAF6
YJR084W	YJR084W	1	YJR084W
YJR088C	YJR088C	1	EMC2
YJR094C	YJR094C	1	IME1
YJR117W	YJR117W	1	STE24
YJR118C	YJR118C	1	ILM1
YJR125C	YJR125C	1	ENT3
YJR126C	YJR126C	1	VPS70
YJR135C	YJR135C	1	MCM22
YJR139C	YJR139C	1	HOM6
YJR140C	YJR140C	1	HIR3
YKL007W	YKL007W	1	CAP1
YKL009W	YKL009W	1	MRT4
YKL020C	YKL020C	1	SPT23
YKL023W	YKL023W	1	YKL023W
YKL025C	YKL025C	1	PAN3
YKL032C	YKL032C	1	IXR1
YKL053C-A	YKL053C-A	1	MDM35
YKL068W	YKL068W	1	NUP100
YKL073W	YKL073W	1	LHS1
YKL074C	YKL074C	1	MUD2
YKL079W	YKL079W	1	SMY1
YKL081W	YKL081W	1	TEF4
YKL090W	YKL090W	1	CUE2
YKL092C	YKL092C	1	BUD2
YKL101W	YKL101W	1	HSL1
YKL109W	YKL109W	1	HAP4
YKL110C	YKL110C	1	KTI12
YKL113C	YKL113C	1	RAD27
YKL120W	YKL120W	1	OAC1
YKL139W	YKL139W	1	CTK1
YKL140W	YKL140W	1	TGL1
YKL149C	YKL149C	1	DBR1
YKL160W	YKL160W	1	ELF1
YKL166C	YKL166C	1	TPK3
YKL176C	YKL176C	1	LST4
YKL179C	YKL179C	1	COY1
YKL185W	YKL185W	1	ASH1
YKL197C	YKL197C	1	PEX1
YKL201C	YKL201C	1	MNN4
YKL205W	YKL205W	1	LOS1
YKL206C	YKL206C	1	ADD66
YKL208W	YKL208W	1	CBT1
YKL211C	YKL211C	1	TRP3
YKL212W	YKL212W	1	SAC1
YKL213C	YKL213C	1	DOA1
YKR007W	YKR007W	1	MEH1
YKR010C	YKR010C	1	TOF2
YKR019C	YKR019C	1	IRS4
YKR020W	YKR020W	1	VPS51
YKR024C	YKR024C	1	DBP7
YKR028W	YKR028W	1	SAP190
YKR029C	YKR029C	1	SET3
YKR030W	YKR030W	1	GMH1
YKR042W	YKR042W	1	UTH1
YKR048C	YKR048C	1	NAP1
YKR054C	YKR054C	1	DYN1
YKR059W	YKR059W	1	TIF1
YKR065C	YKR065C	1	PAM17
YKR072C	YKR072C	1	SIS2
YKR074W	YKR074W	1	AIM29
YKR077W	YKR077W	1	MSA2
YKR082W	YKR082W	1	NUP133
YKR095W	YKR095W	1	MLP1
YKR098C	YKR098C	1	UBP11
YKR099W	YKR099W	1	BAS1
YKR100C	YKR100C	1	SKG1
YKR103W	YKR103W	1	NFT1
YLL001W	YLL001W	1	DNM1
YLL002W	YLL002W	1	RTT109
YLL019C	YLL019C	1	KNS1
YLL021W	YLL021W	1	SPA2
YLL024C	YLL024C	1	SSA2
YLL038C	YLL038C	1	ENT4
YLL039C	YLL039C	1	UBI4
YLL040C	YLL040C	1	VPS13
YLL043W	YLL043W	1	FPS1
YLL045C	YLL045C	1	RPL8B
YLL049W	YLL049W	1	LDB18
YLR006C	YLR006C	1	SSK1
YLR015W	YLR015W	1	BRE2
YLR018C	YLR018C	1	POM34
YLR021W	YLR021W	1	IRC25
YLR024C	YLR024C	1	UBR2
YLR032W	YLR032W	1	RAD5
YLR039C	YLR039C	1	RIC1
YLR044C	YLR044C	1	PDC1
YLR055C	YLR055C	1	SPT8
YLR056W	YLR056W	1	ERG3
YLR079W	YLR079W	1	SIC1
YLR083C	YLR083C	1	EMP70
YLR085C	YLR085C	1	ARP6
YLR087C	YLR087C	1	CSF1
YLR089C	YLR089C	1	ALT1
YLR091W	YLR091W	1	GEP5
YLR095C	YLR095C	1	IOC2
YLR096W	YLR096W	1	KIN2
YLR102C	YLR102C	1	APC9
YLR110C	YLR110C	1	CCW12
YLR113W	YLR113W	1	HOG1
YLR114C	YLR114C	1	AVL9
YLR119W	YLR119W	1	SRN2
YLR128W	YLR128W	1	DCN1
YLR131C	YLR131C	1	ACE2
YLR135W	YLR135W	1	SLX4
YLR150W	YLR150W	1	STM1
YLR154C	YLR154C	1	RNH203
YLR180W	YLR180W	1	SAM1
YLR181C	YLR181C	1	VTA1
YLR182W	YLR182W	1	SWI6
YLR401C	YLR401C	1	DUS3
YLR410W	YLR410W	1	VIP1
YLR418C	YLR418C	1	CDC73
YLR421C	YLR421C	1	RPN13
YLR429W	YLR429W	1	CRN1
YLR436C	YLR436C	1	ECM30
YLR450W	YLR450W	1	HMG2
YLR452C	YLR452C	1	SST2
YML007W	YML007W	1	YAP1
YML008C	YML008C	1	ERG6
YML012W	YML012W	1	ERV25
YML013W	YML013W	1	UBX2
YML016C	YML016C	1	PPZ1
YML017W	YML017W	1	PSP2
YML028W	YML028W	1	TSA1
YML034W	YML034W	1	SRC1
YML035C	YML035C	1	AMD1
YML041C	YML041C	1	VPS71
YML047C	YML047C	1	PRM6
YML048W	YML048W	1	GSF2
YML050W	YML050W	1	AIM32
YML051W	YML051W	1	GAL80
YML062C	YML062C	1	MFT1
YML063W	YML063W	1	RPS1B
YML066C	YML066C	1	SMA2
YML067C	YML067C	1	ERV41
YML071C	YML071C	1	COG8
YML072C	YML072C	1	TCB3
YML094W	YML094W	1	GIM5
YML097C	YML097C	1	VPS9
YML103C	YML103C	1	NUP188
YML107C	YML107C	1	PML39
YML108W	YML108W	1	YML108W
YML111W	YML111W	1	BUL2
YML112W	YML112W	1	CTK3
YML117W	YML117W	1	NAB6
YML119W	YML119W	1	YML119W
YML121W	YML121W	1	GTR1
YML123C	YML123C	1	PHO84
YML124C	YML124C	1	TUB3
YML128C	YML128C	1	MSC1
YMR004W	YMR004W	1	MVP1
YMR010W	YMR010W	1	YMR010W
YMR015C	YMR015C	1	ERG5
YMR016C	YMR016C	1	SOK2
YMR026C	YMR026C	1	PEX12
YMR029C	YMR029C	1	FAR8
YMR035W	YMR035W	1	IMP2
YMR038C	YMR038C	1	CCS1
YMR039C	YMR039C	1	SUB1
YMR042W	YMR042W	1	ARG80
YMR048W	YMR048W	1	CSM3
YMR052W	YMR052W	1	FAR3
YMR054W	YMR054W	1	STV1
YMR055C	YMR055C	1	BUB2
YMR060C	YMR060C	1	SAM37
YMR068W	YMR068W	1	AVO2
YMR070W	YMR070W	1	MOT3
YMR073C	YMR073C	1	IRC21
YMR075W	YMR075W	1	RCO1
YMR080C	YMR080C	1	NAM7
YMR092C	YMR092C	1	AIP1
YMR100W	YMR100W	1	MUB1
YMR102C	YMR102C	1	YMR102C
YMR109W	YMR109W	1	MYO5
YMR116C	YMR116C	1	ASC1
YMR119W	YMR119W	1	ASI1
YMR123W	YMR123W	1	PKR1
YMR127C	YMR127C	1	SAS2
YMR129W	YMR129W	1	POM152
YMR138W	YMR138W	1	CIN4
YMR153W	YMR153W	1	NUP53
YMR176W	YMR176W	1	ECM5
YMR179W	YMR179W	1	SPT21
YMR186W	YMR186W	1	HSC82
YMR190C	YMR190C	1	SGS1
YMR198W	YMR198W	1	CIK1
YMR201C	YMR201C	1	RAD14
YMR202W	YMR202W	1	ERG2
YMR205C	YMR205C	1	PFK2
YMR214W	YMR214W	1	SCJ1
YMR216C	YMR216C	1	SKY1
YMR219W	YMR219W	1	ESC1
YMR223W	YMR223W	1	UBP8
YMR224C	YMR224C	1	MRE11
YMR230W	YMR230W	1	RPS10B
YMR247C	YMR247C	1	RKR1
YMR255W	YMR255W	1	GFD1
YMR263W	YMR263W	1	SAP30
YMR264W	YMR264W	1	CUE1
YMR266W	YMR266W	1	RSN1
YMR269W	YMR269W	1	TMA23
