cluster	ORF	gene_name
endomembrane system	YDR424C	DYN2
endomembrane system	YDR477W	SNF1
endomembrane system	YDR479C	PEX29
endomembrane system	YDR508C	GNP1
endomembrane system	YEL031W	SPF1
endomembrane system	YEL042W	GDA1
endomembrane system	YEL043W	YEL043W
endomembrane system	YEL064C	AVT2
endomembrane system	YER005W	YND1
endomembrane system	YER019W	ISC1
endomembrane system	YER031C	YPT31
endomembrane system	YER072W	VTC1
endomembrane system	YER083C	GET2
endomembrane system	YER120W	SCS2
endomembrane system	YER166W	DNF1
endomembrane system	YFL025C	BST1
endomembrane system	YFR019W	FAB1
endomembrane system	YFR041C	ERJ5
endomembrane system	YFR048W	RMD8
endomembrane system	YGL005C	COG7
endomembrane system	YGL016W	KAP122
endomembrane system	YGL020C	GET1
endomembrane system	YGL027C	CWH41
endomembrane system	YGL035C	MIG1
endomembrane system	YGL054C	ERV14
endomembrane system	YGL084C	GUP1
endomembrane system	YGL086W	MAD1
endomembrane system	YGL115W	SNF4
endomembrane system	YGL124C	MON1
endomembrane system	YGL126W	SCS3
endomembrane system	YGL161C	YIP5
endomembrane system	YGL167C	PMR1
endomembrane system	YGL203C	KEX1
endomembrane system	YGL219C	MDM34
endomembrane system	YGL226C-A	OST5
endomembrane system	YGL228W	SHE10
endomembrane system	YGL255W	ZRT1
endomembrane system	YGR038W	ORM1
endomembrane system	YGR089W	NNF2
endomembrane system	YGR105W	VMA21
endomembrane system	YGR135W	PRE9
endomembrane system	YGR157W	CHO2
endomembrane system	YGR166W	TRS65
endomembrane system	YGR170W	PSD2
endomembrane system	YGR202C	PCT1
endomembrane system	YGR223C	HSV2
endomembrane system	YGR227W	DIE2
endomembrane system	YGR270W	YTA7
endomembrane system	YGR284C	ERV29
endomembrane system	YHL002W	HSE1
endomembrane system	YHL003C	LAG1
endomembrane system	YHL020C	OPI1
endomembrane system	YHL028W	WSC4
endomembrane system	YHL031C	GOS1
endomembrane system	YHR004C	NEM1
endomembrane system	YHR009C	TDA3
endomembrane system	YHR012W	VPS29
endomembrane system	YHR039C	MSC7
endomembrane system	YHR079C	IRE1
endomembrane system	YHR108W	GGA2
endomembrane system	YHR134W	WSS1
endomembrane system	YHR135C	YCK1
endomembrane system	YHR142W	CHS7
endomembrane system	YHR181W	SVP26
endomembrane system	YHR204W	MNL1
endomembrane system	YIL027C	EMC5
endomembrane system	YIL030C	SSM4
endomembrane system	YIL039W	TED1
endomembrane system	YIL040W	APQ12
endomembrane system	YIL076W	SEC28
endomembrane system	YIL090W	ICE2
endomembrane system	YIL149C	MLP2
endomembrane system	YIR033W	MGA2
endomembrane system	YJL004C	SYS1
endomembrane system	YJL029C	VPS53
endomembrane system	YJL030W	MAD2
endomembrane system	YJL036W	SNX4
endomembrane system	YJL053W	PEP8
endomembrane system	YJL062W	LAS21
endomembrane system	YJL073W	JEM1
endomembrane system	YJL099W	CHS6
endomembrane system	YJL117W	PHO86
endomembrane system	YJL123C	MTC1
endomembrane system	YJL134W	LCB3
endomembrane system	YJL139C	YUR1
endomembrane system	YJL154C	VPS35
endomembrane system	YJL183W	MNN11
endomembrane system	YJL204C	RCY1
endomembrane system	YJR010C-A	SPC1
endomembrane system	YJR040W	GEF1
endomembrane system	YJR066W	TOR1
endomembrane system	YJR073C	OPI3
endomembrane system	YJR075W	HOC1
endomembrane system	YJR088C	EMC2
endomembrane system	YJR117W	STE24
endomembrane system	YJR118C	ILM1
endomembrane system	YJR125C	ENT3
endomembrane system	YJR126C	VPS70
endomembrane system	YJR131W	MNS1
endomembrane system	YJR134C	SGM1
endomembrane system	YKL020C	SPT23
endomembrane system	YKL041W	VPS24
endomembrane system	YKL068W	NUP100
endomembrane system	YKL073W	LHS1
endomembrane system	YKL179C	COY1
endomembrane system	YKL207W	EMC3
endomembrane system	YKL212W	SAC1
endomembrane system	YKR001C	VPS1
endomembrane system	YKR007W	MEH1
endomembrane system	YKR020W	VPS51
endomembrane system	YKR030W	GMH1
endomembrane system	YKR055W	RHO4
endomembrane system	YKR061W	KTR2
endomembrane system	YKR067W	GPT2
endomembrane system	YKR082W	NUP133
endomembrane system	YKR095W	MLP1
endomembrane system	YLL040C	VPS13
endomembrane system	YLR018C	POM34
endomembrane system	YLR039C	RIC1
endomembrane system	YLR056W	ERG3
endomembrane system	YLR083C	EMP70
endomembrane system	YLR119W	SRN2
endomembrane system	YLR181C	VTA1
endomembrane system	YLR426W	TDA5
endomembrane system	YLR450W	HMG2
endomembrane system	YML001W	YPT7
endomembrane system	YML008C	ERG6
endomembrane system	YML012W	ERV25
endomembrane system	YML013W	UBX2
endomembrane system	YML019W	OST6
endomembrane system	YML029W	USA1
endomembrane system	YML034W	SRC1
endomembrane system	YML038C	YMD8
endomembrane system	YML048W	GSF2
endomembrane system	YML055W	SPC2
endomembrane system	YML059C	NTE1
endomembrane system	YML067C	ERV41
endomembrane system	YML071C	COG8
endomembrane system	YML072C	TCB3
endomembrane system	YML075C	HMG1
endomembrane system	YML101C	CUE4
endomembrane system	YML103C	NUP188
endomembrane system	YML107C	PML39
endomembrane system	YML121W	GTR1
endomembrane system	YML123C	PHO84
endomembrane system	YML128C	MSC1
endomembrane system	YMR004W	MVP1
endomembrane system	YMR010W	YMR010W
endomembrane system	YMR015C	ERG5
endomembrane system	YMR022W	UBC7
endomembrane system	YMR029C	FAR8
endomembrane system	YMR052W	FAR3
endomembrane system	YMR054W	STV1
endomembrane system	YMR058W	FET3
endomembrane system	YMR065W	KAR5
endomembrane system	YMR119W	ASI1
endomembrane system	YMR123W	PKR1
endomembrane system	YMR129W	POM152
endomembrane system	YMR153W	NUP53
endomembrane system	YMR161W	HLJ1
endomembrane system	YMR202W	ERG2
endomembrane system	YMR214W	SCJ1
endomembrane system	YMR255W	GFD1
endomembrane system	YMR264W	CUE1
endomembrane system	YMR266W	RSN1
endomembrane system	YMR272C	SCS7
endomembrane system	YMR274C	RCE1
endomembrane system	YMR284W	YKU70
endomembrane system	YMR292W	GOT1
endomembrane system	YMR304W	UBP15
endomembrane system	YMR307W	GAS1
endomembrane system	YNL008C	ASI3
endomembrane system	YNL041C	COG6
endomembrane system	YNL044W	YIP3
endomembrane system	YNL049C	SFB2
endomembrane system	YNL051W	COG5
endomembrane system	YNL086W	SNN1
endomembrane system	YNL087W	TCB2
endomembrane system	YNL098C	RAS2
endomembrane system	YNL183C	NPR1
endomembrane system	YNL199C	GCR2
endomembrane system	YNL219C	ALG9
endomembrane system	YNL238W	KEX2
endomembrane system	YNL270C	ALP1
endomembrane system	YNL291C	MID1
endomembrane system	YNL294C	RIM21
endomembrane system	YNL297C	MON2
endomembrane system	YNL323W	LEM3
endomembrane system	YNR006W	VPS27
endomembrane system	YNR030W	ALG12
endomembrane system	YNR065C	YNR065C
endomembrane system	YOL003C	PFA4
endomembrane system	YOL009C	MDM12
endomembrane system	YOL013C	HRD1
endomembrane system	YOL018C	TLG2
endomembrane system	YOL020W	TAT2
endomembrane system	YOL031C	SIL1
endomembrane system	YOL062C	APM4
endomembrane system	YOL065C	INP54
endomembrane system	YOL081W	IRA2
endomembrane system	YOR002W	ALG6
endomembrane system	YOR008C	SLG1
endomembrane system	YOR016C	ERP4
endomembrane system	YOR034C	AKR2
endomembrane system	YOR067C	ALG8
endomembrane system	YOR069W	VPS5
endomembrane system	YOR070C	GYP1
endomembrane system	YOR085W	OST3
endomembrane system	YOR089C	VPS21
endomembrane system	YOR112W	CEX1
endomembrane system	YOR115C	TRS33
endomembrane system	YOR132W	VPS17
endomembrane system	YOR154W	SLP1
endomembrane system	YOR165W	SEY1
endomembrane system	YOR171C	LCB4
endomembrane system	YOR216C	RUD3
endomembrane system	YOR288C	MPD1
endomembrane system	YOR307C	SLY41
endomembrane system	YOR311C	DGK1
endomembrane system	YOR321W	PMT3
endomembrane system	YOR322C	LDB19
endomembrane system	YOR327C	SNC2
endomembrane system	YPL051W	ARL3
endomembrane system	YPL100W	ATG21
endomembrane system	YPL125W	KAP120
endomembrane system	YPL183C	RTT10
endomembrane system	YPL189W	GUP2
endomembrane system	YPL192C	PRM3
endomembrane system	YPL227C	ALG5
endomembrane system	YPL244C	HUT1
endomembrane system	YPR063C	YPR063C
endomembrane system	YPR075C	OPY2
endomembrane system	YPR173C	VPS4
endomembrane system	YPR174C	YPR174C
enzyme binding	YAL002W	VPS8
enzyme binding	YBL101C	ECM21
enzyme binding	YDL077C	VAM6
enzyme binding	YDR005C	MAF1
enzyme binding	YDR080W	VPS41
enzyme binding	YDR289C	RTT103
enzyme binding	YDR372C	VPS74
enzyme binding	YGL043W	DST1
enzyme binding	YGL161C	YIP5
enzyme binding	YGL244W	RTF1
enzyme binding	YJL128C	PBS2
enzyme binding	YJR074W	MOG1
enzyme binding	YKL160W	ELF1
enzyme binding	YKL205W	LOS1
enzyme binding	YLL021W	SPA2
enzyme binding	YLR006C	SSK1
enzyme binding	YLR128W	DCN1
enzyme binding	YLR418C	CDC73
enzyme binding	YNL167C	SKO1
enzyme binding	YOR123C	LEO1
enzyme binding	YOR216C	RUD3
enzyme binding	YOR322C	LDB19
enzyme binding	YPR030W	CSR2
enzyme binding	YPR032W	SRO7
endosomal transport	YAL002W	VPS8
endosomal transport	YAL026C	DRS2
endosomal transport	YCL008C	STP22
endosomal transport	YCR027C	RHB1
endosomal transport	YCR034W	ELO2
endosomal transport	YDR153C	ENT5
endosomal transport	YDR358W	GGA1
endosomal transport	YDR490C	PKH1
endosomal transport	YER031C	YPT31
endosomal transport	YHL002W	HSE1
endosomal transport	YHR009C	TDA3
endosomal transport	YHR012W	VPS29
endosomal transport	YHR108W	GGA2
endosomal transport	YIL076W	SEC28
endosomal transport	YIL105C	SLM1
endosomal transport	YJL004C	SYS1
endosomal transport	YJL029C	VPS53
endosomal transport	YJL036W	SNX4
endosomal transport	YJL053W	PEP8
endosomal transport	YJL154C	VPS35
endosomal transport	YJL204C	RCY1
endosomal transport	YJR033C	RAV1
endosomal transport	YJR125C	ENT3
endosomal transport	YKL041W	VPS24
endosomal transport	YKR020W	VPS51
endosomal transport	YLL040C	VPS13
endosomal transport	YLR039C	RIC1
endosomal transport	YLR083C	EMP70
endosomal transport	YLR181C	VTA1
endosomal transport	YML001W	YPT7
endosomal transport	YML097C	VPS9
endosomal transport	YMR004W	MVP1
endosomal transport	YMR292W	GOT1
endosomal transport	YNL297C	MON2
endosomal transport	YNR006W	VPS27
endosomal transport	YOR069W	VPS5
endosomal transport	YOR089C	VPS21
endosomal transport	YOR132W	VPS17
endosomal transport	YPL120W	VPS30
endosomal transport	YPL183C	RTT10
endosomal transport	YPR173C	VPS4
cytoskeleton organization	YAL020C	ATS1
cytoskeleton organization	YAR014C	BUD14
cytoskeleton organization	YBL007C	SLA1
cytoskeleton organization	YBR108W	AIM3
cytoskeleton organization	YCL029C	BIK1
cytoskeleton organization	YCR009C	RVS161
cytoskeleton organization	YCR065W	HCM1
cytoskeleton organization	YCR088W	ABP1
cytoskeleton organization	YDL134C	PPH21
cytoskeleton organization	YDL135C	RDI1
cytoskeleton organization	YDL155W	CLB3
cytoskeleton organization	YDL188C	PPH22
cytoskeleton organization	YDL226C	GCS1
cytoskeleton organization	YDR126W	SWF1
cytoskeleton organization	YDR150W	NUM1
cytoskeleton organization	YDR171W	HSP42
cytoskeleton organization	YDR389W	SAC7
cytoskeleton organization	YDR424C	DYN2
cytoskeleton organization	YDR488C	PAC11
cytoskeleton organization	YEL061C	CIN8
cytoskeleton organization	YER016W	BIM1
cytoskeleton organization	YER149C	PEA2
cytoskeleton organization	YER155C	BEM2
cytoskeleton organization	YER174C	GRX4
cytoskeleton organization	YGL003C	CDH1
cytoskeleton organization	YGL060W	YBP2
cytoskeleton organization	YGL216W	KIP3
cytoskeleton organization	YGR108W	CLB1
cytoskeleton organization	YHR114W	BZZ1
cytoskeleton organization	YHR115C	DMA1
cytoskeleton organization	YHR129C	ARP1
cytoskeleton organization	YHR158C	KEL1
cytoskeleton organization	YIL090W	ICE2
cytoskeleton organization	YIL095W	PRK1
cytoskeleton organization	YIL105C	SLM1
cytoskeleton organization	YIL138C	TPM2
cytoskeleton organization	YIL149C	MLP2
cytoskeleton organization	YIL153W	RRD1
cytoskeleton organization	YIL159W	BNR1
cytoskeleton organization	YJL020C	BBC1
cytoskeleton organization	YJL128C	PBS2
cytoskeleton organization	YJL187C	SWE1
cytoskeleton organization	YJR070C	LIA1
cytoskeleton organization	YJR125C	ENT3
cytoskeleton organization	YKL007W	CAP1
cytoskeleton organization	YKL048C	ELM1
cytoskeleton organization	YKR001C	VPS1
cytoskeleton organization	YKR048C	NAP1
cytoskeleton organization	YKR054C	DYN1
cytoskeleton organization	YKR055W	RHO4
cytoskeleton organization	YLL021W	SPA2
cytoskeleton organization	YLL038C	ENT4
cytoskeleton organization	YLL049W	LDB18
cytoskeleton organization	YLR006C	SSK1
cytoskeleton organization	YLR018C	POM34
cytoskeleton organization	YLR429W	CRN1
cytoskeleton organization	YMR068W	AVO2
cytoskeleton organization	YMR092C	AIP1
cytoskeleton organization	YMR129W	POM152
cytoskeleton organization	YMR198W	CIK1
cytoskeleton organization	YMR294W	JNM1
cytoskeleton organization	YNL032W	SIW14
cytoskeleton organization	YNL079C	TPM1
cytoskeleton organization	YNL116W	DMA2
cytoskeleton organization	YNL271C	BNI1
cytoskeleton organization	YNL298W	CLA4
cytoskeleton organization	YNR031C	SSK2
cytoskeleton organization	YOR008C	SLG1
cytoskeleton organization	YOR014W	RTS1
cytoskeleton organization	YOR035C	SHE4
cytoskeleton organization	YOR043W	WHI2
cytoskeleton organization	YOR058C	ASE1
cytoskeleton organization	YOR127W	RGA1
cytoskeleton organization	YOR195W	SLK19
cytoskeleton organization	YPL017C	IRC15
cytoskeleton organization	YPL115C	BEM3
cytoskeleton organization	YPL152W	RRD2
cytoskeleton organization	YPL155C	KIP2
cytoskeleton organization	YPL161C	BEM4
cytoskeleton organization	YPL174C	NIP100
cytoskeleton organization	YPL269W	KAR9
cytoskeleton organization	YPR093C	ASR1
cytoskeleton organization	YPR119W	CLB2
cytoskeleton organization	YPR120C	CLB5
cytoskeleton organization	YPR141C	KAR3
regulation of organelle organization	YAL024C	LTE1
regulation of organelle organization	YAL048C	GEM1
regulation of organelle organization	YAR014C	BUD14
regulation of organelle organization	YBR098W	MMS4
regulation of organelle organization	YBR103W	SIF2
regulation of organelle organization	YBR108W	AIM3
regulation of organelle organization	YBR175W	SWD3
regulation of organelle organization	YBR186W	PCH2
regulation of organelle organization	YCL029C	BIK1
regulation of organelle organization	YCR028C-A	RIM1
regulation of organelle organization	YCR067C	SED4
regulation of organelle organization	YCR088W	ABP1
regulation of organelle organization	YDL070W	BDF2
regulation of organelle organization	YDL077C	VAM6
regulation of organelle organization	YDL089W	NUR1
regulation of organelle organization	YDL134C	PPH21
regulation of organelle organization	YDL135C	RDI1
regulation of organelle organization	YDL155W	CLB3
regulation of organelle organization	YDL188C	PPH22
regulation of organelle organization	YDL194W	SNF3
regulation of organelle organization	YDR014W	RAD61
regulation of organelle organization	YDR075W	PPH3
regulation of organelle organization	YDR080W	VPS41
regulation of organelle organization	YDR155C	CPR1
regulation of organelle organization	YDR207C	UME6
regulation of organelle organization	YDR254W	CHL4
regulation of organelle organization	YDR260C	SWM1
regulation of organelle organization	YDR318W	MCM21
regulation of organelle organization	YDR389W	SAC7
regulation of organelle organization	YDR440W	DOT1
regulation of organelle organization	YEL062W	NPR2
regulation of organelle organization	YER016W	BIM1
regulation of organelle organization	YER149C	PEA2
regulation of organelle organization	YER177W	BMH1
regulation of organelle organization	YFL033C	RIM15
regulation of organelle organization	YGL003C	CDH1
regulation of organelle organization	YGL086W	MAD1
regulation of organelle organization	YGL194C	HOS2
regulation of organelle organization	YGL216W	KIP3
regulation of organelle organization	YGR058W	PEF1
regulation of organelle organization	YGR101W	PCP1
regulation of organelle organization	YGR108W	CLB1
regulation of organelle organization	YGR188C	BUB1
regulation of organelle organization	YHL023C	NPR3
regulation of organelle organization	YHR114W	BZZ1
regulation of organelle organization	YHR115C	DMA1
regulation of organelle organization	YHR129C	ARP1
regulation of organelle organization	YHR158C	KEL1
regulation of organelle organization	YIL112W	HOS4
regulation of organelle organization	YIL159W	BNR1
regulation of organelle organization	YJL013C	MAD3
regulation of organelle organization	YJL030W	MAD2
regulation of organelle organization	YJL047C	RTT101
regulation of organelle organization	YJL168C	SET2
regulation of organelle organization	YJL187C	SWE1
regulation of organelle organization	YJR053W	BFA1
regulation of organelle organization	YJR094C	IME1
regulation of organelle organization	YJR119C	JHD2
regulation of organelle organization	YKL007W	CAP1
regulation of organelle organization	YKL092C	BUD2
regulation of organelle organization	YKR029C	SET3
regulation of organelle organization	YKR048C	NAP1
regulation of organelle organization	YKR055W	RHO4
regulation of organelle organization	YLL021W	SPA2
regulation of organelle organization	YLR006C	SSK1
regulation of organelle organization	YLR135W	SLX4
regulation of organelle organization	YLR182W	SWI6
regulation of organelle organization	YLR429W	CRN1
regulation of organelle organization	YML001W	YPT7
regulation of organelle organization	YMR055C	BUB2
regulation of organelle organization	YMR092C	AIP1
regulation of organelle organization	YMR153W	NUP53
regulation of organelle organization	YMR190C	SGS1
regulation of organelle organization	YMR198W	CIK1
regulation of organelle organization	YNL031C	HHT2
regulation of organelle organization	YNL116W	DMA2
regulation of organelle organization	YNL201C	PSY2
regulation of organelle organization	YNL271C	BNI1
regulation of organelle organization	YNL294C	RIM21
regulation of organelle organization	YNL298W	CLA4
regulation of organelle organization	YNL323W	LEM3
regulation of organelle organization	YNL330C	RPD3
regulation of organelle organization	YNR031C	SSK2
regulation of organelle organization	YOL027C	MDM38
regulation of organelle organization	YOR014W	RTS1
regulation of organelle organization	YOR026W	BUB3
regulation of organelle organization	YOR178C	GAC1
regulation of organelle organization	YOR195W	SLK19
regulation of organelle organization	YOR233W	KIN4
regulation of organelle organization	YPL018W	CTF19
regulation of organelle organization	YPL138C	SPP1
regulation of organelle organization	YPL139C	UME1
regulation of organelle organization	YPL155C	KIP2
regulation of organelle organization	YPL157W	TGS1
regulation of organelle organization	YPL194W	DDC1
regulation of organelle organization	YPL269W	KAR9
regulation of organelle organization	YPR119W	CLB2
regulation of organelle organization	YPR120C	CLB5
regulation of organelle organization	YPR141C	KAR3
plasma membrane	YBL085W	BOI1
plasma membrane	YBR041W	FAT1
plasma membrane	YBR069C	TAT1
plasma membrane	YBR078W	ECM33
plasma membrane	YBR132C	AGP2
plasma membrane	YBR295W	PCA1
plasma membrane	YCL008C	STP22
plasma membrane	YCR017C	CWH43
plasma membrane	YCR024C-A	PMP1
plasma membrane	YCR027C	RHB1
plasma membrane	YDL135C	RDI1
plasma membrane	YDL194W	SNF3
plasma membrane	YDL223C	HBT1
plasma membrane	YDR099W	BMH2
plasma membrane	YDR122W	KIN1
plasma membrane	YDR276C	PMP3
plasma membrane	YDR420W	HKR1
plasma membrane	YDR463W	STP1
plasma membrane	YDR497C	ITR1
plasma membrane	YDR508C	GNP1
plasma membrane	YEL047C	FRD1
plasma membrane	YER020W	GPA2
plasma membrane	YER120W	SCS2
plasma membrane	YER123W	YCK3
plasma membrane	YER155C	BEM2
plasma membrane	YER166W	DNF1
plasma membrane	YER177W	BMH1
plasma membrane	YFL011W	HXT10
plasma membrane	YGL084C	GUP1
plasma membrane	YGL115W	SNF4
plasma membrane	YGL255W	ZRT1
plasma membrane	YGR086C	PIL1
plasma membrane	YGR122W	YGR122W
plasma membrane	YGR197C	SNG1
plasma membrane	YGR217W	CCH1
plasma membrane	YHR114W	BZZ1
plasma membrane	YHR135C	YCK1
plasma membrane	YIL047C	SYG1
plasma membrane	YIL105C	SLM1
plasma membrane	YJL062W	LAS21
plasma membrane	YJL138C	TIF2
plasma membrane	YJL198W	PHO90
plasma membrane	YJL214W	HXT8
plasma membrane	YJR040W	GEF1
plasma membrane	YJR054W	KCH1
plasma membrane	YJR059W	PTK2
plasma membrane	YJR066W	TOR1
plasma membrane	YKL007W	CAP1
plasma membrane	YKR055W	RHO4
plasma membrane	YKR093W	PTR2
plasma membrane	YLL024C	SSA2
plasma membrane	YLL043W	FPS1
plasma membrane	YLR096W	KIN2
plasma membrane	YLR452C	SST2
plasma membrane	YML013W	UBX2
plasma membrane	YML016C	PPZ1
plasma membrane	YML047C	PRM6
plasma membrane	YML123C	PHO84
plasma membrane	YML128C	MSC1
plasma membrane	YMR058W	FET3
plasma membrane	YMR186W	HSC82
plasma membrane	YMR275C	BUL1
plasma membrane	YMR307W	GAS1
plasma membrane	YNL098C	RAS2
plasma membrane	YNL154C	YCK2
plasma membrane	YNL183C	NPR1
plasma membrane	YNL231C	PDR16
plasma membrane	YNL270C	ALP1
plasma membrane	YNL271C	BNI1
plasma membrane	YNL291C	MID1
plasma membrane	YNL294C	RIM21
plasma membrane	YNL323W	LEM3
plasma membrane	YNR047W	FPK1
plasma membrane	YNR060W	FRE4
plasma membrane	YNR072W	HXT17
plasma membrane	YOL009C	MDM12
plasma membrane	YOL011W	PLB3
plasma membrane	YOL020W	TAT2
plasma membrane	YOL062C	APM4
plasma membrane	YOR008C	SLG1
plasma membrane	YOR030W	DFG16
plasma membrane	YOR047C	STD1
plasma membrane	YOR101W	RAS1
plasma membrane	YOR171C	LCB4
plasma membrane	YOR322C	LDB19
plasma membrane	YOR371C	GPB1
plasma membrane	YPL180W	TCO89
plasma membrane	YPR032W	SRO7
plasma membrane	YPR075C	OPY2
vacuole	YBL017C	PEP1
vacuole	YBL078C	ATG8
vacuole	YBR036C	CSG2
vacuole	YBR041W	FAT1
vacuole	YBR132C	AGP2
vacuole	YBR162C	TOS1
vacuole	YBR286W	APE3
vacuole	YBR290W	BSD2
vacuole	YCL001W	RER1
vacuole	YCR044C	PER1
vacuole	YDL077C	VAM6
vacuole	YDL130W	RPP1B
vacuole	YDL185W	VMA1
vacuole	YDR080W	VPS41
vacuole	YDR128W	MTC5
vacuole	YDR144C	MKC7
vacuole	YDR313C	PIB1
vacuole	YDR382W	RPP2B
vacuole	YDR422C	SIP1
vacuole	YDR477W	SNF1
vacuole	YDR497C	ITR1
vacuole	YEL013W	VAC8
vacuole	YEL060C	PRB1
vacuole	YEL062W	NPR2
vacuole	YER072W	VTC1
vacuole	YER123W	YCK3
vacuole	YFL011W	HXT10
vacuole	YFR019W	FAB1
vacuole	YGL027C	CWH41
vacuole	YGL124C	MON1
vacuole	YGL203C	KEX1
vacuole	YGL212W	VAM7
vacuole	YGR197C	SNG1
vacuole	YGR223C	HSV2
vacuole	YHL023C	NPR3
vacuole	YHR151C	MTC6
vacuole	YIL047C	SYG1
vacuole	YJL053W	PEP8
vacuole	YJL154C	VPS35
vacuole	YJR040W	GEF1
vacuole	YJR054W	KCH1
vacuole	YJR066W	TOR1
vacuole	YKL176C	LST4
vacuole	YKR001C	VPS1
vacuole	YKR007W	MEH1
vacuole	YKR093W	PTR2
vacuole	YKR103W	NFT1
vacuole	YLL024C	SSA2
vacuole	YLL043W	FPS1
vacuole	YLR083C	EMP70
vacuole	YLR110C	CCW12
vacuole	YML001W	YPT7
vacuole	YML012W	ERV25
vacuole	YML047C	PRM6
vacuole	YML066C	SMA2
vacuole	YML121W	GTR1
vacuole	YML123C	PHO84
vacuole	YMR054W	STV1
vacuole	YMR058W	FET3
vacuole	YMR205C	PFK2
vacuole	YMR266W	RSN1
vacuole	YNL054W	VAC7
vacuole	YNL238W	KEX2
vacuole	YNL298W	CLA4
vacuole	YNL322C	KRE1
vacuole	YNL325C	FIG4
vacuole	YNR072W	HXT17
vacuole	YOL011W	PLB3
vacuole	YOL065C	INP54
vacuole	YOR008C	SLG1
vacuole	YOR034C	AKR2
vacuole	YOR068C	VAM10
vacuole	YOR106W	VAM3
vacuole	YOR288C	MPD1
vacuole	YPL057C	SUR1
vacuole	YPL100W	ATG21
vacuole	YPL120W	VPS30
vacuole	YPL180W	TCO89
vacuole	YPR075C	OPY2
nuclear transport	YAR002W	NUP60
nuclear transport	YBL079W	NUP170
nuclear transport	YBL103C	RTG3
nuclear transport	YBR034C	HMT1
nuclear transport	YCL011C	GBP2
nuclear transport	YDL088C	ASM4
nuclear transport	YDL115C	IWR1
nuclear transport	YDR101C	ARX1
nuclear transport	YDR159W	SAC3
nuclear transport	YDR192C	NUP42
nuclear transport	YDR335W	MSN5
nuclear transport	YDR363W-A	SEM1
nuclear transport	YDR395W	SXM1
nuclear transport	YER120W	SCS2
nuclear transport	YFL007W	BLM10
nuclear transport	YGL016W	KAP122
nuclear transport	YGL066W	SGF73
nuclear transport	YGL086W	MAD1
nuclear transport	YGL174W	BUD13
nuclear transport	YGL252C	RTG2
nuclear transport	YGR081C	SLX9
nuclear transport	YGR214W	RPS0A
nuclear transport	YHR030C	SLT2
nuclear transport	YHR167W	THP2
nuclear transport	YIL040W	APQ12
nuclear transport	YIL090W	ICE2
nuclear transport	YIL149C	MLP2
nuclear transport	YIR005W	IST3
nuclear transport	YJL128C	PBS2
nuclear transport	YJL140W	RPB4
nuclear transport	YJR074W	MOG1
nuclear transport	YKL068W	NUP100
nuclear transport	YKL205W	LOS1
nuclear transport	YKR048C	NAP1
nuclear transport	YKR082W	NUP133
nuclear transport	YKR092C	SRP40
nuclear transport	YKR095W	MLP1
nuclear transport	YLL024C	SSA2
nuclear transport	YLR018C	POM34
nuclear transport	YML062C	MFT1
nuclear transport	YML103C	NUP188
nuclear transport	YMR129W	POM152
nuclear transport	YMR153W	NUP53
nuclear transport	YMR216C	SKY1
nuclear transport	YMR230W	RPS10B
nuclear transport	YMR255W	GFD1
nuclear transport	YMR273C	ZDS1
nuclear transport	YNL053W	MSG5
nuclear transport	YNL064C	YDJ1
nuclear transport	YNL227C	JJJ1
nuclear transport	YNL229C	URE2
nuclear transport	YNL253W	TEX1
nuclear transport	YNL298W	CLA4
nuclear transport	YNL302C	RPS19B
nuclear transport	YOR112W	CEX1
nuclear transport	YPL125W	KAP120
nuclear transport	YPL226W	NEW1
nuclear transport	YPL239W	YAR1
protein modification by small protein conjugation or removal	YAL055W	PEX22
protein modification by small protein conjugation or removal	YAR002W	NUP60
protein modification by small protein conjugation or removal	YBR082C	UBC4
protein modification by small protein conjugation or removal	YBR114W	RAD16
protein modification by small protein conjugation or removal	YCL008C	STP22
protein modification by small protein conjugation or removal	YCR066W	RAD18
protein modification by small protein conjugation or removal	YDL013W	SLX5
protein modification by small protein conjugation or removal	YDL074C	BRE1
protein modification by small protein conjugation or removal	YDL091C	UBX3
protein modification by small protein conjugation or removal	YDL122W	UBP1
protein modification by small protein conjugation or removal	YDL190C	UFD2
protein modification by small protein conjugation or removal	YDR059C	UBC5
protein modification by small protein conjugation or removal	YDR092W	UBC13
protein modification by small protein conjugation or removal	YDR099W	BMH2
protein modification by small protein conjugation or removal	YDR255C	RMD5
protein modification by small protein conjugation or removal	YDR260C	SWM1
protein modification by small protein conjugation or removal	YDR265W	PEX10
protein modification by small protein conjugation or removal	YDR266C	HEL2
protein modification by small protein conjugation or removal	YDR313C	PIB1
protein modification by small protein conjugation or removal	YDR363W	ESC2
protein modification by small protein conjugation or removal	YDR363W-A	SEM1
protein modification by small protein conjugation or removal	YDR409W	SIZ1
protein modification by small protein conjugation or removal	YEL012W	UBC8
protein modification by small protein conjugation or removal	YER068W	MOT2
protein modification by small protein conjugation or removal	YER098W	UBP9
protein modification by small protein conjugation or removal	YER116C	SLX8
protein modification by small protein conjugation or removal	YER144C	UBP5
protein modification by small protein conjugation or removal	YER151C	UBP3
protein modification by small protein conjugation or removal	YER164W	CHD1
protein modification by small protein conjugation or removal	YER177W	BMH1
protein modification by small protein conjugation or removal	YFR010W	UBP6
protein modification by small protein conjugation or removal	YFR036W	CDC26
protein modification by small protein conjugation or removal	YGL003C	CDH1
protein modification by small protein conjugation or removal	YGL058W	RAD6
