ORF	Gene_uniq	cluster	gene_name
YDR144C	YDR144C	15	MKC7
YDR409W	YDR409W	15	SIZ1
YDR423C	YDR423C	15	CAD1
YDR482C	YDR482C	15	CWC21
YFL030W	YFL030W	15	AGX1
YFR041C	YFR041C	15	ERJ5
YGL090W	YGL090W	15	LIF1
YGL131C	YGL131C	15	SNT2
YGL161C	YGL161C	15	YIP5
YGR123C	YGR123C	15	PPT1
YGR203W	YGR203W	15	YCH1
YGR275W	YGR275W	15	RTT102
YHR156C	YHR156C	15	LIN1
YIL037C	YIL037C	15	PRM2
YJL197W	YJL197W	15	UBP12
YKR061W	YKR061W	15	KTR2
YKR100C	YKR100C	15	SKG1
YLR177W	YLR177W	15	YLR177W
YML050W	YML050W	15	AIM32
YMR065W	YMR065W	15	KAR5
YMR102C	YMR102C	15	YMR102C
YMR106C	YMR106C	15	YKU80
YMR121C	YMR121C	15	RPL15B
YMR186W	YMR186W	15	HSC82
YNR060W	YNR060W	15	FRE4
YNR065C	YNR065C	15	YNR065C
YOR371C	YOR371C	15	GPB1
YBL008W	YBL008W	14	HIR1
YBR009C	YBR009C	14	HHF1
YBR010W	YBR010W	14	HHT1
YBR215W	YBR215W	14	HPC2
YBR288C	YBR288C	14	APM3
YBR289W	YBR289W	14	SNF5
YDL122W	YDL122W	14	UBP1
YDR005C	YDR005C	14	MAF1
YDR074W	YDR074W	14	TPS2
YDR120C	YDR120C	14	TRM1
YDR121W	YDR121W	14	DPB4
YDR156W	YDR156W	14	RPA14
YDR174W	YDR174W	14	HMO1
YDR181C	YDR181C	14	SAS4
YDR382W	YDR382W	14	RPP2B
YDR448W	YDR448W	14	ADA2
YER072W	YER072W	14	VTC1
YER125W	YER125W_DAmP	14	RSP5
YGR072W	YGR072W	14	UPF3
YGR178C	YGR178C	14	PBP1
YGR184C	YGR184C	14	UBR1
YGR261C	YGR261C	14	APL6
YHL033C	YHL033C	14	RPL8A
YHR077C	YHR077C	14	NMD2
YJL024C	YJL024C	14	APS3
YJL036W	YJL036W	14	SNX4
YJL117W	YJL117W	14	PHO86
YJL148W	YJL148W	14	RPA34
YJR033C	YJR033C	14	RAV1
YJR140C	YJR140C	14	HIR3
YLL039C	YLL039C	14	UBI4
YLR079W	YLR079W	14	SIC1
YML016C	YML016C	14	PPZ1
YML102W	YML102W	14	CAC2
YMR080C	YMR080C	14	NAM7
YMR127C	YMR127C	14	SAS2
YNL031C	YNL031C	14	HHT2
YNL086W	YNL086W	14	SNN1
YNL197C	YNL197C	14	WHI3
YNL199C	YNL199C	14	GCR2
YOR038C	YOR038C	14	HIR2
YOR083W	YOR083W	14	WHI5
YOR213C	YOR213C	14	SAS5
YPL195W	YPL195W	14	APL5
YPR018W	YPR018W	14	RLF2
YAL021C	YAL021C	13	CCR4
YAL040C	YAL040C	13	CLN3
YBL011W	YBL011W	13	SCT1
YBR025C	YBR025C	13	OLA1
YBR073W	YBR073W	13	RDH54
YBR132C	YBR132C	13	AGP2
YCL045C	YCL045C	13	EMC1
YCR017C	YCR017C	13	CWH43
YCR089W	YCR089W	13	FIG2
YDL155W	1_YDL155W	13	CLB3
YDL223C	YDL223C	13	HBT1
YDL243C	YDL243C	13	AAD4
YDR059C	YDR059C	13	UBC5
YDR099W	YDR099W	13	BMH2
YDR183W	YDR183W	13	PLP1
YDR233C	YDR233C	13	RTN1
YDR306C	YDR306C	13	YDR306C
YEL060C	YEL060C	13	PRB1
YGR223C	YGR223C	13	HSV2
YGR284C	YGR284C	13	ERV29
YHR009C	YHR009C	13	TDA3
YIL035C	YIL035C	13	CKA1
YJR088C	YJR088C	13	EMC2
YKL166C	YKL166C	13	TPK3
YKL207W	YKL207W	13	EMC3
YKR072C	YKR072C	13	SIS2
YKR077W	YKR077W	13	MSA2
YLR006C	YLR006C	13	SSK1
YML029W	YML029W	13	USA1
YML048W	YML048W	13	GSF2
YML107C	YML107C	13	PML39
YMR109W	YMR109W	13	MYO5
YNL292W	YNL292W	13	PUS4
YOL013C	YOL013C	13	HRD1
YOL017W	YOL017W	13	ESC8
YOL027C	YOL027C	13	MDM38
YOL031C	YOL031C	13	SIL1
YOR006C	YOR006C	13	TSR3
YOR016C	YOR016C	13	ERP4
YOR156C	YOR156C	13	NFI1
YOR171C	YOR171C	13	LCB4
YOR243C	YOR243C	13	PUS7
YOR321W	YOR321W	13	PMT3
YOR322C	YOR322C	13	LDB19
YPL141C	YPL141C	13	FRK1
YPR084W	YPR084W	13	YPR084W
YAL013W	YAL013W	12	DEP1
YBR095C	YBR095C	12	RXT2
YBR164C	YBR164C	12	ARL1
YBR171W	YBR171W	12	SEC66
YDL100C	YDL100C	12	GET3
YDL115C	YDL115C	12	IWR1
YDR108W	YDR108W	12	TRS85
YDR126W	YDR126W	12	SWF1
YDR202C	YDR202C	12	RAV2
YDR414C	YDR414C	12	ERD1
YEL031W	YEL031W	12	SPF1
YGL005C	YGL005C	12	COG7
YGL054C	YGL054C	12	ERV14
YHR012W	YHR012W	12	VPS29
YIL076W	YIL076W	12	SEC28
YIL084C	YIL084C	12	SDS3
YJL004C	YJL004C	12	SYS1
YJL053W	YJL053W	12	PEP8
YJL154C	YJL154C	12	VPS35
YJR032W	YJR032W	12	CPR7
YJR060W	YJR060W	12	CBF1
YJR073C	YJR073C	12	OPI3
YKL139W	YKL139W	12	CTK1
YKL212W	YKL212W	12	SAC1
YKR019C	YKR019C	12	IRS4
YKR020W	YKR020W	12	VPS51
YLL040C	YLL040C	12	VPS13
YLR039C	YLR039C	12	RIC1
YLR087C	YLR087C	12	CSF1
YML071C	YML071C	12	COG8
YMR004W	YMR004W	12	MVP1
YMR214W	YMR214W	12	SCJ1
YMR263W	YMR263W	12	SAP30
YMR272C	YMR272C	12	SCS7
YNL041C	YNL041C	12	COG6
YNL051W	YNL051W	12	COG5
YNL097C	YNL097C	12	PHO23
YNL330C	YNL330C	12	RPD3
YOL004W	YOL004W	12	SIN3
YOL018C	YOL018C	12	TLG2
YOR068C	YOR068C	12	VAM10
YOR069W	YOR069W	12	VPS5
YOR070C	YOR070C	12	GYP1
YOR132W	YOR132W	12	VPS17
YOR216C	YOR216C	12	RUD3
YPL051W	YPL051W	12	ARL3
YPL120W	YPL120W	12	VPS30
YAL019W	YAL019W	11	FUN30
YBL036C	YBL036C	11	YBL036C
YBL081W	YBL081W	11	YBL081W
YBR034C	YBR034C	11	HMT1
YBR041W	YBR041W	11	FAT1
YBR245C	YBR245C	11	ISW1
YBR275C	YBR275C	11	RIF1
YBR290W	YBR290W	11	BSD2
YCL014W	YCL014W	11	BUD3
YCR027C	YCR027C	11	RHB1
YCR031C	YCR031C	11	RPS14A
YCR036W	YCR036W	11	RBK1
YDL051W	YDL051W	11	LHP1
YDL130W	YDL130W	11	RPP1B
YDR497C	YDR497C	11	ITR1
YER156C	YER156C	11	YER156C
YER164W	YER164W	11	CHD1
YFR048W	YFR048W	11	RMD8
YGL147C	YGL147C	11	RPL9A
YGL197W	YGL197W	11	MDS3
YGR037C	YGR037C	11	ACB1
YGR038W	YGR038W	11	ORM1
YGR071C	YGR071C	11	ENV11
YGR129W	YGR129W	11	SYF2
YGR134W	YGR134W	11	CAF130
YGR214W	YGR214W	11	RPS0A
YHL003C	YHL003C	11	LAG1
YHR082C	YHR082C	11	KSP1
YIL105C	YIL105C	11	SLM1
YIL138C	YIL138C	11	TPM2
YIL159W	YIL159W	11	BNR1
YJR131W	YJR131W	11	MNS1
YKL023W	YKL023W	11	YKL023W
YKL121W	YKL121W	11	DGR2
YLR401C	YLR401C	11	DUS3
YLR423C	YLR423C	11	ATG17
YML051W	YML051W	11	GAL80
YML072C	YML072C	11	TCB3
YML123C	YML123C	11	PHO84
YMR015C	YMR015C	11	ERG5
YMR092C	YMR092C	11	AIP1
YMR172W	YMR172W	11	HOT1
YMR209C	YMR209C	11	YMR209C
YMR230W	YMR230W	11	RPS10B
YNL030W	YNL030W	11	HHF2
YNR047W	YNR047W	11	FPK1
YOL003C	YOL003C	11	PFA4
YOR209C	YOR209C	11	NPT1
YOR298C-A	YOR298C-A	11	MBF1
YPL138C	YPL138C	11	SPP1
YPL212C	YPL212C	11	PUS1
YPR030W	YPR030W	11	CSR2
YPR052C	YPR052C	11	NHP6A
YAL007C	YAL007C	10	ERP2
YAL027W	YAL027W	10	SAW1
YAR002C-A	YAR002C-A	10	ERP1
YBL017C	YBL017C	10	PEP1
YBL052C	YBL052C	10	SAS3
YBL067C	YBL067C	10	UBP13
YBL101C	YBL101C	10	ECM21
YBR031W	YBR031W	10	RPL4A
YBR195C	YBR195C	10	MSI1
YDL070W	YDL070W	10	BDF2
YDL099W	YDL099W	10	BUG1
YDR073W	YDR073W	10	SNF11
YDR255C	YDR255C	10	RMD5
YDR294C	YDR294C	10	DPL1
YDR313C	YDR313C	10	PIB1
YEL012W	YEL012W	10	UBC8
YER030W	YER030W	10	CHZ1
YFL003C	YFL003C	10	MSH4
YFL011W	YFL011W	10	HXT10
YGL227W	YGL227W	10	VID30
YGR019W	YGR019W	10	UGA1
YGR054W	YGR054W	10	YGR054W
YGR237C	YGR237C	10	YGR237C
YHR078W	YHR078W	10	YHR078W
YIL095W	YIL095W	10	PRK1
YIL110W	YIL110W	10	HPM1
YJR082C	YJR082C	10	EAF6
YJR119C	YJR119C	10	JHD2
YJR125C	YJR125C	10	ENT3
YKL185W	YKL185W	10	ASH1
YKL205W	YKL205W	10	LOS1
YKR059W	YKR059W	10	TIF1
YKR093W	YKR093W	10	PTR2
YLR180W	YLR180W	10	SAM1
YLR181C	YLR181C	10	VTA1
YMR133W	YMR133W	10	REC114
YMR199W	YMR199W	10	CLN1
YMR283C	YMR283C	10	RIT1
YNL044W	YNL044W	10	YIP3
YNL049C	YNL049C	10	SFB2
YNL070W	YNL070W	10	TOM7
YOL049W	YOL049W	10	GSH2
YOL061W	YOL061W	10	PRS5
YOL093W	YOL093W	10	TRM10
YOL111C	YOL111C	10	MDY2
YOR064C	YOR064C	10	YNG1
YOR101W	YOR101W	10	RAS1
YOR112W	YOR112W	10	CEX1
YOR154W	YOR154W	10	SLP1
YOR179C	YOR179C	10	SYC1
YOR189W	YOR189W	10	IES4
YPR017C	YPR017C	10	DSS4
YPR031W	YPR031W	10	NTO1
YAL020C	YAL020C	9	ATS1
YBL075C	YBL075C	9	SSA3
YBR098W	YBR098W	9	MMS4
YBR201W	YBR201W	9	DER1
YBR274W	YBR274W	9	CHK1
YDL088C	YDL088C	9	ASM4
YDL226C	YDL226C	9	GCS1
YDR004W	YDR004W	9	RAD57
YDR076W	YDR076W	9	RAD55
YDR159W	YDR159W	9	SAC3
YDR217C	YDR217C	9	RAD9
YDR297W	YDR297W	9	SUR2
YDR386W	YDR386W	9	MUS81
YER095W	YER095W	9	RAD51
YER125W	YER125W_TSQ465	9	RSP5
YER173W	YER173W	9	RAD24
YFL033C	YFL033C	9	RIM15
YFR009W	YFR009W	9	GCN20
YFR036W	YFR036W_TSQ91	9	CDC26
YGL019W	YGL019W	9	CKB1
YGL163C	YGL163C	9	RAD54
YGL195W	YGL195W	9	GCN1
YGL253W	YGL253W	9	HXK2
YGR081C	YGR081C	9	SLX9
YIL039W	YIL039W	9	TED1
YIL044C	YIL044C	9	AGE2
YJL092W	YJL092W	9	SRS2
YJL128C	YJL128C	9	PBS2
YJL168C	YJL168C	9	SET2
YLR018C	YLR018C	9	POM34
YLR024C	YLR024C	9	UBR2
YLR089C	YLR089C	9	ALT1
YLR102C	YLR102C	9	APC9
YLR113W	YLR113W	9	HOG1
YML032C	YML032C	9	RAD52
YML111W	YML111W	9	BUL2
YMR075W	YMR075W	9	RCO1
YMR100W	YMR100W	9	MUB1
YMR129W	YMR129W	9	POM152
YNL021W	YNL021W	9	HDA1
YNL315C	YNL315C	9	ATP11
YNL323W	YNL323W	9	LEM3
YOR025W	YOR025W	9	HST3
YOR039W	YOR039W	9	CKB2
YOR043W	YOR043W	9	WHI2
YOR065W	YOR065W	9	CYT1
YOR109W	YOR109W	9	INP53
YOR233W	YOR233W	9	KIN4
YOR355W	YOR355W	9	GDS1
YOR360C	YOR360C	9	PDE2
YOR368W	YOR368W	9	RAD17
YPL172C	YPL172C	9	COX10
YPL180W	YPL180W	9	TCO89
YPL194W	YPL194W	9	DDC1
YPL244C	YPL244C	9	HUT1
YPR023C	YPR023C	9	EAF3
YAL021C	YAL021C_DAMP	8	CCR4
YBL032W	YBL032W	8	HEK2
YBR069C	YBR069C	8	TAT1
YBR295W	YBR295W	8	PCA1
YBR298C	YBR298C	8	MAL31
YCL011C	YCL011C	8	GBP2
YCL050C	YCL050C	8	APA1
YCR088W	YCR088W	8	ABP1
YDL140C	YDL140C_TSQ804	8	RPO21
YDR009W	YDR009W	8	GAL3
YDR069C	YDR069C_DAMP	8	DOA4
YDR122W	YDR122W	8	KIN1
YDR131C	YDR131C	8	YDR131C
YDR219C	YDR219C	8	MFB1
YDR257C	YDR257C	8	RKM4
YDR330W	YDR330W	8	UBX5
YDR420W	YDR420W	8	HKR1
YDR422C	YDR422C	8	SIP1
YDR466W	YDR466W	8	PKH3
YDR505C	YDR505C	8	PSP1
YEL047C	YEL047C	8	FRD1
YER088C	YER088C	8	DOT6
YGR202C	YGR202C	8	PCT1
YHL028W	YHL028W	8	WSC4
YHR001W-A	YHR001W-A	8	QCR10
YHR006W	YHR006W	8	STP2
YIL047C	YIL047C	8	SYG1
YIL119C	YIL119C	8	RPI1
YIR018W	YIR018W	8	YAP5
YJL048C	YJL048C	8	UBX6
YJL198W	YJL198W	8	PHO90
YJL214W	YJL214W	8	HXT8
YJR084W	YJR084W	8	YJR084W
YKL020C	YKL020C	8	SPT23
YLR044C	YLR044C	8	PDC1
YLR083C	YLR083C	8	EMP70
YLR096W	YLR096W	8	KIN2
YLR133W	YLR133W	8	CKI1
YLR454W	YLR454W	8	FMP27
YMR054W	YMR054W	8	STV1
YMR058W	YMR058W	8	FET3
YMR119W	YMR119W	8	ASI1
YMR284W	YMR284W	8	YKU70
YNL128W	YNL128W	8	TEP1
YNL231C	YNL231C	8	PDR16
YNL270C	YNL270C	8	ALP1
YOL068C	YOL068C	8	HST1
YOR231W	YOR231W	8	MKK1
YOR307C	YOR307C	8	SLY41
YPL001W	YPL001W	8	HAT1
YPL046C	YPL046C	8	ELC1
YPL116W	YPL116W	8	HOS3
YPL140C	YPL140C	8	MKK2
YPL165C	YPL165C	8	SET6
YPR068C	YPR068C	8	HOS1
YPR140W	YPR140W	8	TAZ1
YAL011W	YAL011W	7	SWC3
YBL058W	YBL058W	7	SHP1
YBR231C	YBR231C	7	SWC5
YBR283C	YBR283C	7	SSH1
YCL016C	YCL016C	7	DCC1
YCL029C	YCL029C	7	BIK1
YDR014W	YDR014W	7	RAD61
YDR127W	YDR127W	7	ARO1
YDR150W	YDR150W	7	NUM1
YDR207C	YDR207C	7	UME6
YDR254W	YDR254W	7	CHL4
YDR315C	YDR315C	7	IPK1
YDR318W	YDR318W	7	MCM21
YDR334W	YDR334W	7	SWR1
YDR363W-A	YDR363W-A	7	SEM1
YDR485C	YDR485C	7	VPS72
YDR488C	YDR488C	7	PAC11
YER151C	YER151C	7	UBP3
YFL001W	YFL001W	7	DEG1
YGL003C	YGL003C	7	CDH1
YGL086W	YGL086W	7	MAD1
YGL167C	YGL167C	7	PMR1
YGL168W	YGL168W	7	HUR1
YGR157W	YGR157W	7	CHO2
YGR188C	YGR188C	7	BUB1
YGR252W	YGR252W	7	GCN5
YGR270W	YGR270W	7	YTA7
YHR129C	YHR129C	7	ARP1
YHR200W	YHR200W	7	RPN10
YIL040W	YIL040W	7	APQ12
YJL030W	YJL030W	7	MAD2
YJL176C	YJL176C	7	SWI3
YKR054C	YKR054C	7	DYN1
YLL049W	YLL049W	7	LDB18
YLR085C	YLR085C	7	ARP6
YLR410W	YLR410W	7	VIP1
YML034W	YML034W	7	SRC1
YML041C	YML041C	7	VPS71
YML124C	YML124C	7	TUB3
YMR078C	YMR078C	7	CTF18
YMR294W	YMR294W	7	JNM1
YMR299C	YMR299C	7	DYN3
YNL107W	YNL107W	7	YAF9
YNL136W	YNL136W	7	EAF7
YNL229C	YNL229C	7	URE2
YNL236W	YNL236W	7	SIN4
YNR051C	YNR051C	7	BRE5
YOL012C	YOL012C	7	HTZ1
YOR014W	YOR014W	7	RTS1
YOR026W	YOR026W	7	BUB3
YOR269W	YOR269W	7	PAC1
YOR349W	YOR349W	7	CIN1
YPL008W	YPL008W	7	CHL1
YPL017C	YPL017C	7	IRC15
YPL018W	YPL018W	7	CTF19
YPL174C	YPL174C	7	NIP100
YPL241C	YPL241C	7	CIN2
YAL002W	YAL002W	6	VPS8
YBL007C	YBL007C	6	SLA1
YBL047C	YBL047C	6	EDE1
YBL061C	YBL061C	6	SKT5
YBR023C	YBR023C	6	CHS3
YBR078W	YBR078W	6	ECM33
YBR200W	YBR200W	6	BEM1
YBR260C	YBR260C	6	RGD1
YCR009C	YCR009C	6	RVS161
YCR077C	YCR077C	6	PAT1
YDL006W	YDL006W	6	PTC1
YDL117W	YDL117W	6	CYK3
YDR146C	YDR146C	6	SWI5
YDR162C	YDR162C	6	NBP2
YDR245W	YDR245W	6	MNN10
YDR276C	YDR276C	6	PMP3
YDR293C	YDR293C	6	SSD1
YDR378C	YDR378C	6	LSM6
YDR388W	YDR388W	6	RVS167
YEL003W	YEL003W	6	GIM4
YEL003W	YEL003W_DAMP	6	GIM4
YEL056W	YEL056W	6	HAT2
YER016W	YER016W	6	BIM1
YER083C	YER083C	6	GET2
YER111C	YER111C	6	SWI4
YER155C	YER155C	6	BEM2
YFL031W	YFL031W	6	HAC1
YGL020C	YGL020C	6	GET1
YGL084C	YGL084C	6	GUP1
YGL226C-A	YGL226C-A	6	OST5
YGR078C	YGR078C	6	PAC10
YGR229C	YGR229C	6	SMI1
YHR030C	YHR030C	6	SLT2
YHR079C	YHR079C	6	IRE1
YHR142W	YHR142W	6	CHS7
YJL095W	YJL095W	6	BCK1
YJL099W	YJL099W	6	CHS6
YJL124C	YJL124C	6	LSM1
YJL183W	YJL183W	6	MNN11
YJR075W	YJR075W	6	HOC1
YJR118C	YJR118C	6	ILM1
YKL048C	YKL048C	6	ELM1
YKL101W	YKL101W	6	HSL1
YLL043W	YLL043W	6	FPS1
YML094W	YML094W	6	GIM5
YML097C	YML097C	6	VPS9
YMR198W	YMR198W	6	CIK1
YMR307W	YMR307W	6	GAS1
YNL079C	YNL079C	6	TPM1
YNL147W	YNL147W	6	LSM7
YNL153C	YNL153C	6	GIM3
YNL233W	YNL233W	6	BNI4
YOR035C	YOR035C	6	SHE4
YOR085W	YOR085W	6	OST3
YOR089C	YOR089C	6	VPS21
YPL158C	YPL158C	6	AIM44
YPR057W	YPR057W	6	BRR1
YPR119W	2_YPR119W	6	CLB2
YPR141C	YPR141C	6	KAR3
YAR018C	YAR018C	5	KIN3
YBL078C	YBL078C	5	ATG8
YBL085W	YBL085W	5	BOI1
YBR125C	YBR125C	5	PTC4
YBR141C	YBR141C	5	BMT2
YBR270C	YBR270C	5	BIT2
YDL052C	YDL052C	5	SLC1
YDL056W	YDL056W	5	MBP1
YDL134C	YDL134C	5	PPH21
YDL203C	YDL203C	5	ACK1
YDR075W	YDR075W	5	PPH3
YDR163W	YDR163W	5	CWC15
YDR191W	YDR191W	5	HST4
YDR260C	YDR260C	5	SWM1
YDR279W	YDR279W	5	RNH202
YDR312W	YDR312W	5	SSF2
YER002W	YER002W	5	NOP16
YER068W	YER068W	5	MOT2
YER089C	YER089C	5	PTC2
YER129W	YER129W	5	SAK1
YER144C	YER144C	5	UBP5
YER162C	YER162C	5	RAD4
YGL060W	YGL060W	5	YBP2
YGL126W	YGL126W	5	SCS3
YGL175C	YGL175C	5	SAE2
YGL203C	YGL203C	5	KEX1
YGL213C	YGL213C	5	SKI8
YGR196C	YGR196C	5	FYV8
YHR039C	YHR039C	5	MSC7
YHR135C	YHR135C	5	YCK1
YHR179W	YHR179W	5	OYE2
YHR185C	YHR185C	5	PFS1
YHR194W	YHR194W	5	MDM31
YIL036W	YIL036W	5	CST6
YIR023W	YIR023W	5	DAL81
YJL187C	YJL187C	5	SWE1
YJL208C	YJL208C	5	NUC1
YKL211C	YKL211C	5	TRP3
YKR010C	YKR010C	5	TOF2
YKR055W	YKR055W	5	RHO4
YLL024C	YLL024C	5	SSA2
YLR135W	YLR135W	5	SLX4
YLR154C	YLR154C	5	RNH203
YML075C	YML075C	5	HMG1
YMR036C	YMR036C	5	MIH1
YMR073C	YMR073C	5	IRC21
YMR201C	YMR201C	5	RAD14
YMR236W	YMR236W_TSQ730	5	TAF9
YMR275C	YMR275C	5	BUL1
YNL053W	YNL053W	5	MSG5
YNL068C	YNL068C	5	FKH2
YNL072W	YNL072W	5	RNH201
YNL154C	YNL154C	5	YCK2
YNL201C	YNL201C	5	PSY2
YNR031C	YNR031C	5	SSK2
YOL011W	YOL011W	5	PLB3
YOL045W	YOL045W	5	PSK2
YOL116W	YOL116W	5	MSN1
YOR033C	YOR033C	5	EXO1
YOR076C	YOR076C	5	SKI7
YOR113W	YOR113W	5	AZF1
YOR124C	YOR124C	5	UBP2
YOR165W	YOR165W	5	SEY1
YOR208W	YOR208W	5	PTP2
YPL022W	YPL022W	5	RAD1
YPL167C	YPL167C	5	REV3
YPR009W	YPR009W	5	SUT2
YPR152C	YPR152C	5	URN1
YPR189W	YPR189W	5	SKI3
YAL010C	YAL010C	4	MDM10
YBL087C	YBL087C	4	RPL23A
YBR160W	YBR160W	4	CDC28
YBR181C	YBR181C	4	RPS6B
YBR221C	YBR221C	4	PDB1
YBR278W	YBR278W	4	DPB3
YCL010C	YCL010C	4	SGF29
YCL037C	YCL037C	4	SRO9
YCR066W	YCR066W	4	RAD18
YDL061C	YDL061C	4	RPS29B
YDL082W	YDL082W	4	RPL13A
YDL136W	YDL136W	4	RPL35B
YDL140C	YDL140C_DAmP	4	RPO21
YDL185W	YDL185W	4	VMA1
YDR049W	YDR049W	4	VMS1
YDR083W	YDR083W	4	RRP8
YDR392W	YDR392W	4	SPT3
YDR443C	YDR443C	4	SSN2
YDR463W	YDR463W	4	STP1
YER019W	YER019W	4	ISC1
YER048C	YER048C	4	CAJ1
YER061C	YER061C	4	CEM1
YER178W	YER178W	4	PDA1
YGL043W	YGL043W	4	DST1
YGL078C	YGL078C	4	DBP3
YGL105W	YGL105W	4	ARC1
YGL151W	YGL151W	4	NUT1
YGR085C	YGR085C	4	RPL11B
YGR097W	YGR097W	4	ASK10
