GO_Slim_term	cluster	Slim_term_counts_per_cluster	cluster_size	GO_Slim_term_count	percent_cluster	percent_slim	normalized
cytoskeleton organization	2	11	724	232	0.0151933701657459	0.0474137931034483	6.54886645075252e-05
DNA-templated transcription, termination	2	2	724	43	0.00276243093922652	0.0465116279069767	6.42425799820121e-05
ribosomal subunit export from nucleus	2	2	724	46	0.00276243093922652	0.0434782608695652	6.00528465049243e-05
protein dephosphorylation	2	2	724	49	0.00276243093922652	0.0408163265306122	5.63761416168677e-05
peroxisome organization	2	2	724	50	0.00276243093922652	0.04	5.52486187845304e-05
protein targeting	2	12	724	309	0.0165745856353591	0.0388349514563107	5.36394357131363e-05
generation of precursor metabolites and energy	2	6	724	155	0.00828729281767956	0.0387096774193548	5.3466405275352e-05
cellular respiration	2	3	724	84	0.00414364640883978	0.0357142857142857	4.93291239147593e-05
rRNA processing	2	11	724	311	0.0151933701657459	0.0353697749196141	4.88532802757101e-05
cytokinesis	2	3	724	88	0.00414364640883978	0.0340909090909091	4.70868910095429e-05
translational initiation	2	2	724	61	0.00276243093922652	0.0327868852459016	4.52857531020741e-05
proteolysis involved in cellular protein catabolic process	2	7	724	216	0.00966850828729282	0.0324074074074074	4.47616124411705e-05
conjugation	2	4	724	124	0.00552486187845304	0.032258064516129	4.455533772946e-05
lipid metabolic process	2	9	724	287	0.0124309392265193	0.0313588850174216	4.33133770958862e-05
endocytosis	2	3	724	98	0.00414364640883978	0.0306122448979592	4.22821062126508e-05
response to oxidative stress	2	3	724	103	0.00414364640883978	0.029126213592233	4.02295767848522e-05
RNA modification	2	5	724	172	0.0069060773480663	0.0290697674418605	4.01516124887575e-05
RNA splicing	2	4	724	144	0.00552486187845304	0.0277777777777778	3.83670963781461e-05
tRNA aminoacylation for protein translation	2	1	724	36	0.00138121546961326	0.0277777777777778	3.83670963781461e-05
tRNA processing	2	3	724	109	0.00414364640883978	0.0275229357798165	3.80151046682549e-05
Golgi vesicle transport	2	5	724	190	0.0069060773480663	0.0263157894736842	3.63477755161384e-05
monocarboxylic acid metabolic process	2	3	724	127	0.00414364640883978	0.0236220472440945	3.26271370774786e-05
organelle assembly	2	3	724	131	0.00414364640883978	0.0229007633587786	3.16308886170975e-05
mitochondrion organization	2	9	724	425	0.0124309392265193	0.0211764705882353	2.92492687682808e-05
exocytosis	2	1	724	49	0.00138121546961326	0.0204081632653061	2.81880708084339e-05
cellular amino acid metabolic process	2	3	724	153	0.00414364640883978	0.0196078431372549	2.70826562669267e-05
regulation of translation	2	2	724	105	0.00276243093922652	0.019047619047619	2.63088660878716e-05
response to starvation	2	1	724	56	0.00138121546961326	0.0178571428571429	2.46645619573796e-05
mRNA processing	2	3	724	170	0.00414364640883978	0.0176470588235294	2.4374390640234e-05
ribosome assembly	2	1	724	59	0.00138121546961326	0.0169491525423729	2.34104316883603e-05
cofactor metabolic process	2	3	724	178	0.00414364640883978	0.0168539325842697	2.32789124092122e-05
DNA-templated transcription, initiation	2	1	724	71	0.00138121546961326	0.0140845070422535	1.94537390086375e-05
membrane fusion	2	1	724	75	0.00138121546961326	0.0133333333333333	1.84162062615101e-05
regulation of transport	2	1	724	84	0.00138121546961326	0.0119047619047619	1.64430413049198e-05
vacuole organization	2	1	724	84	0.00138121546961326	0.0119047619047619	1.64430413049198e-05
organelle fusion	2	1	724	88	0.00138121546961326	0.0113636363636364	1.56956303365143e-05
nucleobase-containing small molecule metabolic process	2	2	724	198	0.00276243093922652	0.0101010101010101	1.39516714102349e-05
endosomal transport	2	1	724	102	0.00138121546961326	0.00980392156862745	1.35413281334633e-05
cellular ion homeostasis	2	1	724	125	0.00138121546961326	0.008	1.10497237569061e-05
ion transport	2	1	724	162	0.00138121546961326	0.00617283950617284	8.5260214173658e-06
mitochondrial translation	2	1	724	167	0.00138121546961326	0.00598802395209581	8.27075131504946e-06
transmembrane transport	2	1	724	232	0.00138121546961326	0.00431034482758621	5.95351495522957e-06
protein dephosphorylation	1	15	1053	49	0.0142450142450142	0.306122448979592	0.000290714576428862
peroxisome organization	1	14	1053	50	0.01329534662868	0.28	0.000265906932573599
cell morphogenesis	1	7	1053	29	0.00664767331433998	0.241379310344828	0.000229230114287586
pseudohyphal growth	1	15	1053	74	0.0142450142450142	0.202702702702703	0.000192500192500193
protein modification by small protein conjugation or removal	1	31	1053	170	0.0294396961063628	0.182352941176471	0.000173174682978605
response to osmotic stress	1	14	1053	92	0.01329534662868	0.152173913043478	0.00014451463726826
protein phosphorylation	1	29	1053	197	0.0275403608736942	0.147208121827411	0.000139798786160884
response to starvation	1	8	1053	56	0.00759734093067426	0.142857142857143	0.000135666802333469
DNA-templated transcription, termination	1	6	1053	43	0.0056980056980057	0.13953488372093	0.000132511760418737
peptidyl-amino acid modification	1	21	1053	151	0.0199430199430199	0.139072847682119	0.000132072979755099
DNA-templated transcription, elongation	1	13	1053	96	0.0123456790123457	0.135416666666667	0.000128600823045268
histone modification	1	15	1053	114	0.0142450142450142	0.131578947368421	0.000124956265307143
RNA catabolic process	1	17	1053	132	0.0161443494776828	0.128787878787879	0.000122305677861233
protein folding	1	12	1053	95	0.0113960113960114	0.126315789473684	0.000119958014694857
regulation of translation	1	13	1053	105	0.0123456790123457	0.123809523809524	0.000117577895355673
chromatin organization	1	39	1053	318	0.037037037037037	0.122641509433962	0.000116468669927789
protein acylation	1	8	1053	66	0.00759734093067426	0.121212121212121	0.000115111226222337
conjugation	1	15	1053	124	0.0142450142450142	0.120967741935484	0.000114879147137212
cell budding	1	7	1053	58	0.00664767331433998	0.120689655172414	0.000114615057143793
regulation of transport	1	10	1053	84	0.00949667616334283	0.119047619047619	0.000113055668611224
regulation of protein modification process	1	13	1053	110	0.0123456790123457	0.118181818181818	0.000112233445566779
regulation of organelle organization	1	28	1053	239	0.0265906932573599	0.117154811715481	0.000111258130783933
proteolysis involved in cellular protein catabolic process	1	25	1053	216	0.0237416904083571	0.115740740740741	0.000109915233372023
cytokinesis	1	10	1053	88	0.00949667616334283	0.113636363636364	0.000107916774583441
protein glycosylation	1	7	1053	62	0.00664767331433998	0.112903225806452	0.000107220537328064
endocytosis	1	11	1053	98	0.0104463437796771	0.112244897959184	0.000106595344690583
Golgi vesicle transport	1	20	1053	190	0.0189933523266857	0.105263157894737	9.9965012245714e-05
regulation of DNA metabolic process	1	11	1053	106	0.0104463437796771	0.10377358490566	9.85504130158218e-05
protein targeting	1	32	1053	309	0.0303893637226971	0.103559870550162	9.83474554132591e-05
regulation of cell cycle	1	22	1053	213	0.0208926875593542	0.103286384976526	9.80877350204424e-05
exocytosis	1	5	1053	49	0.00474833808167141	0.102040816326531	9.69048588096207e-05
amino acid transport	1	4	1053	40	0.00379867046533713	0.1	9.49667616334283e-05
protein alkylation	1	5	1053	50	0.00474833808167141	0.1	9.49667616334283e-05
transcription from RNA polymerase II promoter	1	48	1053	480	0.0455840455840456	0.1	9.49667616334283e-05
organelle assembly	1	13	1053	131	0.0123456790123457	0.099236641221374	9.42418245217227e-05
cytoskeleton organization	1	23	1053	232	0.0218423551756885	0.0991379310344828	9.41480826538298e-05
response to heat	1	7	1053	71	0.00664767331433998	0.0985915492957746	9.36292016104223e-05
translational initiation	1	6	1053	61	0.0056980056980057	0.0983606557377049	9.34099294755033e-05
endosomal transport	1	10	1053	102	0.00949667616334283	0.0980392156862745	9.3104668268067e-05
transcription from RNA polymerase III promoter	1	4	1053	41	0.00379867046533713	0.0975609756097561	9.26504991545642e-05
transmembrane transport	1	22	1053	232	0.0208926875593542	0.0948275862068965	9.00546877558372e-05
nucleobase-containing compound transport	1	12	1053	138	0.0113960113960114	0.0869565217391304	8.25797927247203e-05
DNA replication	1	12	1053	139	0.0113960113960114	0.0863309352517986	8.19856934964849e-05
invasive growth in response to glucose limitation	1	5	1053	59	0.00474833808167141	0.0847457627118644	8.0480306469007e-05
ribosome assembly	1	5	1053	59	0.00474833808167141	0.0847457627118644	8.0480306469007e-05
cellular response to DNA damage stimulus	1	25	1053	299	0.0237416904083571	0.0836120401337793	7.94036468506926e-05
DNA repair	1	20	1053	246	0.0189933523266857	0.0813008130081301	7.72087492954702e-05
ion transport	1	13	1053	162	0.0123456790123457	0.0802469135802469	7.62078951379363e-05
lipid metabolic process	1	23	1053	287	0.0218423551756885	0.0801393728222996	7.61057671626777e-05
nuclear transport	1	14	1053	176	0.01329534662868	0.0795454545454545	7.55417422084089e-05
mitotic cell cycle	1	26	1053	328	0.0246913580246914	0.0792682926829268	7.52785305630834e-05
cell wall organization or biogenesis	1	15	1053	198	0.0142450142450142	0.0757575757575758	7.19445163889608e-05
nucleus organization	1	5	1053	66	0.00474833808167141	0.0757575757575758	7.19445163889608e-05
lipid transport	1	5	1053	68	0.00474833808167141	0.0735294117647059	6.98285012010502e-05
tRNA processing	1	8	1053	109	0.00759734093067426	0.073394495412844	6.97003755107731e-05
cellular ion homeostasis	1	9	1053	125	0.00854700854700855	0.072	6.83760683760684e-05
carbohydrate metabolic process	1	14	1053	200	0.01329534662868	0.07	6.64767331433998e-05
ribosomal large subunit biogenesis	1	7	1053	104	0.00664767331433998	0.0673076923076923	6.39199357148075e-05
cytoplasmic translation	1	12	1053	179	0.0113960113960114	0.0670391061452514	6.36648681341419e-05
protein lipidation	1	3	1053	45	0.00284900284900285	0.0666666666666667	6.33111744222855e-05
organelle fission	1	19	1053	296	0.0180436847103514	0.0641891891891892	6.09583942917276e-05
carbohydrate transport	1	2	1053	33	0.00189933523266857	0.0606060606060606	5.75556131111687e-05
transcription from RNA polymerase I promoter	1	4	1053	68	0.00379867046533713	0.0588235294117647	5.58628009608402e-05
response to oxidative stress	1	6	1053	103	0.0056980056980057	0.058252427184466	5.53204436699582e-05
protein maturation	1	3	1053	52	0.00284900284900285	0.0576923076923077	5.47885163269779e-05
DNA-templated transcription, initiation	1	4	1053	71	0.00379867046533713	0.0563380281690141	5.35024009202413e-05
meiotic cell cycle	1	16	1053	287	0.0151946818613485	0.0557491289198606	5.29431423740367e-05
monocarboxylic acid metabolic process	1	7	1053	127	0.00664767331433998	0.0551181102362205	5.23438843648817e-05
telomere organization	1	4	1053	78	0.00379867046533713	0.0512820512820513	4.87009034017581e-05
sporulation	1	7	1053	138	0.00664767331433998	0.0507246376811594	4.81715457560868e-05
chromosome segregation	1	10	1053	198	0.00949667616334283	0.0505050505050505	4.79630109259739e-05
DNA recombination	1	9	1053	179	0.00854700854700855	0.0502793296089385	4.77486511006064e-05
organelle inheritance	1	3	1053	60	0.00284900284900285	0.05	4.74833808167141e-05
transposition	1	1	1053	21	0.000949667616334283	0.0476190476190476	4.52222674444897e-05
vacuole organization	1	4	1053	84	0.00379867046533713	0.0476190476190476	4.52222674444897e-05
vitamin metabolic process	1	2	1053	43	0.00189933523266857	0.0465116279069767	4.41705868062457e-05
cellular amino acid metabolic process	1	7	1053	153	0.00664767331433998	0.0457516339869281	4.34488451917646e-05
nucleobase-containing small molecule metabolic process	1	9	1053	198	0.00854700854700855	0.0454545454545455	4.31667098333765e-05
generation of precursor metabolites and energy	1	7	1053	155	0.00664767331433998	0.0451612903225806	4.28882149312257e-05
RNA splicing	1	6	1053	144	0.0056980056980057	0.0416666666666667	3.95694840139285e-05
mRNA processing	1	7	1053	170	0.00664767331433998	0.0411764705882353	3.91039606725881e-05
RNA modification	1	7	1053	172	0.00664767331433998	0.0406976744186047	3.8649263455465e-05
vesicle organization	1	3	1053	81	0.00284900284900285	0.037037037037037	3.51728746790475e-05
organelle fusion	1	3	1053	88	0.00284900284900285	0.0340909090909091	3.23750323750324e-05
oligosaccharide metabolic process	1	1	1053	32	0.000949667616334283	0.03125	2.96771130104463e-05
ribosomal small subunit biogenesis	1	4	1053	135	0.00379867046533713	0.0296296296296296	2.8138299743238e-05
rRNA processing	1	9	1053	311	0.00854700854700855	0.0289389067524116	2.74823425948828e-05
cofactor metabolic process	1	5	1053	178	0.00474833808167141	0.0280898876404494	2.66760566386035e-05
membrane fusion	1	2	1053	75	0.00189933523266857	0.0266666666666667	2.53244697689142e-05
snoRNA processing	1	1	1053	45	0.000949667616334283	0.0222222222222222	2.11037248074285e-05
ribosomal subunit export from nucleus	1	1	1053	46	0.000949667616334283	0.0217391304347826	2.06449481811801e-05
mitochondrion organization	1	9	1053	425	0.00854700854700855	0.0211764705882353	2.01106083459025e-05
cellular respiration	1	1	1053	84	0.000949667616334283	0.0119047619047619	1.13055668611224e-05
mitochondrial translation	1	1	1053	167	0.000949667616334283	0.00598802395209581	5.68663243313942e-06
translational elongation	1	1	1053	334	0.000949667616334283	0.0029940119760479	2.84331621656971e-06
response to heat	0	19	1449	71	0.0131124913733609	0.267605633802817	0.000184682977089591
histone modification	0	26	1449	114	0.0179434092477571	0.228070175438596	0.000157398326734711
organelle inheritance	0	12	1449	60	0.0082815734989648	0.2	0.000138026224982747
endosomal transport	0	20	1449	102	0.0138026224982747	0.196078431372549	0.000135319828414458
protein glycosylation	0	12	1449	62	0.0082815734989648	0.193548387096774	0.000133573766112336
protein maturation	0	10	1449	52	0.00690131124913734	0.192307692307692	0.000132717524021872
transcription from RNA polymerase I promoter	0	13	1449	68	0.00897170462387854	0.191176470588235	0.000131936832704096
chromatin organization	0	60	1449	318	0.041407867494824	0.188679245283019	0.000130213419795044
invasive growth in response to glucose limitation	0	11	1449	59	0.00759144237405107	0.186440677966102	0.000128668514814425
vesicle organization	0	15	1449	81	0.010351966873706	0.185185185185185	0.00012780206016921
protein acylation	0	12	1449	66	0.0082815734989648	0.181818181818182	0.000125478386347952
vacuole organization	0	15	1449	84	0.010351966873706	0.178571428571429	0.000123237700877452
mitotic cell cycle	0	58	1449	328	0.0400276052449966	0.176829268292683	0.000122035381844502
protein modification by small protein conjugation or removal	0	30	1449	170	0.020703933747412	0.176470588235294	0.000121787845573012
organelle fission	0	52	1449	296	0.0358868184955141	0.175675675675676	0.000121239251674034
regulation of DNA metabolic process	0	18	1449	106	0.0124223602484472	0.169811320754717	0.00011719207781554
regulation of cell cycle	0	36	1449	213	0.0248447204968944	0.169014084507042	0.00011664188026711
protein alkylation	0	8	1449	50	0.00552104899930987	0.16	0.000110420979986197
Golgi vesicle transport	0	29	1449	190	0.0200138026224983	0.152631578947368	0.000105335803276307
protein targeting	0	47	1449	309	0.0324361628709455	0.15210355987055	0.000104971400876846
transcription from RNA polymerase II promoter	0	71	1449	480	0.0489993098688751	0.147916666666667	0.000102081895560156
tRNA processing	0	16	1449	109	0.0110420979986197	0.146788990825688	0.000101303651363484
cytoskeleton organization	0	34	1449	232	0.0234644582470669	0.146551724137931	0.000101139906237358
DNA-templated transcription, elongation	0	14	1449	96	0.00966183574879227	0.145833333333333	0.000100644122383253
DNA replication	0	20	1449	139	0.0138026224982747	0.143884892086331	9.92994424336307e-05
regulation of transport	0	12	1449	84	0.0082815734989648	0.142857142857143	9.85901607019619e-05
chromosome segregation	0	28	1449	198	0.0193236714975845	0.141414141414141	9.75943004928512e-05
response to osmotic stress	0	13	1449	92	0.00897170462387854	0.141304347826087	9.75185285204189e-05
telomere organization	0	11	1449	78	0.00759144237405107	0.141025641025641	9.7326184282706e-05
meiotic cell cycle	0	39	1449	287	0.0269151138716356	0.13588850174216	9.37808845701589e-05
pseudohyphal growth	0	10	1449	74	0.00690131124913734	0.135135135135135	9.32609628261802e-05
regulation of organelle organization	0	32	1449	239	0.0220841959972395	0.133891213389121	9.24024937122991e-05
endocytosis	0	13	1449	98	0.00897170462387854	0.13265306122449	9.15480063661075e-05
peptidyl-amino acid modification	0	19	1449	151	0.0131124913733609	0.125827814569536	8.68376912143109e-05
cytokinesis	0	11	1449	88	0.00759144237405107	0.125	8.62663906142167e-05
organelle fusion	0	11	1449	88	0.00759144237405107	0.125	8.62663906142167e-05
cellular response to DNA damage stimulus	0	37	1449	299	0.0255348516218081	0.123745819397993	8.54008415445088e-05
DNA repair	0	30	1449	246	0.020703933747412	0.121951219512195	8.41623323065529e-05
RNA catabolic process	0	16	1449	132	0.0110420979986197	0.121212121212121	8.3652257565301e-05
conjugation	0	15	1449	124	0.010351966873706	0.120967741935484	8.34836038202097e-05
cell budding	0	7	1449	58	0.00483091787439614	0.120689655172414	8.32916874895885e-05
proteolysis involved in cellular protein catabolic process	0	26	1449	216	0.0179434092477571	0.12037037037037	8.30713391099864e-05
membrane fusion	0	9	1449	75	0.0062111801242236	0.12	8.2815734989648e-05
lipid metabolic process	0	34	1449	287	0.0234644582470669	0.118466898954704	8.17576942406514e-05
regulation of protein modification process	0	13	1449	110	0.00897170462387854	0.118181818181818	8.15609511261685e-05
DNA recombination	0	20	1449	179	0.0138026224982747	0.111731843575419	7.71096228953892e-05
organelle assembly	0	14	1449	131	0.00966183574879227	0.106870229007634	7.37544713648265e-05
nucleus organization	0	7	1449	66	0.00483091787439614	0.106060606060606	7.31957253696384e-05
lipid transport	0	7	1449	68	0.00483091787439614	0.102941176470588	7.10429099175902e-05
nuclear transport	0	18	1449	176	0.0124223602484472	0.102272727272727	7.05815923207228e-05
exocytosis	0	5	1449	49	0.00345065562456867	0.102040816326531	7.04215433585442e-05
protein phosphorylation	0	20	1449	197	0.0138026224982747	0.101522842639594	7.00640735953029e-05
nucleobase-containing compound transport	0	14	1449	138	0.00966183574879227	0.101449275362319	7.00133025274802e-05
mRNA processing	0	17	1449	170	0.0117322291235335	0.1	6.90131124913734e-05
cellular ion homeostasis	0	12	1449	125	0.0082815734989648	0.096	6.62525879917184e-05
oligosaccharide metabolic process	0	3	1449	32	0.0020703933747412	0.09375	6.46997929606625e-05
RNA modification	0	16	1449	172	0.0110420979986197	0.0930232558139535	6.41982441780217e-05
protein lipidation	0	4	1449	45	0.00276052449965493	0.0888888888888889	6.13449888812208e-05
ribosomal small subunit biogenesis	0	12	1449	135	0.0082815734989648	0.0888888888888889	6.13449888812208e-05
snoRNA processing	0	4	1449	45	0.00276052449965493	0.0888888888888889	6.13449888812208e-05
sporulation	0	12	1449	138	0.0082815734989648	0.0869565217391304	6.00114021664116e-05
regulation of translation	0	9	1449	105	0.0062111801242236	0.0857142857142857	5.91540964211772e-05
DNA-templated transcription, initiation	0	6	1449	71	0.0041407867494824	0.0845070422535211	5.8320940133555e-05
protein folding	0	8	1449	95	0.00552104899930987	0.0842105263157895	5.81163052558934e-05
cell wall organization or biogenesis	0	16	1449	198	0.0110420979986197	0.0808080808080808	5.57681717102007e-05
monocarboxylic acid metabolic process	0	10	1449	127	0.00690131124913734	0.078740157480315	5.43410334577743e-05
response to oxidative stress	0	8	1449	103	0.00552104899930987	0.0776699029126214	5.36024174690279e-05
RNA splicing	0	11	1449	144	0.00759144237405107	0.0763888888888889	5.27183498197991e-05
transcription from RNA polymerase III promoter	0	3	1449	41	0.0020703933747412	0.0731707317073171	5.04973993839317e-05
response to starvation	0	4	1449	56	0.00276052449965493	0.0714285714285714	4.9295080350981e-05
DNA-templated transcription, termination	0	3	1449	43	0.0020703933747412	0.0697674418604651	4.81486831335163e-05
cell morphogenesis	0	2	1449	29	0.00138026224982747	0.0689655172413793	4.75952499940506e-05
carbohydrate metabolic process	0	13	1449	200	0.00897170462387854	0.065	4.48585231193927e-05
mitochondrion organization	0	27	1449	425	0.0186335403726708	0.0635294117647059	4.38436244062843e-05
protein dephosphorylation	0	3	1449	49	0.0020703933747412	0.0612244897959184	4.22529260151265e-05
carbohydrate transport	0	2	1449	33	0.00138026224982747	0.0606060606060606	4.18261287826505e-05
cellular respiration	0	5	1449	84	0.00345065562456867	0.0595238095238095	4.10792336258175e-05
rRNA processing	0	17	1449	311	0.0117322291235335	0.0546623794212219	3.77242094004292e-05
cellular amino acid metabolic process	0	8	1449	153	0.00552104899930987	0.0522875816993464	3.60852875771887e-05
generation of precursor metabolites and energy	0	8	1449	155	0.00552104899930987	0.0516129032258065	3.56196709632895e-05
ribosome assembly	0	3	1449	59	0.0020703933747412	0.0508474576271186	3.50914131312068e-05
cytoplasmic translation	0	9	1449	179	0.0062111801242236	0.0502793296089385	3.46993303029252e-05
translational initiation	0	3	1449	61	0.0020703933747412	0.0491803278688525	3.39408749957574e-05
transposition	0	1	1449	21	0.000690131124913734	0.0476190476190476	3.2863386900654e-05
vitamin metabolic process	0	2	1449	43	0.00138026224982747	0.0465116279069767	3.20991220890109e-05
peroxisome organization	0	2	1449	50	0.00138026224982747	0.04	2.76052449965493e-05
transmembrane transport	0	9	1449	232	0.0062111801242236	0.0387931034482759	2.67723281216535e-05
ion transport	0	6	1449	162	0.0041407867494824	0.037037037037037	2.5560412033842e-05
cofactor metabolic process	0	6	1449	178	0.0041407867494824	0.0337078651685393	2.32628469072045e-05
ribosomal large subunit biogenesis	0	3	1449	104	0.0020703933747412	0.0288461538461538	1.99076286032808e-05
ribosomal subunit export from nucleus	0	1	1449	46	0.000690131124913734	0.0217391304347826	1.50028505416029e-05
translational elongation	0	7	1449	334	0.00483091787439614	0.0209580838323353	1.44638259712459e-05
nucleobase-containing small molecule metabolic process	0	4	1449	198	0.00276052449965493	0.0202020202020202	1.39420429275502e-05
mitochondrial translation	0	1	1449	167	0.000690131124913734	0.00598802395209581	4.13252170607026e-06
