GO_Slim_term	cluster	Slim_term_counts_per_cluster	cluster_size	GO_Slim_term_count	percent_cluster	percent_slim	normalized
regulation of organelle organization	22	3	155	239	0.0193548387096774	0.0125523012552301	8.09825887434202e-05
protein modification by small protein conjugation or removal	22	2	155	170	0.0129032258064516	0.0117647058823529	7.59013282732448e-05
protein folding	22	1	155	95	0.00645161290322581	0.0105263157894737	6.7911714770798e-05
DNA-templated transcription, elongation	22	1	155	96	0.00645161290322581	0.0104166666666667	6.72043010752688e-05
regulation of translation	22	1	155	105	0.00645161290322581	0.00952380952380952	6.14439324116743e-05
chromatin organization	22	3	155	318	0.0193548387096774	0.00943396226415094	6.08642726719416e-05
monocarboxylic acid metabolic process	22	1	155	127	0.00645161290322581	0.0078740157480315	5.08001016002032e-05
transcription from RNA polymerase II promoter	22	3	155	480	0.0193548387096774	0.00625	4.03225806451613e-05
ion transport	22	1	155	162	0.00645161290322581	0.00617283950617284	3.98247710075667e-05
cytoskeleton organization	22	1	155	232	0.00645161290322581	0.00431034482758621	2.78086763070078e-05
lipid metabolic process	22	1	155	287	0.00645161290322581	0.00348432055749129	2.24794874676857e-05
cell morphogenesis	21	2	78	29	0.0256410256410256	0.0689655172413793	0.000884173297966401
protein folding	21	5	78	95	0.0641025641025641	0.0526315789473684	0.000674763832658569
protein dephosphorylation	21	2	78	49	0.0256410256410256	0.0408163265306122	0.000523286237571952
peroxisome organization	21	2	78	50	0.0256410256410256	0.04	0.000512820512820513
organelle inheritance	21	2	78	60	0.0256410256410256	0.0333333333333333	0.000427350427350427
nucleus organization	21	2	78	66	0.0256410256410256	0.0303030303030303	0.000388500388500389
transcription from RNA polymerase III promoter	21	1	78	41	0.0128205128205128	0.024390243902439	0.000312695434646654
endocytosis	21	2	78	98	0.0256410256410256	0.0204081632653061	0.000261643118785976
protein alkylation	21	1	78	50	0.0128205128205128	0.02	0.000256410256410256
invasive growth in response to glucose limitation	21	1	78	59	0.0128205128205128	0.0169491525423729	0.000217296827466319
ribosome assembly	21	1	78	59	0.0128205128205128	0.0169491525423729	0.000217296827466319
translational initiation	21	1	78	61	0.0128205128205128	0.0163934426229508	0.000210172341319882
conjugation	21	2	78	124	0.0256410256410256	0.0161290322580645	0.000206782464846981
organelle assembly	21	2	78	131	0.0256410256410256	0.0152671755725191	0.000195733020160501
ribosomal small subunit biogenesis	21	2	78	135	0.0256410256410256	0.0148148148148148	0.000189933523266857
transcription from RNA polymerase I promoter	21	1	78	68	0.0128205128205128	0.0147058823529412	0.000188536953242836
response to heat	21	1	78	71	0.0128205128205128	0.0140845070422535	0.000180570603105814
lipid metabolic process	21	4	78	287	0.0512820512820513	0.0139372822299652	0.000178683105512374
proteolysis involved in cellular protein catabolic process	21	3	78	216	0.0384615384615385	0.0138888888888889	0.000178062678062678
peptidyl-amino acid modification	21	2	78	151	0.0256410256410256	0.0132450331125828	0.000169808116827984
protein targeting	21	4	78	309	0.0512820512820513	0.0129449838187702	0.000165961331009875
cytoskeleton organization	21	3	78	232	0.0384615384615385	0.0129310344827586	0.0001657824933687
telomere organization	21	1	78	78	0.0128205128205128	0.0128205128205128	0.000164365548980934
cytokinesis	21	1	78	88	0.0128205128205128	0.0113636363636364	0.000145687645687646
nuclear transport	21	2	78	176	0.0256410256410256	0.0113636363636364	0.000145687645687646
cytoplasmic translation	21	2	78	179	0.0256410256410256	0.0111731843575419	0.000143245953301819
histone modification	21	1	78	114	0.0128205128205128	0.0087719298245614	0.000112460638776428
cellular ion homeostasis	21	1	78	125	0.0128205128205128	0.008	0.000102564102564103
monocarboxylic acid metabolic process	21	1	78	127	0.0128205128205128	0.0078740157480315	0.000100948919846558
nucleobase-containing compound transport	21	1	78	138	0.0128205128205128	0.0072463768115942	9.29022668153103e-05
RNA splicing	21	1	78	144	0.0128205128205128	0.00694444444444444	8.9031339031339e-05
cellular response to DNA damage stimulus	21	2	78	299	0.0256410256410256	0.00668896321070234	8.5755938598748e-05
cellular amino acid metabolic process	21	1	78	153	0.0128205128205128	0.0065359477124183	8.37942014412603e-05
rRNA processing	21	2	78	311	0.0256410256410256	0.00643086816720257	8.24470277846484e-05
chromatin organization	21	2	78	318	0.0256410256410256	0.00628930817610063	8.06321561038542e-05
mitotic cell cycle	21	2	78	328	0.0256410256410256	0.00609756097560976	7.81738586616635e-05
mRNA processing	21	1	78	170	0.0128205128205128	0.00588235294117647	7.54147812971342e-05
DNA recombination	21	1	78	179	0.0128205128205128	0.00558659217877095	7.16229766509096e-05
Golgi vesicle transport	21	1	78	190	0.0128205128205128	0.00526315789473684	6.74763832658569e-05
protein phosphorylation	21	1	78	197	0.0128205128205128	0.0050761421319797	6.5078745281791e-05
regulation of cell cycle	21	1	78	213	0.0128205128205128	0.00469483568075117	6.01902010352715e-05
transmembrane transport	21	1	78	232	0.0128205128205128	0.00431034482758621	5.52608311229001e-05
regulation of organelle organization	21	1	78	239	0.0128205128205128	0.00418410041841004	5.3642313056539e-05
DNA repair	21	1	78	246	0.0128205128205128	0.0040650406504065	5.21159057744424e-05
meiotic cell cycle	21	1	78	287	0.0128205128205128	0.00348432055749129	4.46707763780935e-05
organelle fission	21	1	78	296	0.0128205128205128	0.00337837837837838	4.33125433125433e-05
mitochondrion organization	21	1	78	425	0.0128205128205128	0.00235294117647059	3.01659125188537e-05
transcription from RNA polymerase II promoter	21	1	78	480	0.0128205128205128	0.00208333333333333	2.67094017094017e-05
nucleus organization	20	4	135	66	0.0296296296296296	0.0606060606060606	0.000448933782267116
response to heat	20	4	135	71	0.0296296296296296	0.0563380281690141	0.000417318727177882
protein modification by small protein conjugation or removal	20	9	135	170	0.0666666666666667	0.0529411764705882	0.000392156862745098
nucleobase-containing compound transport	20	7	135	138	0.0518518518518519	0.0507246376811594	0.000375738056897477
DNA-templated transcription, elongation	20	4	135	96	0.0296296296296296	0.0416666666666667	0.000308641975308642
telomere organization	20	3	135	78	0.0222222222222222	0.0384615384615385	0.000284900284900285
nuclear transport	20	6	135	176	0.0444444444444444	0.0340909090909091	0.000252525252525253
chromatin organization	20	10	135	318	0.0740740740740741	0.0314465408805031	0.000232937339855579
carbohydrate transport	20	1	135	33	0.00740740740740741	0.0303030303030303	0.000224466891133558
DNA replication	20	4	135	139	0.0296296296296296	0.0287769784172662	0.000213162803090861
regulation of DNA metabolic process	20	3	135	106	0.0222222222222222	0.0283018867924528	0.000209643605870021
cellular response to DNA damage stimulus	20	8	135	299	0.0592592592592593	0.0267558528428094	0.000198191502539329
peptidyl-amino acid modification	20	4	135	151	0.0296296296296296	0.0264900662251656	0.000196222712779004
DNA repair	20	6	135	246	0.0444444444444444	0.024390243902439	0.0001806684733514
conjugation	20	3	135	124	0.0222222222222222	0.0241935483870968	0.00017921146953405
proteolysis involved in cellular protein catabolic process	20	5	135	216	0.037037037037037	0.0231481481481481	0.000171467764060357
RNA catabolic process	20	3	135	132	0.0222222222222222	0.0227272727272727	0.000168350168350168
protein lipidation	20	1	135	45	0.00740740740740741	0.0222222222222222	0.000164609053497942
response to osmotic stress	20	2	135	92	0.0148148148148148	0.0217391304347826	0.000161030595813205
protein dephosphorylation	20	1	135	49	0.00740740740740741	0.0204081632653061	0.000151171579743008
chromosome segregation	20	4	135	198	0.0296296296296296	0.0202020202020202	0.000149644594089039
regulation of protein modification process	20	2	135	110	0.0148148148148148	0.0181818181818182	0.000134680134680135
response to starvation	20	1	135	56	0.00740740740740741	0.0178571428571429	0.000132275132275132
invasive growth in response to glucose limitation	20	1	135	59	0.00740740740740741	0.0169491525423729	0.000125549278091651
DNA recombination	20	3	135	179	0.0222222222222222	0.0167597765363128	0.000124146492861577
protein targeting	20	5	135	309	0.037037037037037	0.0161812297734628	0.00011986096128491
sporulation	20	2	135	138	0.0148148148148148	0.0144927536231884	0.000107353730542136
organelle fission	20	4	135	296	0.0296296296296296	0.0135135135135135	0.0001001001001001
transcription from RNA polymerase II promoter	20	6	135	480	0.0444444444444444	0.0125	9.25925925925926e-05
vesicle organization	20	1	135	81	0.00740740740740741	0.0123456790123457	9.14494741655235e-05
mitotic cell cycle	20	4	135	328	0.0296296296296296	0.0121951219512195	9.03342366757001e-05
vacuole organization	20	1	135	84	0.00740740740740741	0.0119047619047619	8.81834215167549e-05
endocytosis	20	1	135	98	0.00740740740740741	0.0102040816326531	7.55857898715042e-05
endosomal transport	20	1	135	102	0.00740740740740741	0.00980392156862745	7.26216412490922e-05
organelle assembly	20	1	135	131	0.00740740740740741	0.00763358778625954	5.65450947130336e-05
ribosomal small subunit biogenesis	20	1	135	135	0.00740740740740741	0.00740740740740741	5.48696844993141e-05
ion transport	20	1	135	162	0.00740740740740741	0.00617283950617284	4.57247370827618e-05
mRNA processing	20	1	135	170	0.00740740740740741	0.00588235294117647	4.35729847494553e-05
protein phosphorylation	20	1	135	197	0.00740740740740741	0.0050761421319797	3.76010528294792e-05
mitochondrion organization	20	2	135	425	0.0148148148148148	0.00470588235294118	3.48583877995643e-05
regulation of cell cycle	20	1	135	213	0.00740740740740741	0.00469483568075117	3.47765605981568e-05
cytoskeleton organization	20	1	135	232	0.00740740740740741	0.00431034482758621	3.19284802043423e-05
lipid metabolic process	20	1	135	287	0.00740740740740741	0.00348432055749129	2.58097819073429e-05
meiotic cell cycle	20	1	135	287	0.00740740740740741	0.00348432055749129	2.58097819073429e-05
protein maturation	19	4	99	52	0.0404040404040404	0.0769230769230769	0.000777000777000777
peroxisome organization	19	3	99	50	0.0303030303030303	0.06	0.000606060606060606
protein modification by small protein conjugation or removal	19	8	99	170	0.0808080808080808	0.0470588235294118	0.00047534165181224
cell morphogenesis	19	1	99	29	0.0101010101010101	0.0344827586206897	0.000348310693138279
invasive growth in response to glucose limitation	19	2	99	59	0.0202020202020202	0.0338983050847458	0.000342407122068139
response to osmotic stress	19	3	99	92	0.0303030303030303	0.0326086956521739	0.000329380764163373
carbohydrate transport	19	1	99	33	0.0101010101010101	0.0303030303030303	0.000306091215182124
sporulation	19	4	99	138	0.0404040404040404	0.0289855072463768	0.000292782901478554
cytokinesis	19	2	99	88	0.0202020202020202	0.0227272727272727	0.000229568411386593
exocytosis	19	1	99	49	0.0101010101010101	0.0204081632653061	0.00020614306328592
cell wall organization or biogenesis	19	4	99	198	0.0404040404040404	0.0202020202020202	0.000204060810121416
endosomal transport	19	2	99	102	0.0202020202020202	0.0196078431372549	0.000198059021588433
response to starvation	19	1	99	56	0.0101010101010101	0.0178571428571429	0.00018037518037518
histone modification	19	2	99	114	0.0202020202020202	0.0175438596491228	0.000177210703526493
protein targeting	19	5	99	309	0.0505050505050505	0.0161812297734628	0.000163446765388513
conjugation	19	2	99	124	0.0202020202020202	0.0161290322580645	0.000162919517758227
meiotic cell cycle	19	4	99	287	0.0404040404040404	0.0139372822299652	0.000140780628585507
proteolysis involved in cellular protein catabolic process	19	3	99	216	0.0303030303030303	0.0138888888888889	0.000140291806958474
pseudohyphal growth	19	1	99	74	0.0101010101010101	0.0135135135135135	0.000136500136500137
cytoskeleton organization	19	3	99	232	0.0303030303030303	0.0129310344827586	0.000130616509926855
transmembrane transport	19	3	99	232	0.0303030303030303	0.0129310344827586	0.000130616509926855
DNA repair	19	3	99	246	0.0303030303030303	0.0121951219512195	0.000123183050012318
regulation of transport	19	1	99	84	0.0101010101010101	0.0119047619047619	0.00012025012025012
vacuole organization	19	1	99	84	0.0101010101010101	0.0119047619047619	0.00012025012025012
Golgi vesicle transport	19	2	99	190	0.0202020202020202	0.0105263157894737	0.000106326422115896
transcription from RNA polymerase II promoter	19	5	99	480	0.0505050505050505	0.0104166666666667	0.000105218855218855
endocytosis	19	1	99	98	0.0101010101010101	0.0102040816326531	0.00010307153164296
organelle fission	19	3	99	296	0.0303030303030303	0.0101351351351351	0.000102375102375102
cellular response to DNA damage stimulus	19	3	99	299	0.0303030303030303	0.0100334448160535	0.000101347927434884
chromatin organization	19	3	99	318	0.0303030303030303	0.00943396226415094	9.52925481227368e-05
mitochondrion organization	19	4	99	425	0.0404040404040404	0.00941176470588235	9.5068330362448e-05
regulation of protein modification process	19	1	99	110	0.0101010101010101	0.00909090909090909	9.18273645546373e-05
regulation of organelle organization	19	2	99	239	0.0202020202020202	0.00836820083682008	8.45272811800008e-05
RNA catabolic process	19	1	99	132	0.0101010101010101	0.00757575757575758	7.65228037955311e-05
nucleobase-containing compound transport	19	1	99	138	0.0101010101010101	0.0072463768115942	7.31957253696384e-05
lipid metabolic process	19	2	99	287	0.0202020202020202	0.00696864111498258	7.03903142927533e-05
peptidyl-amino acid modification	19	1	99	151	0.0101010101010101	0.00662251655629139	6.6894106629206e-05
cellular amino acid metabolic process	19	1	99	153	0.0101010101010101	0.0065359477124183	6.60196738628111e-05
mitotic cell cycle	19	2	99	328	0.0202020202020202	0.00609756097560976	6.15915250061592e-05
DNA recombination	19	1	99	179	0.0101010101010101	0.00558659217877095	5.64302240279894e-05
chromosome segregation	19	1	99	198	0.0101010101010101	0.00505050505050505	5.1015202530354e-05
regulation of cell cycle	19	1	99	213	0.0101010101010101	0.00469483568075117	4.74225826338502e-05
protein alkylation	18	7	202	50	0.0346534653465347	0.14	0.000693069306930693
histone modification	18	12	202	114	0.0594059405940594	0.105263157894737	0.000521104742053153
telomere organization	18	8	202	78	0.0396039603960396	0.102564102564103	0.000507743082000508
transposition	18	2	202	21	0.0099009900990099	0.0952380952380952	0.000471475719000471
peptidyl-amino acid modification	18	10	202	151	0.0495049504950495	0.0662251655629139	0.000327847354271851
regulation of DNA metabolic process	18	6	202	106	0.0297029702970297	0.0566037735849057	0.000280216700915375
protein modification by small protein conjugation or removal	18	9	202	170	0.0445544554455446	0.0529411764705882	0.000262085032032615
DNA recombination	18	9	202	179	0.0445544554455446	0.0502793296089385	0.000248907572321478
DNA repair	18	12	202	246	0.0594059405940594	0.0487804878048781	0.000241487563390485
chromatin organization	18	15	202	318	0.0742574257425743	0.0471698113207547	0.000233513917429479
cellular response to DNA damage stimulus	18	14	202	299	0.0693069306930693	0.0468227424749164	0.000231795754826319
DNA-templated transcription, termination	18	2	202	43	0.0099009900990099	0.0465116279069767	0.000230255583697905
protein acylation	18	3	202	66	0.0148514851485149	0.0454545454545455	0.000225022502250225
regulation of cell cycle	18	8	202	213	0.0396039603960396	0.0375586854460094	0.000185934086366383
organelle fission	18	10	202	296	0.0495049504950495	0.0337837837837838	0.000167246454375167
meiotic cell cycle	18	9	202	287	0.0445544554455446	0.0313588850174216	0.000155242005036741
DNA replication	18	4	202	139	0.0198019801980198	0.0287769784172662	0.000142460289194387
regulation of protein modification process	18	3	202	110	0.0148514851485149	0.0272727272727273	0.000135013501350135
mitotic cell cycle	18	8	202	328	0.0396039603960396	0.024390243902439	0.000120743781695243
regulation of transport	18	2	202	84	0.0099009900990099	0.0238095238095238	0.000117868929750118
proteolysis involved in cellular protein catabolic process	18	5	202	216	0.0247524752475248	0.0231481481481481	0.000114594792812615
snoRNA processing	18	1	202	45	0.00495049504950495	0.0222222222222222	0.00011001100110011
protein folding	18	2	202	95	0.0099009900990099	0.0210526315789474	0.000104220948410631
DNA-templated transcription, elongation	18	2	202	96	0.0099009900990099	0.0208333333333333	0.000103135313531353
transcription from RNA polymerase II promoter	18	8	202	480	0.0396039603960396	0.0166666666666667	8.25082508250825e-05
protein phosphorylation	18	3	202	197	0.0148514851485149	0.0152284263959391	7.5388249484847e-05
chromosome segregation	18	3	202	198	0.0148514851485149	0.0151515151515152	7.5007500750075e-05
transcription from RNA polymerase I promoter	18	1	202	68	0.00495049504950495	0.0147058823529412	7.28013977868375e-05
sporulation	18	2	202	138	0.0099009900990099	0.0144927536231884	7.17463050652891e-05
response to heat	18	1	202	71	0.00495049504950495	0.0140845070422535	6.97252823873937e-05
regulation of organelle organization	18	3	202	239	0.0148514851485149	0.0125523012552301	6.21401052239115e-05
mRNA processing	18	2	202	170	0.0099009900990099	0.0117647058823529	5.824111822947e-05
response to osmotic stress	18	1	202	92	0.00495049504950495	0.0108695652173913	5.38097287989669e-05
endocytosis	18	1	202	98	0.00495049504950495	0.0102040816326531	5.05152556071934e-05
tRNA processing	18	1	202	109	0.00495049504950495	0.00917431192660551	4.54173857752748e-05
conjugation	18	1	202	124	0.00495049504950495	0.00806451612903226	3.9923347173427e-05
monocarboxylic acid metabolic process	18	1	202	127	0.00495049504950495	0.0078740157480315	3.89802759803539e-05
RNA catabolic process	18	1	202	132	0.00495049504950495	0.00757575757575758	3.75037503750375e-05
nucleobase-containing compound transport	18	1	202	138	0.00495049504950495	0.0072463768115942	3.58731525326446e-05
RNA splicing	18	1	202	144	0.00495049504950495	0.00694444444444444	3.43784378437844e-05
RNA modification	18	1	202	172	0.00495049504950495	0.00581395348837209	2.87819479622381e-05
nuclear transport	18	1	202	176	0.00495049504950495	0.00568181818181818	2.81278127812781e-05
cofactor metabolic process	18	1	202	178	0.00495049504950495	0.00561797752808989	2.7811769941039e-05
cell wall organization or biogenesis	18	1	202	198	0.00495049504950495	0.00505050505050505	2.5002500250025e-05
nucleobase-containing small molecule metabolic process	18	1	202	198	0.00495049504950495	0.00505050505050505	2.5002500250025e-05
lipid metabolic process	18	1	202	287	0.00495049504950495	0.00348432055749129	1.7249111670749e-05
protein targeting	18	1	202	309	0.00495049504950495	0.00323624595469256	1.60210195776859e-05
mitochondrion organization	18	1	202	425	0.00495049504950495	0.00235294117647059	1.1648223645894e-05
response to osmotic stress	17	7	108	92	0.0648148148148148	0.0760869565217391	0.00070450885668277
lipid transport	17	4	108	68	0.037037037037037	0.0588235294117647	0.000544662309368192
monocarboxylic acid metabolic process	17	6	108	127	0.0555555555555556	0.047244094488189	0.000437445319335083
organelle inheritance	17	2	108	60	0.0185185185185185	0.0333333333333333	0.000308641975308642
response to heat	17	2	108	71	0.0185185185185185	0.028169014084507	0.000260824204486176
pseudohyphal growth	17	2	108	74	0.0185185185185185	0.027027027027027	0.00025025025025025
protein phosphorylation	17	5	108	197	0.0462962962962963	0.0253807106598985	0.000235006580184245
transcription from RNA polymerase III promoter	17	1	108	41	0.00925925925925926	0.024390243902439	0.00022583559168925
DNA-templated transcription, termination	17	1	108	43	0.00925925925925926	0.0232558139534884	0.000215331610680448
regulation of organelle organization	17	5	108	239	0.0462962962962963	0.0209205020920502	0.000193708352704169
DNA-templated transcription, elongation	17	2	108	96	0.0185185185185185	0.0208333333333333	0.000192901234567901
protein dephosphorylation	17	1	108	49	0.00925925925925926	0.0204081632653061	0.00018896447467876
peroxisome organization	17	1	108	50	0.00925925925925926	0.02	0.000185185185185185
protein maturation	17	1	108	52	0.00925925925925926	0.0192307692307692	0.000178062678062678
regulation of DNA metabolic process	17	2	108	106	0.0185185185185185	0.0188679245283019	0.000174703004891684
regulation of protein modification process	17	2	108	110	0.0185185185185185	0.0181818181818182	0.000168350168350168
ribosome assembly	17	1	108	59	0.00925925925925926	0.0169491525423729	0.000156936597614564
cofactor metabolic process	17	3	108	178	0.0277777777777778	0.0168539325842697	0.00015605493133583
mitochondrion organization	17	7	108	425	0.0648148148148148	0.0164705882352941	0.000152505446623094
nucleus organization	17	1	108	66	0.00925925925925926	0.0151515151515152	0.000140291806958474
ribosomal small subunit biogenesis	17	2	108	135	0.0185185185185185	0.0148148148148148	0.000137174211248285
transcription from RNA polymerase I promoter	17	1	108	68	0.00925925925925926	0.0147058823529412	0.000136165577342048
DNA-templated transcription, initiation	17	1	108	71	0.00925925925925926	0.0140845070422535	0.000130412102243088
regulation of cell cycle	17	3	108	213	0.0277777777777778	0.0140845070422535	0.000130412102243088
lipid metabolic process	17	4	108	287	0.037037037037037	0.0139372822299652	0.000129048909536714
cytoskeleton organization	17	3	108	232	0.0277777777777778	0.0129310344827586	0.000119731800766284
telomere organization	17	1	108	78	0.00925925925925926	0.0128205128205128	0.000118708452041785
ion transport	17	2	108	162	0.0185185185185185	0.0123456790123457	0.000114311842706904
vesicle organization	17	1	108	81	0.00925925925925926	0.0123456790123457	0.000114311842706904
regulation of transport	17	1	108	84	0.00925925925925926	0.0119047619047619	0.000110229276895944
Golgi vesicle transport	17	2	108	190	0.0185185185185185	0.0105263157894737	9.74658869395711e-05
transcription from RNA polymerase II promoter	17	5	108	480	0.0462962962962963	0.0104166666666667	9.64506172839506e-05
endosomal transport	17	1	108	102	0.00925925925925926	0.00980392156862745	9.07770515613653e-05
regulation of translation	17	1	108	105	0.00925925925925926	0.00952380952380952	8.81834215167549e-05
transmembrane transport	17	2	108	232	0.0185185185185185	0.00862068965517241	7.98212005108557e-05
DNA repair	17	2	108	246	0.0185185185185185	0.00813008130081301	7.52785305630834e-05
cellular ion homeostasis	17	1	108	125	0.00925925925925926	0.008	7.40740740740741e-05
organelle assembly	17	1	108	131	0.00925925925925926	0.00763358778625954	7.06813683912921e-05
sporulation	17	1	108	138	0.00925925925925926	0.0072463768115942	6.70960815888352e-05
DNA replication	17	1	108	139	0.00925925925925926	0.00719424460431655	6.66133759658939e-05
meiotic cell cycle	17	2	108	287	0.0185185185185185	0.00696864111498258	6.45244547683572e-05
cellular response to DNA damage stimulus	17	2	108	299	0.0185185185185185	0.00668896321070234	6.19348445435402e-05
cellular amino acid metabolic process	17	1	108	153	0.00925925925925926	0.0065359477124183	6.05180343742435e-05
protein targeting	17	2	108	309	0.0185185185185185	0.00647249190938511	5.99304806424548e-05
nuclear transport	17	1	108	176	0.00925925925925926	0.00568181818181818	5.26094276094276e-05
cytoplasmic translation	17	1	108	179	0.00925925925925926	0.00558659217877095	5.17277053589903e-05
DNA recombination	17	1	108	179	0.00925925925925926	0.00558659217877095	5.17277053589903e-05
cell wall organization or biogenesis	17	1	108	198	0.00925925925925926	0.00505050505050505	4.67639356528245e-05
nucleobase-containing small molecule metabolic process	17	1	108	198	0.00925925925925926	0.00505050505050505	4.67639356528245e-05
carbohydrate metabolic process	17	1	108	200	0.00925925925925926	0.005	4.62962962962963e-05
organelle fission	17	1	108	296	0.00925925925925926	0.00337837837837838	3.12812812812813e-05
rRNA processing	17	1	108	311	0.00925925925925926	0.00321543408360129	2.9772537811123e-05
translational elongation	17	1	108	334	0.00925925925925926	0.0029940119760479	2.77223331115547e-05
tRNA processing	16	13	99	109	0.131313131313131	0.119266055045872	0.00120470762672598
RNA modification	16	13	99	172	0.131313131313131	0.0755813953488372	0.000763448437867043
cell budding	16	3	99	58	0.0303030303030303	0.0517241379310345	0.000522466039707419
invasive growth in response to glucose limitation	16	3	99	59	0.0303030303030303	0.0508474576271186	0.000513610683102209
response to oxidative stress	16	4	99	103	0.0404040404040404	0.0388349514563107	0.000392272236932431
protein modification by small protein conjugation or removal	16	6	99	170	0.0606060606060606	0.0352941176470588	0.00035650623885918
ribosome assembly	16	2	99	59	0.0202020202020202	0.0338983050847458	0.000342407122068139
pseudohyphal growth	16	2	99	74	0.0202020202020202	0.027027027027027	0.000273000273000273
ribosomal large subunit biogenesis	16	2	99	104	0.0202020202020202	0.0192307692307692	0.000194250194250194
response to starvation	16	1	99	56	0.0101010101010101	0.0178571428571429	0.00018037518037518
transcription from RNA polymerase II promoter	16	8	99	480	0.0808080808080808	0.0166666666666667	0.000168350168350168
rRNA processing	16	5	99	311	0.0505050505050505	0.0160771704180064	0.000162395660787944
organelle assembly	16	2	99	131	0.0202020202020202	0.0152671755725191	0.00015421389467191
protein acylation	16	1	99	66	0.0101010101010101	0.0151515151515152	0.000153045607591062
RNA catabolic process	16	2	99	132	0.0202020202020202	0.0151515151515152	0.000153045607591062
ribosomal small subunit biogenesis	16	2	99	135	0.0202020202020202	0.0148148148148148	0.000149644594089039
response to heat	16	1	99	71	0.0101010101010101	0.0140845070422535	0.000142267747901551
regulation of transport	16	1	99	84	0.0101010101010101	0.0119047619047619	0.00012025012025012
cytokinesis	16	1	99	88	0.0101010101010101	0.0113636363636364	0.000114784205693297
cytoplasmic translation	16	2	99	179	0.0202020202020202	0.0111731843575419	0.000112860448055979
response to osmotic stress	16	1	99	92	0.0101010101010101	0.0108695652173913	0.000109793588054458
endocytosis	16	1	99	98	0.0101010101010101	0.0102040816326531	0.00010307153164296
regulation of translation	16	1	99	105	0.0101010101010101	0.00952380952380952	9.62000962000962e-05
chromatin organization	16	3	99	318	0.0303030303030303	0.00943396226415094	9.52925481227368e-05
histone modification	16	1	99	114	0.0101010101010101	0.0087719298245614	8.86053517632465e-05
cytoskeleton organization	16	2	99	232	0.0202020202020202	0.00862068965517241	8.70776732845698e-05
cellular ion homeostasis	16	1	99	125	0.0101010101010101	0.008	8.08080808080808e-05
organelle fission	16	2	99	296	0.0202020202020202	0.00675675675675676	6.82500682500683e-05
peptidyl-amino acid modification	16	1	99	151	0.0101010101010101	0.00662251655629139	6.6894106629206e-05
protein targeting	16	2	99	309	0.0202020202020202	0.00647249190938511	6.53787061554052e-05
mRNA processing	16	1	99	170	0.0101010101010101	0.00588235294117647	5.941770647653e-05
DNA recombination	16	1	99	179	0.0101010101010101	0.00558659217877095	5.64302240279894e-05
Golgi vesicle transport	16	1	99	190	0.0101010101010101	0.00526315789473684	5.31632110579479e-05
protein phosphorylation	16	1	99	197	0.0101010101010101	0.0050761421319797	5.12741629492899e-05
regulation of cell cycle	16	1	99	213	0.0101010101010101	0.00469483568075117	4.74225826338502e-05
transmembrane transport	16	1	99	232	0.0101010101010101	0.00431034482758621	4.35388366422849e-05
