GO_Slim_term	cluster	Slim_term_counts_per_cluster	cluster_size	GO_Slim_term_count	percent_cluster	percent_slim	normalized
cytokinesis	15	3	93	88	0.032258064516129	0.0340909090909091	0.000366568914956012
protein acylation	15	2	93	66	0.021505376344086	0.0303030303030303	0.000325839035516455
nucleobase-containing compound transport	15	4	93	138	0.043010752688172	0.0289855072463768	0.000311672120928783
pseudohyphal growth	15	2	93	74	0.021505376344086	0.027027027027027	0.000290613193839
transcription from RNA polymerase III promoter	15	1	93	41	0.010752688172043	0.024390243902439	0.000262260687123
DNA-templated transcription, termination	15	1	93	43	0.010752688172043	0.0232558139534884	0.000250062515628907
exocytosis	15	1	93	49	0.010752688172043	0.0204081632653061	0.00021944261575598
DNA repair	15	5	93	246	0.0537634408602151	0.0203252032520325	0.0002185505726025
peptidyl-amino acid modification	15	3	93	151	0.032258064516129	0.0198675496688742	0.00021362956633198
endosomal transport	15	2	93	102	0.021505376344086	0.0196078431372549	0.000210837022981235
histone modification	15	2	93	114	0.021505376344086	0.0175438596491228	0.000188643652141105
nuclear transport	15	3	93	176	0.032258064516129	0.0170454545454545	0.000183284457478006
invasive growth in response to glucose limitation	15	1	93	59	0.010752688172043	0.0169491525423729	0.000182248952068526
cellular response to DNA damage stimulus	15	5	93	299	0.0537634408602151	0.0167224080267559	0.000179810838997375
conjugation	15	2	93	124	0.021505376344086	0.0161290322580645	0.00017343045438779
chromatin organization	15	5	93	318	0.0537634408602151	0.0157232704402516	0.000169067424088727
organelle assembly	15	2	93	131	0.021505376344086	0.0152671755725191	0.00016416317819913
RNA catabolic process	15	2	93	132	0.021505376344086	0.0151515151515152	0.000162919517758227
lipid transport	15	1	93	68	0.010752688172043	0.0147058823529412	0.000158127767235927
DNA-templated transcription, initiation	15	1	93	71	0.010752688172043	0.0140845070422535	0.000151446312282296
telomere organization	15	1	93	78	0.010752688172043	0.0128205128205128	0.000137854976564654
regulation of organelle organization	15	3	93	239	0.032258064516129	0.0125523012552301	0.000134970981239034
regulation of transport	15	1	93	84	0.010752688172043	0.0119047619047619	0.000128008192524322
protein modification by small protein conjugation or removal	15	2	93	170	0.021505376344086	0.0117647058823529	0.000126502213788741
response to osmotic stress	15	1	93	92	0.010752688172043	0.0108695652173913	0.000116877045348294
DNA-templated transcription, elongation	15	1	93	96	0.010752688172043	0.0104166666666667	0.000112007168458781
transcription from RNA polymerase II promoter	15	5	93	480	0.0537634408602151	0.0104166666666667	0.000112007168458781
endocytosis	15	1	93	98	0.010752688172043	0.0102040816326531	0.00010972130787799
organelle fission	15	3	93	296	0.032258064516129	0.0101351351351351	0.000108979947689625
chromosome segregation	15	2	93	198	0.021505376344086	0.0101010101010101	0.000108613011838818
regulation of DNA metabolic process	15	1	93	106	0.010752688172043	0.00943396226415094	0.000101440454453236
regulation of cell cycle	15	2	93	213	0.021505376344086	0.00938967136150235	0.000100964208188197
mitotic cell cycle	15	3	93	328	0.032258064516129	0.00914634146341463	9.83477576711251e-05
cytoskeleton organization	15	2	93	232	0.021505376344086	0.00862068965517241	9.26955876900259e-05
cellular ion homeostasis	15	1	93	125	0.010752688172043	0.008	8.60215053763441e-05
RNA splicing	15	1	93	144	0.010752688172043	0.00694444444444444	7.46714456391876e-05
protein targeting	15	2	93	309	0.021505376344086	0.00647249190938511	6.95966871976894e-05
mRNA processing	15	1	93	170	0.010752688172043	0.00588235294117647	6.32511068943707e-05
DNA recombination	15	1	93	179	0.010752688172043	0.00558659217877095	6.00708836426984e-05
protein phosphorylation	15	1	93	197	0.010752688172043	0.0050761421319797	5.45821734621473e-05
cell wall organization or biogenesis	15	1	93	198	0.010752688172043	0.00505050505050505	5.43065059194091e-05
proteolysis involved in cellular protein catabolic process	15	1	93	216	0.010752688172043	0.00462962962962963	4.97809637594584e-05
meiotic cell cycle	15	1	93	287	0.010752688172043	0.00348432055749129	3.74658124461429e-05
mitochondrion organization	15	1	93	425	0.010752688172043	0.00235294117647059	2.53004427577483e-05
Golgi vesicle transport	14	6	54	190	0.111111111111111	0.0315789473684211	0.000584795321637427
protein folding	14	3	54	95	0.0555555555555556	0.0315789473684211	0.000584795321637427
protein lipidation	14	1	54	45	0.0185185185185185	0.0222222222222222	0.000411522633744856
snoRNA processing	14	1	54	45	0.0185185185185185	0.0222222222222222	0.000411522633744856
response to osmotic stress	14	2	54	92	0.037037037037037	0.0217391304347826	0.000402576489533011
exocytosis	14	1	54	49	0.0185185185185185	0.0204081632653061	0.000377928949357521
protein dephosphorylation	14	1	54	49	0.0185185185185185	0.0204081632653061	0.000377928949357521
protein targeting	14	5	54	309	0.0925925925925926	0.0161812297734628	0.000299652403212274
protein glycosylation	14	1	54	62	0.0185185185185185	0.0161290322580645	0.00029868578255675
lipid transport	14	1	54	68	0.0185185185185185	0.0147058823529412	0.000272331154684096
membrane fusion	14	1	54	75	0.0185185185185185	0.0133333333333333	0.000246913580246914
regulation of organelle organization	14	3	54	239	0.0555555555555556	0.0125523012552301	0.000232450023245002
vesicle organization	14	1	54	81	0.0185185185185185	0.0123456790123457	0.000228623685413809
vacuole organization	14	1	54	84	0.0185185185185185	0.0119047619047619	0.000220458553791887
protein modification by small protein conjugation or removal	14	2	54	170	0.037037037037037	0.0117647058823529	0.000217864923747277
cytokinesis	14	1	54	88	0.0185185185185185	0.0113636363636364	0.00021043771043771
organelle fusion	14	1	54	88	0.0185185185185185	0.0113636363636364	0.00021043771043771
endocytosis	14	1	54	98	0.0185185185185185	0.0102040816326531	0.00018896447467876
cell wall organization or biogenesis	14	2	54	198	0.037037037037037	0.0101010101010101	0.000187055742611298
proteolysis involved in cellular protein catabolic process	14	2	54	216	0.037037037037037	0.00925925925925926	0.000171467764060357
cytoskeleton organization	14	2	54	232	0.037037037037037	0.00862068965517241	0.000159642401021711
conjugation	14	1	54	124	0.0185185185185185	0.00806451612903226	0.000149342891278375
RNA catabolic process	14	1	54	132	0.0185185185185185	0.00757575757575758	0.000140291806958474
sporulation	14	1	54	138	0.0185185185185185	0.0072463768115942	0.00013419216317767
lipid metabolic process	14	2	54	287	0.037037037037037	0.00696864111498258	0.000129048909536714
generation of precursor metabolites and energy	14	1	54	155	0.0185185185185185	0.00645161290322581	0.0001194743130227
ion transport	14	1	54	162	0.0185185185185185	0.00617283950617284	0.000114311842706904
carbohydrate metabolic process	14	1	54	200	0.0185185185185185	0.005	9.25925925925926e-05
regulation of cell cycle	14	1	54	213	0.0185185185185185	0.00469483568075117	8.69414014953921e-05
transcription from RNA polymerase II promoter	14	2	54	480	0.037037037037037	0.00416666666666667	7.71604938271605e-05
DNA repair	14	1	54	246	0.0185185185185185	0.0040650406504065	7.52785305630834e-05
meiotic cell cycle	14	1	54	287	0.0185185185185185	0.00348432055749129	6.45244547683572e-05
cellular response to DNA damage stimulus	14	1	54	299	0.0185185185185185	0.00334448160535117	6.19348445435402e-05
chromatin organization	14	1	54	318	0.0185185185185185	0.00314465408805031	5.82343349638947e-05
oligosaccharide metabolic process	13	1	81	32	0.0123456790123457	0.03125	0.000385802469135802
carbohydrate transport	13	1	81	33	0.0123456790123457	0.0303030303030303	0.000374111485222596
DNA repair	13	7	81	246	0.0864197530864197	0.0284552845528455	0.000351299809294389
cellular response to DNA damage stimulus	13	8	81	299	0.0987654320987654	0.0267558528428094	0.000330319170898881
protein modification by small protein conjugation or removal	13	4	81	170	0.0493827160493827	0.0235294117647059	0.000290486564996369
snoRNA processing	13	1	81	45	0.0123456790123457	0.0222222222222222	0.000274348422496571
response to oxidative stress	13	2	81	103	0.0246913580246914	0.0194174757281553	0.000239721922569819
protein maturation	13	1	81	52	0.0123456790123457	0.0192307692307692	0.000237416904083571
regulation of translation	13	2	81	105	0.0246913580246914	0.019047619047619	0.000235155790711346
conjugation	13	2	81	124	0.0246913580246914	0.0161290322580645	0.000199123855037834
chromatin organization	13	5	81	318	0.0617283950617284	0.0157232704402516	0.000194114449879649
protein acylation	13	1	81	66	0.0123456790123457	0.0151515151515152	0.000187055742611298
response to heat	13	1	81	71	0.0123456790123457	0.0140845070422535	0.000173882802990784
pseudohyphal growth	13	1	81	74	0.0123456790123457	0.0135135135135135	0.000166833500166834
telomere organization	13	1	81	78	0.0123456790123457	0.0128205128205128	0.000158277936055714
transcription from RNA polymerase II promoter	13	6	81	480	0.0740740740740741	0.0125	0.000154320987654321
regulation of transport	13	1	81	84	0.0123456790123457	0.0119047619047619	0.000146972369194591
cytoplasmic translation	13	2	81	179	0.0246913580246914	0.0111731843575419	0.000137940547623974
DNA recombination	13	2	81	179	0.0246913580246914	0.0111731843575419	0.000137940547623974
meiotic cell cycle	13	3	81	287	0.037037037037037	0.0104529616724739	0.000129048909536714
DNA-templated transcription, elongation	13	1	81	96	0.0123456790123457	0.0104166666666667	0.000128600823045268
carbohydrate metabolic process	13	2	81	200	0.0246913580246914	0.01	0.000123456790123457
regulation of DNA metabolic process	13	1	81	106	0.0123456790123457	0.00943396226415094	0.000116468669927789
regulation of cell cycle	13	2	81	213	0.0246913580246914	0.00938967136150235	0.000115921868660523
proteolysis involved in cellular protein catabolic process	13	2	81	216	0.0246913580246914	0.00925925925925926	0.000114311842706904
tRNA processing	13	1	81	109	0.0123456790123457	0.00917431192660551	0.000113263110205006
histone modification	13	1	81	114	0.0123456790123457	0.0087719298245614	0.000108295429932857
RNA catabolic process	13	1	81	132	0.0123456790123457	0.00757575757575758	9.35278713056491e-05
nucleobase-containing compound transport	13	1	81	138	0.0123456790123457	0.0072463768115942	8.94614421184469e-05
DNA replication	13	1	81	139	0.0123456790123457	0.00719424460431655	8.88178346211919e-05
peptidyl-amino acid modification	13	1	81	151	0.0123456790123457	0.00662251655629139	8.17594636579184e-05
protein targeting	13	2	81	309	0.0246913580246914	0.00647249190938511	7.9907307523273e-05
ion transport	13	1	81	162	0.0123456790123457	0.00617283950617284	7.62078951379363e-05
mitotic cell cycle	13	2	81	328	0.0246913580246914	0.00609756097560976	7.52785305630834e-05
translational elongation	13	2	81	334	0.0246913580246914	0.00598802395209581	7.39262216308125e-05
RNA modification	13	1	81	172	0.0123456790123457	0.00581395348837209	7.17772035601493e-05
Golgi vesicle transport	13	1	81	190	0.0123456790123457	0.00526315789473684	6.49772579597141e-05
protein phosphorylation	13	1	81	197	0.0123456790123457	0.0050761421319797	6.26684213824654e-05
cell wall organization or biogenesis	13	1	81	198	0.0123456790123457	0.00505050505050505	6.23519142037661e-05
lipid metabolic process	13	1	81	287	0.0123456790123457	0.00348432055749129	4.30163031789048e-05
organelle fission	13	1	81	296	0.0123456790123457	0.00337837837837838	4.17083750417084e-05
rRNA processing	13	1	81	311	0.0123456790123457	0.00321543408360129	3.96967170814974e-05
mitochondrion organization	13	1	81	425	0.0123456790123457	0.00235294117647059	2.90486564996369e-05
response to osmotic stress	12	4	113	92	0.0353982300884956	0.0434782608695652	0.000384763370527126
protein dephosphorylation	12	2	113	49	0.0176991150442478	0.0408163265306122	0.000361206429474445
cell budding	12	2	113	58	0.0176991150442478	0.0344827586206897	0.000305157155935307
regulation of cell cycle	12	7	113	213	0.0619469026548673	0.0328638497652582	0.00029083052889609
regulation of DNA metabolic process	12	3	113	106	0.0265486725663717	0.0283018867924528	0.00025045917515445
response to heat	12	2	113	71	0.0176991150442478	0.028169014084507	0.000249283310482363
regulation of organelle organization	12	6	113	239	0.0530973451327434	0.0251046025104603	0.000222164623986374
RNA catabolic process	12	3	113	132	0.0265486725663717	0.0227272727272727	0.000201126307320998
mitotic cell cycle	12	7	113	328	0.0619469026548673	0.0213414634146341	0.000188862508094107
exocytosis	12	1	113	49	0.00884955752212389	0.0204081632653061	0.000180603214737222
organelle fission	12	6	113	296	0.0530973451327434	0.0202702702702703	0.000179382922745755
cell wall organization or biogenesis	12	4	113	198	0.0353982300884956	0.0202020202020202	0.000178778939840887
carbohydrate metabolic process	12	4	113	200	0.0353982300884956	0.02	0.000176991150442478
peroxisome organization	12	1	113	50	0.00884955752212389	0.02	0.000176991150442478
protein alkylation	12	1	113	50	0.00884955752212389	0.02	0.000176991150442478
protein maturation	12	1	113	52	0.00884955752212389	0.0192307692307692	0.000170183798502383
response to starvation	12	1	113	56	0.00884955752212389	0.0178571428571429	0.00015802781289507
organelle inheritance	12	1	113	60	0.00884955752212389	0.0166666666666667	0.000147492625368732
ribosomal small subunit biogenesis	12	2	113	135	0.0176991150442478	0.0148148148148148	0.000131104555883317
meiotic cell cycle	12	4	113	287	0.0353982300884956	0.0139372822299652	0.000123338780796152
RNA splicing	12	2	113	144	0.0176991150442478	0.0138888888888889	0.00012291052114061
cytoskeleton organization	12	3	113	232	0.0265486725663717	0.0129310344827586	0.00011443393347574
regulation of transport	12	1	113	84	0.00884955752212389	0.0119047619047619	0.00010535187526338
vacuole organization	12	1	113	84	0.00884955752212389	0.0119047619047619	0.00010535187526338
mRNA processing	12	2	113	170	0.0176991150442478	0.0117647058823529	0.000104112441436752
cytokinesis	12	1	113	88	0.00884955752212389	0.0113636363636364	0.000100563153660499
nuclear transport	12	2	113	176	0.0176991150442478	0.0113636363636364	0.000100563153660499
organelle fusion	12	1	113	88	0.00884955752212389	0.0113636363636364	0.000100563153660499
DNA recombination	12	2	113	179	0.0176991150442478	0.0111731843575419	9.88777376773619e-05
protein folding	12	1	113	95	0.00884955752212389	0.0105263157894737	9.31532370749884e-05
lipid metabolic process	12	3	113	287	0.0265486725663717	0.0104529616724739	9.25040855971139e-05
DNA-templated transcription, elongation	12	1	113	96	0.00884955752212389	0.0104166666666667	9.21828908554572e-05
endocytosis	12	1	113	98	0.00884955752212389	0.0102040816326531	9.03016073686112e-05
chromosome segregation	12	2	113	198	0.0176991150442478	0.0101010101010101	8.93894699204434e-05
protein targeting	12	3	113	309	0.0265486725663717	0.00970873786407767	8.59180341953776e-05
regulation of translation	12	1	113	105	0.00884955752212389	0.00952380952380952	8.42815002107038e-05
proteolysis involved in cellular protein catabolic process	12	2	113	216	0.0176991150442478	0.00925925925925926	8.19403474270731e-05
histone modification	12	1	113	114	0.00884955752212389	0.0087719298245614	7.76276975624903e-05
DNA repair	12	2	113	246	0.0176991150442478	0.00813008130081301	7.19476221310886e-05
conjugation	12	1	113	124	0.00884955752212389	0.00806451612903226	7.13673993719669e-05
nucleobase-containing compound transport	12	1	113	138	0.00884955752212389	0.0072463768115942	6.41272284211876e-05
sporulation	12	1	113	138	0.00884955752212389	0.0072463768115942	6.41272284211876e-05
cellular response to DNA damage stimulus	12	2	113	299	0.0176991150442478	0.00668896321070234	5.91943646964809e-05
generation of precursor metabolites and energy	12	1	113	155	0.00884955752212389	0.00645161290322581	5.70939194975735e-05
rRNA processing	12	2	113	311	0.0176991150442478	0.00643086816720257	5.69103377628546e-05
chromatin organization	12	2	113	318	0.0176991150442478	0.00628930817610063	5.56575944787666e-05
transcription from RNA polymerase II promoter	12	3	113	480	0.0265486725663717	0.00625	5.53097345132743e-05
protein modification by small protein conjugation or removal	12	1	113	170	0.00884955752212389	0.00588235294117647	5.20562207183758e-05
cytoplasmic translation	12	1	113	179	0.00884955752212389	0.00558659217877095	4.9438868838681e-05
Golgi vesicle transport	12	1	113	190	0.00884955752212389	0.00526315789473684	4.65766185374942e-05
protein phosphorylation	12	1	113	197	0.00884955752212389	0.0050761421319797	4.49216117874309e-05
mitochondrion organization	12	2	113	425	0.0176991150442478	0.00470588235294118	4.16449765747007e-05
carbohydrate transport	11	2	107	33	0.0186915887850467	0.0606060606060606	0.000566411781365052
protein alkylation	11	3	107	50	0.0280373831775701	0.06	0.000560747663551402
peptidyl-amino acid modification	11	6	107	151	0.0560747663551402	0.0397350993377483	0.000371356068577087
RNA catabolic process	11	5	107	132	0.0467289719626168	0.0378787878787879	0.000354007363353158
histone modification	11	4	107	114	0.0373831775700935	0.0350877192982456	0.000327922610263978
endocytosis	11	3	107	98	0.0280373831775701	0.0306122448979592	0.000286095746709899
protein acylation	11	2	107	66	0.0186915887850467	0.0303030303030303	0.000283205890682526
pseudohyphal growth	11	2	107	74	0.0186915887850467	0.027027027027027	0.000252589037635767
protein modification by small protein conjugation or removal	11	4	107	170	0.0373831775700935	0.0235294117647059	0.000219901044529962
DNA-templated transcription, termination	11	1	107	43	0.00934579439252336	0.0232558139534884	0.000217344055640078
nucleobase-containing compound transport	11	3	107	138	0.0280373831775701	0.0217391304347826	0.000203169443315725
response to osmotic stress	11	2	107	92	0.0186915887850467	0.0217391304347826	0.000203169443315725
protein dephosphorylation	11	1	107	49	0.00934579439252336	0.0204081632653061	0.000190730497806599
endosomal transport	11	2	107	102	0.0186915887850467	0.0196078431372549	0.000183250870441635
chromatin organization	11	6	107	318	0.0560747663551402	0.0188679245283019	0.000176335743255158
regulation of protein modification process	11	2	107	110	0.0186915887850467	0.0181818181818182	0.000169923534409516
invasive growth in response to glucose limitation	11	1	107	59	0.00934579439252336	0.0169491525423729	0.000158403294788532
organelle inheritance	11	1	107	60	0.00934579439252336	0.0166666666666667	0.000155763239875389
protein glycosylation	11	1	107	62	0.00934579439252336	0.0161290322580645	0.000150738619234248
organelle assembly	11	2	107	131	0.0186915887850467	0.0152671755725191	0.000142683883855319
mitotic cell cycle	11	5	107	328	0.0467289719626168	0.0152439024390244	0.000142466377934807
nucleus organization	11	1	107	66	0.00934579439252336	0.0151515151515152	0.000141602945341263
regulation of cell cycle	11	3	107	213	0.0280373831775701	0.0140845070422535	0.000131630906936949
response to heat	11	1	107	71	0.00934579439252336	0.0140845070422535	0.000131630906936949
proteolysis involved in cellular protein catabolic process	11	3	107	216	0.0280373831775701	0.0138888888888889	0.000129802699896158
organelle fission	11	4	107	296	0.0373831775700935	0.0135135135135135	0.000126294518817883
regulation of organelle organization	11	3	107	239	0.0280373831775701	0.0125523012552301	0.000117311226684394
DNA recombination	11	2	107	179	0.0186915887850467	0.0111731843575419	0.000104422283715345
meiotic cell cycle	11	3	107	287	0.0280373831775701	0.0104529616724739	9.76912305838679e-05
DNA-templated transcription, elongation	11	1	107	96	0.00934579439252336	0.0104166666666667	9.73520249221184e-05
protein phosphorylation	11	2	107	197	0.0186915887850467	0.0101522842639594	9.48811613454149e-05
cell wall organization or biogenesis	11	2	107	198	0.0186915887850467	0.0101010101010101	9.44019635608421e-05
chromosome segregation	11	2	107	198	0.0186915887850467	0.0101010101010101	9.44019635608421e-05
carbohydrate metabolic process	11	2	107	200	0.0186915887850467	0.01	9.34579439252336e-05
mitochondrion organization	11	4	107	425	0.0373831775700935	0.00941176470588235	8.79604178119846e-05
cytoskeleton organization	11	2	107	232	0.0186915887850467	0.00862068965517241	8.05671930389945e-05
conjugation	11	1	107	124	0.00934579439252336	0.00806451612903226	7.53693096171239e-05
cellular ion homeostasis	11	1	107	125	0.00934579439252336	0.008	7.47663551401869e-05
sporulation	11	1	107	138	0.00934579439252336	0.0072463768115942	6.77231477719084e-05
DNA replication	11	1	107	139	0.00934579439252336	0.00719424460431655	6.7235930881463e-05
lipid metabolic process	11	2	107	287	0.0186915887850467	0.00696864111498258	6.51274870559119e-05
cellular response to DNA damage stimulus	11	2	107	299	0.0186915887850467	0.00668896321070234	6.2513674866377e-05
generation of precursor metabolites and energy	11	1	107	155	0.00934579439252336	0.00645161290322581	6.02954476936991e-05
ion transport	11	1	107	162	0.00934579439252336	0.00617283950617284	5.76900888427368e-05
nuclear transport	11	1	107	176	0.00934579439252336	0.00568181818181818	5.31011045029737e-05
DNA repair	11	1	107	246	0.00934579439252336	0.0040650406504065	3.79910341159486e-05
protein targeting	11	1	107	309	0.00934579439252336	0.00323624595469256	3.02452892961921e-05
transcription from RNA polymerase II promoter	11	1	107	480	0.00934579439252336	0.00208333333333333	1.94704049844237e-05
transposition	10	2	143	21	0.013986013986014	0.0952380952380952	0.000666000666000666
regulation of DNA metabolic process	10	6	143	106	0.041958041958042	0.0566037735849057	0.00039583058450983
DNA repair	10	13	143	246	0.0909090909090909	0.0528455284552846	0.000369549150036955
cytoplasmic translation	10	8	143	179	0.0559440559440559	0.0446927374301676	0.000312536625385787
DNA recombination	10	8	143	179	0.0559440559440559	0.0446927374301676	0.000312536625385787
cellular response to DNA damage stimulus	10	13	143	299	0.0909090909090909	0.0434782608695652	0.000304043782304652
ribosomal large subunit biogenesis	10	4	143	104	0.027972027972028	0.0384615384615385	0.000268961807423346
DNA-templated transcription, elongation	10	3	143	96	0.020979020979021	0.03125	0.000218531468531469
protein acylation	10	2	143	66	0.013986013986014	0.0303030303030303	0.000211909302818394
ribosomal small subunit biogenesis	10	4	143	135	0.027972027972028	0.0296296296296296	0.000207200207200207
transcription from RNA polymerase I promoter	10	2	143	68	0.013986013986014	0.0294117647058824	0.000205676676264912
sporulation	10	4	143	138	0.027972027972028	0.0289855072463768	0.000202695854869768
histone modification	10	3	143	114	0.020979020979021	0.0263157894736842	0.000184026499815973
telomere organization	10	2	143	78	0.013986013986014	0.0256410256410256	0.000179307871615564
chromatin organization	10	8	143	318	0.0559440559440559	0.0251572327044025	0.000175924704226591
ribosomal subunit export from nucleus	10	1	143	46	0.00699300699300699	0.0217391304347826	0.000152021891152326
DNA replication	10	3	143	139	0.020979020979021	0.0215827338129496	0.000150928208482165
meiotic cell cycle	10	6	143	287	0.041958041958042	0.0209059233449477	0.000146195268146488
organelle fission	10	6	143	296	0.041958041958042	0.0202702702702703	0.000141750141750142
chromosome segregation	10	4	143	198	0.027972027972028	0.0202020202020202	0.000141272868545596
protein alkylation	10	1	143	50	0.00699300699300699	0.02	0.00013986013986014
peptidyl-amino acid modification	10	3	143	151	0.020979020979021	0.0198675496688742	0.000138933913768351
rRNA processing	10	6	143	311	0.041958041958042	0.0192926045016077	0.000134913318193061
protein modification by small protein conjugation or removal	10	3	143	170	0.020979020979021	0.0176470588235294	0.000123406005758947
invasive growth in response to glucose limitation	10	1	143	59	0.00699300699300699	0.0169491525423729	0.000118525542254356
transcription from RNA polymerase II promoter	10	8	143	480	0.0559440559440559	0.0166666666666667	0.000116550116550117
regulation of cell cycle	10	3	143	213	0.020979020979021	0.0140845070422535	9.84930562395351e-05
pseudohyphal growth	10	1	143	74	0.00699300699300699	0.0135135135135135	9.45000945000945e-05
regulation of organelle organization	10	3	143	239	0.020979020979021	0.0125523012552301	8.77783304561547e-05
response to osmotic stress	10	1	143	92	0.00699300699300699	0.0108695652173913	7.6010945576163e-05
response to oxidative stress	10	1	143	103	0.00699300699300699	0.00970873786407767	6.78932717767669e-05
mitotic cell cycle	10	3	143	328	0.020979020979021	0.00914634146341463	6.39604298140884e-05
regulation of protein modification process	10	1	143	110	0.00699300699300699	0.00909090909090909	6.35727908455181e-05
RNA catabolic process	10	1	143	132	0.00699300699300699	0.00757575757575758	5.29773257045984e-05
RNA splicing	10	1	143	144	0.00699300699300699	0.00694444444444444	4.85625485625486e-05
RNA modification	10	1	143	172	0.00699300699300699	0.00581395348837209	4.06570174012035e-05
nuclear transport	10	1	143	176	0.00699300699300699	0.00568181818181818	3.97329942784488e-05
protein phosphorylation	10	1	143	197	0.00699300699300699	0.0050761421319797	3.54974974264314e-05
mitochondrion organization	10	1	143	425	0.00699300699300699	0.00235294117647059	1.64541341011929e-05
amino acid transport	9	2	74	40	0.027027027027027	0.05	0.000675675675675676
tRNA processing	9	4	74	109	0.0540540540540541	0.036697247706422	0.000495908752789487
response to starvation	9	2	74	56	0.027027027027027	0.0357142857142857	0.000482625482625483
sporulation	9	4	74	138	0.0540540540540541	0.0289855072463768	0.000391696043869957
pseudohyphal growth	9	2	74	74	0.027027027027027	0.027027027027027	0.000365230094959825
DNA-templated transcription, termination	9	1	74	43	0.0135135135135135	0.0232558139534884	0.000314267756128221
RNA modification	9	4	74	172	0.0540540540540541	0.0232558139534884	0.000314267756128221
protein dephosphorylation	9	1	74	49	0.0135135135135135	0.0204081632653061	0.000275785990071704
protein maturation	9	1	74	52	0.0135135135135135	0.0192307692307692	0.00025987525987526
cell budding	9	1	74	58	0.0135135135135135	0.0172413793103448	0.000232991612301957
