GO_Slim_term	cluster	Slim_term_counts_per_cluster	cluster_size	GO_Slim_term_count	percent_cluster	percent_slim	normalized
sporulation	16	1	82	138	0.0121951219512195	0.0072463768115942	8.83704489218805e-05
DNA replication	16	1	82	139	0.0121951219512195	0.00719424460431655	8.77346902965433e-05
organelle fission	16	2	82	296	0.024390243902439	0.00675675675675676	8.23994726433751e-05
ion transport	16	1	82	162	0.0121951219512195	0.00617283950617284	7.52785305630834e-05
mitotic cell cycle	16	2	82	328	0.024390243902439	0.00609756097560976	7.4360499702558e-05
mRNA processing	16	1	82	170	0.0121951219512195	0.00588235294117647	7.17360114777618e-05
nucleobase-containing small molecule metabolic process	16	1	82	198	0.0121951219512195	0.00505050505050505	6.15915250061592e-05
meiotic cell cycle	16	1	82	287	0.0121951219512195	0.00348432055749129	4.24917141157474e-05
protein dephosphorylation	15	4	87	49	0.0459770114942529	0.0816326530612245	0.000938306357025569
response to osmotic stress	15	5	87	92	0.0574712643678161	0.0543478260869565	0.000624687656171914
regulation of transport	15	4	87	84	0.0459770114942529	0.0476190476190476	0.000547345374931582
cell morphogenesis	15	1	87	29	0.0114942528735632	0.0344827586206897	0.000396353547364249
protein phosphorylation	15	6	87	197	0.0689655172413793	0.0304568527918782	0.000350078767722738
regulation of cell cycle	15	6	87	213	0.0689655172413793	0.028169014084507	0.000323781771086288
mitotic cell cycle	15	8	87	328	0.0919540229885057	0.024390243902439	0.000280347631062518
transcription from RNA polymerase III promoter	15	1	87	41	0.0114942528735632	0.024390243902439	0.000280347631062518
cellular ion homeostasis	15	3	87	125	0.0344827586206897	0.024	0.000275862068965517
DNA-templated transcription, termination	15	1	87	43	0.0114942528735632	0.0232558139534884	0.000267308206361935
protein alkylation	15	1	87	50	0.0114942528735632	0.02	0.000229885057471264
cell budding	15	1	87	58	0.0114942528735632	0.0172413793103448	0.000198176773682124
nuclear transport	15	3	87	176	0.0344827586206897	0.0170454545454545	0.000195924764890282
DNA-templated transcription, initiation	15	1	87	71	0.0114942528735632	0.0140845070422535	0.000161890885543144
RNA splicing	15	2	87	144	0.0229885057471264	0.0138888888888889	0.000159642401021711
mRNA processing	15	2	87	170	0.0229885057471264	0.0117647058823529	0.000135226504394861
protein modification by small protein conjugation or removal	15	2	87	170	0.0229885057471264	0.0117647058823529	0.000135226504394861
cytokinesis	15	1	87	88	0.0114942528735632	0.0113636363636364	0.000130616509926855
cofactor metabolic process	15	2	87	178	0.0229885057471264	0.0112359550561798	0.000129148908691722
DNA-templated transcription, elongation	15	1	87	96	0.0114942528735632	0.0104166666666667	0.000119731800766284
endocytosis	15	1	87	98	0.0114942528735632	0.0102040816326531	0.000117288294628196
cell wall organization or biogenesis	15	2	87	198	0.0229885057471264	0.0101010101010101	0.000116103564379426
chromosome segregation	15	2	87	198	0.0229885057471264	0.0101010101010101	0.000116103564379426
nucleobase-containing small molecule metabolic process	15	2	87	198	0.0229885057471264	0.0101010101010101	0.000116103564379426
regulation of translation	15	1	87	105	0.0114942528735632	0.00952380952380952	0.000109469074986316
tRNA processing	15	1	87	109	0.0114942528735632	0.00917431192660551	0.000105451861225351
regulation of protein modification process	15	1	87	110	0.0114942528735632	0.00909090909090909	0.000104493207941484
cytoskeleton organization	15	2	87	232	0.0229885057471264	0.00862068965517241	9.90883868410622e-05
regulation of organelle organization	15	2	87	239	0.0229885057471264	0.00836820083682008	9.61862165151734e-05
transcription from RNA polymerase II promoter	15	4	87	480	0.0459770114942529	0.00833333333333333	9.57854406130268e-05
DNA repair	15	2	87	246	0.0229885057471264	0.00813008130081301	9.34492103541725e-05
conjugation	15	1	87	124	0.0114942528735632	0.00806451612903226	9.26955876900259e-05
nucleobase-containing compound transport	15	1	87	138	0.0114942528735632	0.0072463768115942	8.32916874895885e-05
sporulation	15	1	87	138	0.0114942528735632	0.0072463768115942	8.32916874895885e-05
cellular response to DNA damage stimulus	15	2	87	299	0.0229885057471264	0.00668896321070234	7.6884634605774e-05
chromatin organization	15	2	87	318	0.0229885057471264	0.00628930817610063	7.22908985758693e-05
RNA modification	15	1	87	172	0.0114942528735632	0.00581395348837209	6.68270515904838e-05
lipid metabolic process	15	1	87	287	0.0114942528735632	0.00348432055749129	4.00496615803596e-05
meiotic cell cycle	15	1	87	287	0.0114942528735632	0.00348432055749129	4.00496615803596e-05
organelle fission	15	1	87	296	0.0114942528735632	0.00337837837837838	3.88319353836595e-05
protein targeting	15	1	87	309	0.0114942528735632	0.00323624595469256	3.71982293642823e-05
response to osmotic stress	14	9	111	92	0.0810810810810811	0.0978260869565217	0.000881316098707403
transcription from RNA polymerase III promoter	14	4	111	41	0.036036036036036	0.0975609756097561	0.000878927708196001
transcription from RNA polymerase I promoter	14	4	111	68	0.036036036036036	0.0588235294117647	0.000529941706412295
response to heat	14	4	111	71	0.036036036036036	0.0563380281690141	0.000507549803324451
protein phosphorylation	14	10	111	197	0.0900900900900901	0.050761421319797	0.000457310101980153
peptidyl-amino acid modification	14	7	111	151	0.0630630630630631	0.0463576158940397	0.000417636179225583
protein folding	14	4	111	95	0.036036036036036	0.0421052631578947	0.000379326695116169
oligosaccharide metabolic process	14	1	111	32	0.00900900900900901	0.03125	0.000281531531531532
pseudohyphal growth	14	2	111	74	0.018018018018018	0.027027027027027	0.000243486729973216
carbohydrate metabolic process	14	5	111	200	0.045045045045045	0.025	0.000225225225225225
cytoskeleton organization	14	5	111	232	0.045045045045045	0.021551724137931	0.000194159676918298
endocytosis	14	2	111	98	0.018018018018018	0.0204081632653061	0.00018385732671447
protein dephosphorylation	14	1	111	49	0.00900900900900901	0.0204081632653061	0.00018385732671447
peroxisome organization	14	1	111	50	0.00900900900900901	0.02	0.00018018018018018
regulation of protein modification process	14	2	111	110	0.018018018018018	0.0181818181818182	0.000163800163800164
protein modification by small protein conjugation or removal	14	3	111	170	0.027027027027027	0.0176470588235294	0.000158982511923688
histone modification	14	2	111	114	0.018018018018018	0.0175438596491228	0.000158052789631737
lipid metabolic process	14	5	111	287	0.045045045045045	0.0174216027874564	0.000156951376463572
cellular ion homeostasis	14	2	111	125	0.018018018018018	0.016	0.000144144144144144
protein acylation	14	1	111	66	0.00900900900900901	0.0151515151515152	0.000136500136500137
DNA replication	14	2	111	139	0.018018018018018	0.0143884892086331	0.000129626028906604
cellular response to DNA damage stimulus	14	4	111	299	0.036036036036036	0.0133779264214047	0.000120521859652294
telomere organization	14	1	111	78	0.00900900900900901	0.0128205128205128	0.000115500115500115
ion transport	14	2	111	162	0.018018018018018	0.0123456790123457	0.000111222333444556
regulation of transport	14	1	111	84	0.00900900900900901	0.0119047619047619	0.000107250107250107
nuclear transport	14	2	111	176	0.018018018018018	0.0113636363636364	0.000102375102375102
protein targeting	14	3	111	309	0.027027027027027	0.00970873786407767	8.74661068835826e-05
regulation of DNA metabolic process	14	1	111	106	0.00900900900900901	0.00943396226415094	8.49906510283869e-05
proteolysis involved in cellular protein catabolic process	14	2	111	216	0.018018018018018	0.00925925925925926	8.34167500834168e-05
regulation of organelle organization	14	2	111	239	0.018018018018018	0.00836820083682008	7.53891967281089e-05
transcription from RNA polymerase II promoter	14	4	111	480	0.036036036036036	0.00833333333333333	7.50750750750751e-05
monocarboxylic acid metabolic process	14	1	111	127	0.00900900900900901	0.0078740157480315	7.09370788110946e-05
nucleobase-containing compound transport	14	1	111	138	0.00900900900900901	0.0072463768115942	6.52826739783262e-05
mitochondrion organization	14	3	111	425	0.027027027027027	0.00705882352941176	6.35930047694754e-05
cellular amino acid metabolic process	14	1	111	153	0.00900900900900901	0.0065359477124183	5.88824118235883e-05
generation of precursor metabolites and energy	14	1	111	155	0.00900900900900901	0.00645161290322581	5.81226387678001e-05
chromatin organization	14	2	111	318	0.018018018018018	0.00628930817610063	5.66604340189246e-05
cofactor metabolic process	14	1	111	178	0.00900900900900901	0.00561797752808989	5.0612410162972e-05
cell wall organization or biogenesis	14	1	111	198	0.00900900900900901	0.00505050505050505	4.55000455000455e-05
nucleobase-containing small molecule metabolic process	14	1	111	198	0.00900900900900901	0.00505050505050505	4.55000455000455e-05
regulation of cell cycle	14	1	111	213	0.00900900900900901	0.00469483568075117	4.22958169437043e-05
carbohydrate transport	13	2	69	33	0.0289855072463768	0.0606060606060606	0.000878348704435661
protein glycosylation	13	3	69	62	0.0434782608695652	0.0483870967741935	0.000701262272089762
oligosaccharide metabolic process	13	1	69	32	0.0144927536231884	0.03125	0.000452898550724638
protein acylation	13	2	69	66	0.0289855072463768	0.0303030303030303	0.00043917435221783
pseudohyphal growth	13	2	69	74	0.0289855072463768	0.027027027027027	0.000391696043869957
amino acid transport	13	1	69	40	0.0144927536231884	0.025	0.00036231884057971
transcription from RNA polymerase III promoter	13	1	69	41	0.0144927536231884	0.024390243902439	0.000353481795687522
protein modification by small protein conjugation or removal	13	4	69	170	0.0579710144927536	0.0235294117647059	0.000341005967604433
protein lipidation	13	1	69	45	0.0144927536231884	0.0222222222222222	0.000322061191626409
chromatin organization	13	7	69	318	0.101449275362319	0.0220125786163522	0.000319022878497858
response to oxidative stress	13	2	69	103	0.0289855072463768	0.0194174757281553	0.000281412691712396
regulation of translation	13	2	69	105	0.0289855072463768	0.019047619047619	0.000276052449965493
regulation of protein modification process	13	2	69	110	0.0289855072463768	0.0181818181818182	0.000263504611330698
histone modification	13	2	69	114	0.0289855072463768	0.0175438596491228	0.000254258835494533
invasive growth in response to glucose limitation	13	1	69	59	0.0144927536231884	0.0169491525423729	0.000245639891918448
translational initiation	13	1	69	61	0.0144927536231884	0.0163934426229508	0.000237586124970302
cellular ion homeostasis	13	2	69	125	0.0289855072463768	0.016	0.000231884057971014
response to heat	13	1	69	71	0.0144927536231884	0.0140845070422535	0.000204123290467442
proteolysis involved in cellular protein catabolic process	13	3	69	216	0.0434782608695652	0.0138888888888889	0.000201288244766506
peptidyl-amino acid modification	13	2	69	151	0.0289855072463768	0.0132450331125828	0.000191957001631635
regulation of transport	13	1	69	84	0.0144927536231884	0.0119047619047619	0.000172532781228433
response to osmotic stress	13	1	69	92	0.0144927536231884	0.0108695652173913	0.000157529930686831
Golgi vesicle transport	13	2	69	190	0.0289855072463768	0.0105263157894737	0.00015255530129672
transcription from RNA polymerase II promoter	13	5	69	480	0.072463768115942	0.0104166666666667	0.000150966183574879
endocytosis	13	1	69	98	0.0144927536231884	0.0102040816326531	0.000147885241052943
protein phosphorylation	13	2	69	197	0.0289855072463768	0.0101522842639594	0.000147134554550136
carbohydrate metabolic process	13	2	69	200	0.0289855072463768	0.01	0.000144927536231884
endosomal transport	13	1	69	102	0.0144927536231884	0.00980392156862745	0.00014208581983518
DNA repair	13	2	69	246	0.0289855072463768	0.00813008130081301	0.000117827265229174
organelle assembly	13	1	69	131	0.0144927536231884	0.00763358778625954	0.00011063170704724
lipid metabolic process	13	2	69	287	0.0289855072463768	0.00696864111498258	0.000100994798767863
cellular response to DNA damage stimulus	13	2	69	299	0.0289855072463768	0.00668896321070234	9.69414958072803e-05
cellular amino acid metabolic process	13	1	69	153	0.0144927536231884	0.0065359477124183	9.47238798901203e-05
cell wall organization or biogenesis	13	1	69	198	0.0144927536231884	0.00505050505050505	7.31957253696384e-05
regulation of cell cycle	13	1	69	213	0.0144927536231884	0.00469483568075117	6.80410968224808e-05
mitotic cell cycle	13	1	69	328	0.0144927536231884	0.00304878048780488	4.41852244609403e-05
translational elongation	13	1	69	334	0.0144927536231884	0.0029940119760479	4.33914779137377e-05
organelle inheritance	12	4	92	60	0.0434782608695652	0.0666666666666667	0.00072463768115942
cellular respiration	12	5	92	84	0.0543478260869565	0.0595238095238095	0.000646997929606625
lipid transport	12	4	92	68	0.0434782608695652	0.0588235294117647	0.000639386189258312
protein maturation	12	3	92	52	0.0326086956521739	0.0576923076923077	0.000627090301003344
mitochondrion organization	12	24	92	425	0.260869565217391	0.0564705882352941	0.000613810741687979
generation of precursor metabolites and energy	12	5	92	155	0.0543478260869565	0.032258064516129	0.000350631136044881
cellular ion homeostasis	12	3	92	125	0.0326086956521739	0.024	0.000260869565217391
DNA replication	12	3	92	139	0.0326086956521739	0.0215827338129496	0.000234594932749453
protein folding	12	2	92	95	0.0217391304347826	0.0210526315789474	0.00022883295194508
peroxisome organization	12	1	92	50	0.0108695652173913	0.02	0.000217391304347826
mitochondrial translation	12	3	92	167	0.0326086956521739	0.0179640718562874	0.00019526165061182
transmembrane transport	12	4	92	232	0.0434782608695652	0.0172413793103448	0.000187406296851574
regulation of organelle organization	12	4	92	239	0.0434782608695652	0.0167364016736402	0.000181917409496089
translational initiation	12	1	92	61	0.0108695652173913	0.0163934426229508	0.000178189593727726
protein targeting	12	5	92	309	0.0543478260869565	0.0161812297734628	0.000175882932320248
pseudohyphal growth	12	1	92	74	0.0108695652173913	0.0135135135135135	0.000146886016451234
cofactor metabolic process	12	2	92	178	0.0217391304347826	0.0112359550561798	0.000122129946262824
regulation of translation	12	1	92	105	0.0108695652173913	0.00952380952380952	0.00010351966873706
regulation of DNA metabolic process	12	1	92	106	0.0108695652173913	0.00943396226415094	0.000102543068088597
proteolysis involved in cellular protein catabolic process	12	2	92	216	0.0217391304347826	0.00925925925925926	0.000100644122383253
transcription from RNA polymerase II promoter	12	4	92	480	0.0434782608695652	0.00833333333333333	9.05797101449275e-05
nucleobase-containing compound transport	12	1	92	138	0.0108695652173913	0.0072463768115942	7.87649653434153e-05
sporulation	12	1	92	138	0.0108695652173913	0.0072463768115942	7.87649653434153e-05
lipid metabolic process	12	2	92	287	0.0217391304347826	0.00696864111498258	7.57460990758976e-05
RNA splicing	12	1	92	144	0.0108695652173913	0.00694444444444444	7.54830917874396e-05
ion transport	12	1	92	162	0.0108695652173913	0.00617283950617284	6.70960815888352e-05
mRNA processing	12	1	92	170	0.0108695652173913	0.00588235294117647	6.39386189258312e-05
protein phosphorylation	12	1	92	197	0.0108695652173913	0.0050761421319797	5.5175457956301e-05
nucleobase-containing small molecule metabolic process	12	1	92	198	0.0108695652173913	0.00505050505050505	5.48967940272288e-05
meiotic cell cycle	12	1	92	287	0.0108695652173913	0.00348432055749129	3.78730495379488e-05
cell morphogenesis	11	2	90	29	0.0222222222222222	0.0689655172413793	0.000766283524904215
protein alkylation	11	3	90	50	0.0333333333333333	0.06	0.000666666666666667
response to starvation	11	2	90	56	0.0222222222222222	0.0357142857142857	0.000396825396825397
conjugation	11	4	90	124	0.0444444444444444	0.032258064516129	0.0003584229390681
nucleus organization	11	2	90	66	0.0222222222222222	0.0303030303030303	0.000336700336700337
lipid transport	11	2	90	68	0.0222222222222222	0.0294117647058824	0.000326797385620915
regulation of transport	11	2	90	84	0.0222222222222222	0.0238095238095238	0.000264550264550265
nucleobase-containing compound transport	11	3	90	138	0.0333333333333333	0.0217391304347826	0.000241545893719807
Golgi vesicle transport	11	4	90	190	0.0444444444444444	0.0210526315789474	0.000233918128654971
exocytosis	11	1	90	49	0.0111111111111111	0.0204081632653061	0.000226757369614512
protein dephosphorylation	11	1	90	49	0.0111111111111111	0.0204081632653061	0.000226757369614512
peroxisome organization	11	1	90	50	0.0111111111111111	0.02	0.000222222222222222
peptidyl-amino acid modification	11	3	90	151	0.0333333333333333	0.0198675496688742	0.00022075055187638
regulation of DNA metabolic process	11	2	90	106	0.0222222222222222	0.0188679245283019	0.000209643605870021
histone modification	11	2	90	114	0.0222222222222222	0.0175438596491228	0.000194931773879142
invasive growth in response to glucose limitation	11	1	90	59	0.0111111111111111	0.0169491525423729	0.000188323917137476
organelle inheritance	11	1	90	60	0.0111111111111111	0.0166666666666667	0.000185185185185185
translational initiation	11	1	90	61	0.0111111111111111	0.0163934426229508	0.000182149362477231
DNA-templated transcription, initiation	11	1	90	71	0.0111111111111111	0.0140845070422535	0.000156494522691706
response to heat	11	1	90	71	0.0111111111111111	0.0140845070422535	0.000156494522691706
lipid metabolic process	11	4	90	287	0.0444444444444444	0.0139372822299652	0.000154858691444057
proteolysis involved in cellular protein catabolic process	11	3	90	216	0.0333333333333333	0.0138888888888889	0.000154320987654321
telomere organization	11	1	90	78	0.0111111111111111	0.0128205128205128	0.000142450142450142
vesicle organization	11	1	90	81	0.0111111111111111	0.0123456790123457	0.000137174211248285
DNA repair	11	3	90	246	0.0333333333333333	0.0121951219512195	0.00013550135501355
nuclear transport	11	2	90	176	0.0222222222222222	0.0113636363636364	0.000126262626262626
organelle fusion	11	1	90	88	0.0111111111111111	0.0113636363636364	0.000126262626262626
DNA recombination	11	2	90	179	0.0222222222222222	0.0111731843575419	0.000124146492861577
protein folding	11	1	90	95	0.0111111111111111	0.0105263157894737	0.000116959064327485
DNA-templated transcription, elongation	11	1	90	96	0.0111111111111111	0.0104166666666667	0.000115740740740741
endocytosis	11	1	90	98	0.0111111111111111	0.0102040816326531	0.000113378684807256
nucleobase-containing small molecule metabolic process	11	2	90	198	0.0222222222222222	0.0101010101010101	0.000112233445566779
cellular response to DNA damage stimulus	11	3	90	299	0.0333333333333333	0.0100334448160535	0.000111482720178372
regulation of translation	11	1	90	105	0.0111111111111111	0.00952380952380952	0.000105820105820106
chromatin organization	11	3	90	318	0.0333333333333333	0.00943396226415094	0.00010482180293501
transmembrane transport	11	2	90	232	0.0222222222222222	0.00862068965517241	9.57854406130268e-05
transcription from RNA polymerase II promoter	11	4	90	480	0.0444444444444444	0.00833333333333333	9.25925925925926e-05
RNA catabolic process	11	1	90	132	0.0111111111111111	0.00757575757575758	8.41750841750842e-05
cellular amino acid metabolic process	11	1	90	153	0.0111111111111111	0.0065359477124183	7.26216412490922e-05
protein targeting	11	2	90	309	0.0222222222222222	0.00647249190938511	7.19165767709457e-05
generation of precursor metabolites and energy	11	1	90	155	0.0111111111111111	0.00645161290322581	7.16845878136201e-05
mRNA processing	11	1	90	170	0.0111111111111111	0.00588235294117647	6.5359477124183e-05
protein modification by small protein conjugation or removal	11	1	90	170	0.0111111111111111	0.00588235294117647	6.5359477124183e-05
protein phosphorylation	11	1	90	197	0.0111111111111111	0.0050761421319797	5.64015792442188e-05
cell wall organization or biogenesis	11	1	90	198	0.0111111111111111	0.00505050505050505	5.61167227833895e-05
mitochondrion organization	11	2	90	425	0.0222222222222222	0.00470588235294118	5.22875816993464e-05
regulation of cell cycle	11	1	90	213	0.0111111111111111	0.00469483568075117	5.21648408972353e-05
regulation of organelle organization	11	1	90	239	0.0111111111111111	0.00418410041841004	4.64900046490005e-05
meiotic cell cycle	11	1	90	287	0.0111111111111111	0.00348432055749129	3.87146728610143e-05
organelle fission	11	1	90	296	0.0111111111111111	0.00337837837837838	3.75375375375375e-05
mitotic cell cycle	11	1	90	328	0.0111111111111111	0.00304878048780488	3.38753387533875e-05
protein glycosylation	10	17	97	62	0.175257731958763	0.274193548387097	0.00282673761223811
protein lipidation	10	4	97	45	0.0412371134020619	0.0888888888888889	0.000916380297823597
cell wall organization or biogenesis	10	13	97	198	0.134020618556701	0.0656565656565657	0.000676871810892429
protein maturation	10	3	97	52	0.0309278350515464	0.0576923076923077	0.000594766058683584
lipid metabolic process	10	13	97	287	0.134020618556701	0.0452961672473868	0.000466970796364812
oligosaccharide metabolic process	10	1	97	32	0.0103092783505155	0.03125	0.000322164948453608
carbohydrate transport	10	1	97	33	0.0103092783505155	0.0303030303030303	0.000312402374258044
carbohydrate metabolic process	10	5	97	200	0.0515463917525773	0.025	0.000257731958762887
response to osmotic stress	10	2	97	92	0.0206185567010309	0.0217391304347826	0.000224114746750336
protein folding	10	2	97	95	0.0206185567010309	0.0210526315789474	0.00021703743895822
proteolysis involved in cellular protein catabolic process	10	4	97	216	0.0412371134020619	0.0185185185185185	0.000190912562046583
response to starvation	10	1	97	56	0.0103092783505155	0.0178571428571429	0.000184094256259205
translational initiation	10	1	97	61	0.0103092783505155	0.0163934426229508	0.000169004563123204
cellular ion homeostasis	10	2	97	125	0.0206185567010309	0.016	0.000164948453608247
response to heat	10	1	97	71	0.0103092783505155	0.0140845070422535	0.000145201103528387
cytoskeleton organization	10	3	97	232	0.0309278350515464	0.0129310344827586	0.000133309633842872
generation of precursor metabolites and energy	10	2	97	155	0.0206185567010309	0.0129032258064516	0.000133022946458264
vesicle organization	10	1	97	81	0.0103092783505155	0.0123456790123457	0.000127275041364388
cellular respiration	10	1	97	84	0.0103092783505155	0.0119047619047619	0.000122729504172803
regulation of transport	10	1	97	84	0.0103092783505155	0.0119047619047619	0.000122729504172803
cytokinesis	10	1	97	88	0.0103092783505155	0.0113636363636364	0.000117150890346767
Golgi vesicle transport	10	2	97	190	0.0206185567010309	0.0105263157894737	0.00010851871947911
endocytosis	10	1	97	98	0.0103092783505155	0.0102040816326531	0.000105196717862403
transmembrane transport	10	2	97	232	0.0206185567010309	0.00862068965517241	8.88730892285816e-05
transcription from RNA polymerase II promoter	10	4	97	480	0.0412371134020619	0.00833333333333333	8.59106529209622e-05
conjugation	10	1	97	124	0.0103092783505155	0.00806451612903226	8.3139341536415e-05
organelle assembly	10	1	97	131	0.0103092783505155	0.00763358778625954	7.86967813016448e-05
protein targeting	10	2	97	309	0.0206185567010309	0.00647249190938511	6.67267207153104e-05
protein phosphorylation	10	1	97	197	0.0103092783505155	0.0050761421319797	5.23313621853577e-05
regulation of organelle organization	10	1	97	239	0.0103092783505155	0.00418410041841004	4.31350558598973e-05
meiotic cell cycle	10	1	97	287	0.0103092783505155	0.00348432055749129	3.59208304896009e-05
chromatin organization	10	1	97	318	0.0103092783505155	0.00314465408805031	3.24191143097971e-05
mitotic cell cycle	10	1	97	328	0.0103092783505155	0.00304878048780488	3.14307266784008e-05
chromosome segregation	9	30	246	198	0.121951219512195	0.151515151515152	0.000615915250061592
mitotic cell cycle	9	36	246	328	0.146341463414634	0.109756097560976	0.000446162998215348
organelle fission	9	31	246	296	0.126016260162602	0.10472972972973	0.000425730608657438
regulation of cell cycle	9	20	246	213	0.0813008130081301	0.0938967136150235	0.000381693957784648
regulation of organelle organization	9	20	246	239	0.0813008130081301	0.0836820083682008	0.000340170765724394
cytoskeleton organization	9	19	246	232	0.0772357723577236	0.0818965517241379	0.00033291281188674
meiotic cell cycle	9	12	246	287	0.0487804878048781	0.0418118466898955	0.00016996685646299
organelle assembly	9	5	246	131	0.0203252032520325	0.0381679389312977	0.000155154223297958
regulation of protein modification process	9	4	246	110	0.016260162601626	0.0363636363636364	0.000147819660014782
DNA-templated transcription, elongation	9	3	246	96	0.0121951219512195	0.03125	0.000127032520325203
nucleus organization	9	2	246	66	0.00813008130081301	0.0303030303030303	0.000123183050012318
sporulation	9	4	246	138	0.016260162601626	0.0289855072463768	0.000117827265229174
pseudohyphal growth	9	2	246	74	0.00813008130081301	0.027027027027027	0.0001098659635245
DNA-templated transcription, termination	9	1	246	43	0.0040650406504065	0.0232558139534884	9.4535829079221e-05
snoRNA processing	9	1	246	45	0.0040650406504065	0.0222222222222222	9.03342366757001e-05
protein folding	9	2	246	95	0.00813008130081301	0.0210526315789474	8.55798031664527e-05
protein dephosphorylation	9	1	246	49	0.0040650406504065	0.0204081632653061	8.29600132736021e-05
generation of precursor metabolites and energy	9	3	246	155	0.0121951219512195	0.0193548387096774	7.86782061369001e-05
regulation of translation	9	2	246	105	0.00813008130081301	0.019047619047619	7.74293457220286e-05
regulation of DNA metabolic process	9	2	246	106	0.00813008130081301	0.0188679245283019	7.66988801963491e-05
protein modification by small protein conjugation or removal	9	3	246	170	0.0121951219512195	0.0176470588235294	7.17360114777618e-05
DNA recombination	9	3	246	179	0.0121951219512195	0.0167597765363128	6.81291729118408e-05
organelle inheritance	9	1	246	60	0.0040650406504065	0.0166666666666667	6.77506775067751e-05
protein phosphorylation	9	3	246	197	0.0121951219512195	0.0152284263959391	6.19041723412158e-05
RNA catabolic process	9	2	246	132	0.00813008130081301	0.0151515151515152	6.15915250061592e-05
carbohydrate metabolic process	9	3	246	200	0.0121951219512195	0.015	6.09756097560976e-05
transcription from RNA polymerase I promoter	9	1	246	68	0.0040650406504065	0.0147058823529412	5.97800095648015e-05
proteolysis involved in cellular protein catabolic process	9	3	246	216	0.0121951219512195	0.0138888888888889	5.64588979223126e-05
transcription from RNA polymerase II promoter	9	6	246	480	0.024390243902439	0.0125	5.08130081300813e-05
vacuole organization	9	1	246	84	0.0040650406504065	0.0119047619047619	4.83933410762679e-05
cytokinesis	9	1	246	88	0.0040650406504065	0.0113636363636364	4.61936437546194e-05
organelle fusion	9	1	246	88	0.0040650406504065	0.0113636363636364	4.61936437546194e-05
