GO_Slim_term	cluster	Slim_term_counts_per_cluster	cluster_size	GO_Slim_term_count	percent_cluster	percent_slim	normalized
protein lipidation	1	7	3123	45	0.00224143451809158	0.155555555555556	4.98096559575906e-05
mRNA processing	1	26	3123	170	0.00832532821005444	0.152941176470588	4.89725188826731e-05
ribosomal small subunit biogenesis	1	20	3123	135	0.0064040986231188	0.148148148148148	4.74377675786577e-05
organelle fusion	1	13	3123	88	0.00416266410502722	0.147727272727273	4.73030011934911e-05
translational initiation	1	9	3123	61	0.00288184438040346	0.147540983606557	4.72433504984173e-05
lipid transport	1	10	3123	68	0.0032020493115594	0.147058823529412	4.70889604641088e-05
RNA splicing	1	21	3123	144	0.00672430355427474	0.145833333333333	4.66965524602412e-05
monocarboxylic acid metabolic process	1	18	3123	127	0.00576368876080692	0.141732283464567	4.53833760693458e-05
DNA-templated transcription, initiation	1	10	3123	71	0.0032020493115594	0.140845070422535	4.50992860783014e-05
generation of precursor metabolites and energy	1	21	3123	155	0.00672430355427474	0.135483870967742	4.3382603575966e-05
membrane fusion	1	10	3123	75	0.0032020493115594	0.133333333333333	4.2693990820792e-05
transmembrane transport	1	30	3123	232	0.00960614793467819	0.129310344827586	4.14058100632681e-05
ribosome assembly	1	7	3123	59	0.00224143451809158	0.11864406779661	3.79904155608742e-05
ion transport	1	19	3123	162	0.00608389369196286	0.117283950617284	3.75548993331041e-05
rRNA processing	1	35	3123	311	0.0112071725904579	0.112540192926045	3.60359247281604e-05
snoRNA processing	1	5	3123	45	0.0016010246557797	0.111111111111111	3.55783256839933e-05
cellular respiration	1	9	3123	84	0.00288184438040346	0.107142857142857	3.43076711952793e-05
mitochondrion organization	1	44	3123	425	0.0140890169708614	0.103529411764706	3.31506281667326e-05
cellular amino acid metabolic process	1	15	3123	153	0.0048030739673391	0.0980392156862745	3.13926403094059e-05
vitamin metabolic process	1	4	3123	43	0.00128081972462376	0.0930232558139535	2.97865052238084e-05
ribosomal subunit export from nucleus	1	4	3123	46	0.00128081972462376	0.0869565217391304	2.78439070570382e-05
cofactor metabolic process	1	14	3123	178	0.00448286903618316	0.0786516853932584	2.5184657506647e-05
nucleobase-containing small molecule metabolic process	1	15	3123	198	0.0048030739673391	0.0757575757575758	2.42579493299954e-05
amino acid transport	1	3	3123	40	0.000960614793467819	0.075	2.40153698366955e-05
tRNA aminoacylation for protein translation	1	1	3123	36	0.00032020493115594	0.0277777777777778	8.89458142099833e-06
translational elongation	1	8	3123	334	0.00256163944924752	0.0239520958083832	7.66957918936383e-06
mitochondrial translation	1	3	3123	167	0.000960614793467819	0.0179640718562874	5.75218439202287e-06
peroxisome organization	0	1	5	50	0.2	0.02	0.004
endocytosis	0	1	5	98	0.2	0.0102040816326531	0.00204081632653061
cytoskeleton organization	0	1	5	232	0.2	0.00431034482758621	0.000862068965517241
organelle fission	0	1	5	296	0.2	0.00337837837837838	0.000675675675675676
protein targeting	0	1	5	309	0.2	0.00323624595469256	0.000647249190938511
