GO_Slim_term	cluster	Slim_term_counts_per_cluster	cluster_size	GO_Slim_term_count	percent_cluster	percent_slim	normalized
monocarboxylic acid metabolic process	19	1	69	127	0.0144927536231884	0.0078740157480315	0.000114116170261326
organelle assembly	19	1	69	131	0.0144927536231884	0.00763358778625954	0.00011063170704724
sporulation	19	1	69	138	0.0144927536231884	0.0072463768115942	0.00010501995379122
lipid metabolic process	19	2	69	287	0.0289855072463768	0.00696864111498258	0.000100994798767863
ion transport	19	1	69	162	0.0144927536231884	0.00617283950617284	8.94614421184469e-05
protein modification by small protein conjugation or removal	19	1	69	170	0.0144927536231884	0.00588235294117647	8.52514919011083e-05
Golgi vesicle transport	19	1	69	190	0.0144927536231884	0.00526315789473684	7.627765064836e-05
protein phosphorylation	19	1	69	197	0.0144927536231884	0.0050761421319797	7.35672772750681e-05
nucleobase-containing small molecule metabolic process	19	1	69	198	0.0144927536231884	0.00505050505050505	7.31957253696384e-05
regulation of cell cycle	19	1	69	213	0.0144927536231884	0.00469483568075117	6.80410968224808e-05
cytoskeleton organization	19	1	69	232	0.0144927536231884	0.00431034482758621	6.24687656171914e-05
transmembrane transport	19	1	69	232	0.0144927536231884	0.00431034482758621	6.24687656171914e-05
protein targeting	19	1	69	309	0.0144927536231884	0.00323624595469256	4.69021152853994e-05
mitotic cell cycle	19	1	69	328	0.0144927536231884	0.00304878048780488	4.41852244609403e-05
mitochondrion organization	19	1	69	425	0.0144927536231884	0.00235294117647059	3.41005967604433e-05
peroxisome organization	18	11	112	50	0.0982142857142857	0.22	0.00196428571428571
protein modification by small protein conjugation or removal	18	9	112	170	0.0803571428571429	0.0529411764705882	0.000472689075630252
transmembrane transport	18	11	112	232	0.0982142857142857	0.0474137931034483	0.000423337438423645
protein targeting	18	12	112	309	0.107142857142857	0.0388349514563107	0.000346740638002774
organelle inheritance	18	2	112	60	0.0178571428571429	0.0333333333333333	0.000297619047619048
organelle fusion	18	2	112	88	0.0178571428571429	0.0227272727272727	0.000202922077922078
response to osmotic stress	18	2	112	92	0.0178571428571429	0.0217391304347826	0.000194099378881988
endocytosis	18	2	112	98	0.0178571428571429	0.0204081632653061	0.000182215743440233
protein dephosphorylation	18	1	112	49	0.00892857142857143	0.0204081632653061	0.000182215743440233
protein maturation	18	1	112	52	0.00892857142857143	0.0192307692307692	0.000171703296703297
regulation of protein modification process	18	2	112	110	0.0178571428571429	0.0181818181818182	0.000162337662337662
cell budding	18	1	112	58	0.00892857142857143	0.0172413793103448	0.000153940886699507
regulation of organelle organization	18	4	112	239	0.0357142857142857	0.0167364016736402	0.000149432157800359
translational initiation	18	1	112	61	0.00892857142857143	0.0163934426229508	0.000146370023419204
conjugation	18	2	112	124	0.0178571428571429	0.0161290322580645	0.000144009216589862
protein glycosylation	18	1	112	62	0.00892857142857143	0.0161290322580645	0.000144009216589862
chromosome segregation	18	3	112	198	0.0267857142857143	0.0151515151515152	0.000135281385281385
nucleus organization	18	1	112	66	0.00892857142857143	0.0151515151515152	0.000135281385281385
regulation of cell cycle	18	3	112	213	0.0267857142857143	0.0140845070422535	0.000125754527162978
response to heat	18	1	112	71	0.00892857142857143	0.0140845070422535	0.000125754527162978
proteolysis involved in cellular protein catabolic process	18	3	112	216	0.0267857142857143	0.0138888888888889	0.000124007936507937
membrane fusion	18	1	112	75	0.00892857142857143	0.0133333333333333	0.000119047619047619
peptidyl-amino acid modification	18	2	112	151	0.0178571428571429	0.0132450331125828	0.000118259224219489
cytoskeleton organization	18	3	112	232	0.0267857142857143	0.0129310344827586	0.000115455665024631
telomere organization	18	1	112	78	0.00892857142857143	0.0128205128205128	0.000114468864468864
vacuole organization	18	1	112	84	0.00892857142857143	0.0119047619047619	0.000106292517006803
cytokinesis	18	1	112	88	0.00892857142857143	0.0113636363636364	0.000101461038961039
cytoplasmic translation	18	2	112	179	0.0178571428571429	0.0111731843575419	9.97605746209098e-05
protein phosphorylation	18	2	112	197	0.0178571428571429	0.0101522842639594	9.06453952139231e-05
endosomal transport	18	1	112	102	0.00892857142857143	0.00980392156862745	8.75350140056022e-05
regulation of translation	18	1	112	105	0.00892857142857143	0.00952380952380952	8.50340136054422e-05
regulation of DNA metabolic process	18	1	112	106	0.00892857142857143	0.00943396226415094	8.42318059299191e-05
tRNA processing	18	1	112	109	0.00892857142857143	0.00917431192660551	8.1913499344692e-05
mitotic cell cycle	18	3	112	328	0.0267857142857143	0.00914634146341463	8.16637630662021e-05
DNA repair	18	2	112	246	0.0178571428571429	0.00813008130081301	7.25900116144019e-05
organelle assembly	18	1	112	131	0.00892857142857143	0.00763358778625954	6.81570338058888e-05
RNA catabolic process	18	1	112	132	0.00892857142857143	0.00757575757575758	6.76406926406926e-05
DNA replication	18	1	112	139	0.00892857142857143	0.00719424460431655	6.42343268242549e-05
organelle fission	18	2	112	296	0.0178571428571429	0.00675675675675676	6.03281853281853e-05
cellular response to DNA damage stimulus	18	2	112	299	0.0178571428571429	0.00668896321070234	5.97228858098423e-05
cellular amino acid metabolic process	18	1	112	153	0.00892857142857143	0.0065359477124183	5.83566760037348e-05
RNA modification	18	1	112	172	0.00892857142857143	0.00581395348837209	5.19102990033223e-05
DNA recombination	18	1	112	179	0.00892857142857143	0.00558659217877095	4.98802873104549e-05
cell wall organization or biogenesis	18	1	112	198	0.00892857142857143	0.00505050505050505	4.50937950937951e-05
mitochondrion organization	18	2	112	425	0.0178571428571429	0.00470588235294118	4.20168067226891e-05
chromatin organization	18	1	112	318	0.00892857142857143	0.00314465408805031	2.80772686433064e-05
translational elongation	18	1	112	334	0.00892857142857143	0.0029940119760479	2.6732249786142e-05
regulation of DNA metabolic process	17	8	146	106	0.0547945205479452	0.0754716981132075	0.000516929439131559
DNA replication	17	6	146	139	0.0410958904109589	0.0431654676258993	0.000295653887848625
protein modification by small protein conjugation or removal	17	7	146	170	0.0479452054794521	0.0411764705882353	0.000282030620467365
protein dephosphorylation	17	2	146	49	0.0136986301369863	0.0408163265306122	0.000279563880346659
regulation of cell cycle	17	8	146	213	0.0547945205479452	0.0375586854460094	0.000257251270178147
carbohydrate transport	17	1	146	33	0.00684931506849315	0.0303030303030303	0.00020755500207555
ribosomal small subunit biogenesis	17	4	146	135	0.0273972602739726	0.0296296296296296	0.000202942668696093
DNA repair	17	7	146	246	0.0479452054794521	0.0284552845528455	0.000194899209266065
cytoplasmic translation	17	5	146	179	0.0342465753424658	0.0279329608938547	0.000191321649957909
regulation of protein modification process	17	3	146	110	0.0205479452054795	0.0272727272727273	0.000186799501867995
cellular response to DNA damage stimulus	17	8	146	299	0.0547945205479452	0.0267558528428094	0.000183259266046639
telomere organization	17	2	146	78	0.0136986301369863	0.0256410256410256	0.000175623463294696
mitotic cell cycle	17	8	146	328	0.0547945205479452	0.024390243902439	0.000167056465085199
organelle fission	17	7	146	296	0.0479452054794521	0.0236486486486486	0.000161977045538689
DNA-templated transcription, termination	17	1	146	43	0.00684931506849315	0.0232558139534884	0.000159286396941701
DNA recombination	17	4	146	179	0.0273972602739726	0.0223463687150838	0.000153057319966327
chromatin organization	17	7	146	318	0.0479452054794521	0.0220125786163522	0.000150771086413371
regulation of organelle organization	17	5	146	239	0.0342465753424658	0.0209205020920502	0.000143291110219522
DNA-templated transcription, elongation	17	2	146	96	0.0136986301369863	0.0208333333333333	0.000142694063926941
exocytosis	17	1	146	49	0.00684931506849315	0.0204081632653061	0.00013978194017333
chromosome segregation	17	4	146	198	0.0273972602739726	0.0202020202020202	0.0001383700013837
proteolysis involved in cellular protein catabolic process	17	4	146	216	0.0273972602739726	0.0185185185185185	0.000126839167935058
histone modification	17	2	146	114	0.0136986301369863	0.0175438596491228	0.000120163422254266
meiotic cell cycle	17	5	146	287	0.0342465753424658	0.0174216027874564	0.000119326046489428
invasive growth in response to glucose limitation	17	1	146	59	0.00684931506849315	0.0169491525423729	0.000116090085906664
ribosome assembly	17	1	146	59	0.00684931506849315	0.0169491525423729	0.000116090085906664
rRNA processing	17	5	146	311	0.0342465753424658	0.0160771704180064	0.000110117605602784
organelle assembly	17	2	146	131	0.0136986301369863	0.0152671755725191	0.000104569695702186
protein acylation	17	1	146	66	0.00684931506849315	0.0151515151515152	0.000103777501037775
lipid transport	17	1	146	68	0.00684931506849315	0.0147058823529412	0.000100725221595488
transcription from RNA polymerase I promoter	17	1	146	68	0.00684931506849315	0.0147058823529412	0.000100725221595488
DNA-templated transcription, initiation	17	1	146	71	0.00684931506849315	0.0140845070422535	9.64692263168049e-05
pseudohyphal growth	17	1	146	74	0.00684931506849315	0.0135135135135135	9.25583117363939e-05
peptidyl-amino acid modification	17	2	146	151	0.0136986301369863	0.0132450331125828	9.0719404880704e-05
ion transport	17	2	146	162	0.0136986301369863	0.0123456790123457	8.45594452900389e-05
regulation of transport	17	1	146	84	0.00684931506849315	0.0119047619047619	8.15394651011089e-05
transcription from RNA polymerase II promoter	17	5	146	480	0.0342465753424658	0.0104166666666667	7.13470319634703e-05
response to oxidative stress	17	1	146	103	0.00684931506849315	0.00970873786407767	6.64982045484772e-05
cellular ion homeostasis	17	1	146	125	0.00684931506849315	0.008	5.47945205479452e-05
monocarboxylic acid metabolic process	17	1	146	127	0.00684931506849315	0.0078740157480315	5.39316147125445e-05
sporulation	17	1	146	138	0.00684931506849315	0.0072463768115942	4.96327178876315e-05
lipid metabolic process	17	2	146	287	0.0136986301369863	0.00696864111498258	4.77304185957711e-05
Golgi vesicle transport	17	1	146	190	0.00684931506849315	0.00526315789473684	3.60490266762797e-05
protein phosphorylation	17	1	146	197	0.00684931506849315	0.0050761421319797	3.47680967943815e-05
cell wall organization or biogenesis	17	1	146	198	0.00684931506849315	0.00505050505050505	3.4592500345925e-05
nucleobase-containing small molecule metabolic process	17	1	146	198	0.00684931506849315	0.00505050505050505	3.4592500345925e-05
cytoskeleton organization	17	1	146	232	0.00684931506849315	0.00431034482758621	2.95229097779877e-05
chromosome segregation	16	21	167	198	0.125748502994012	0.106060606060606	0.000635093449464707
organelle fission	16	22	167	296	0.131736526946108	0.0743243243243243	0.000445055834277391
regulation of cell cycle	16	15	167	213	0.0898203592814371	0.0704225352112676	0.000421691827612381
mitotic cell cycle	16	21	167	328	0.125748502994012	0.0640243902439024	0.000383379582298817
regulation of organelle organization	16	12	167	239	0.0718562874251497	0.0502092050209205	0.000300653922280961
transcription from RNA polymerase I promoter	16	3	167	68	0.0179640718562874	0.0441176470588235	0.000264177527298344
meiotic cell cycle	16	11	167	287	0.0658682634730539	0.0383275261324042	0.000229506144505414
carbohydrate transport	16	1	167	33	0.00598802395209581	0.0303030303030303	0.000181455271275631
protein acylation	16	2	167	66	0.0119760479041916	0.0303030303030303	0.000181455271275631
pseudohyphal growth	16	2	167	74	0.0119760479041916	0.027027027027027	0.000161838485191779
RNA catabolic process	16	3	167	132	0.0179640718562874	0.0227272727272727	0.000136091453456723
DNA recombination	16	4	167	179	0.0239520958083832	0.0223463687150838	0.000133810591108286
protein lipidation	16	1	167	45	0.00598802395209581	0.0222222222222222	0.000133067198935462
protein dephosphorylation	16	1	167	49	0.00598802395209581	0.0204081632653061	0.000122204570450935
regulation of translation	16	2	167	105	0.0119760479041916	0.019047619047619	0.000114057599087539
regulation of protein modification process	16	2	167	110	0.0119760479041916	0.0181818181818182	0.000108873162765378
cytoskeleton organization	16	4	167	232	0.0239520958083832	0.0172413793103448	0.000103241792277514
conjugation	16	2	167	124	0.0119760479041916	0.0161290322580645	9.65810314854163e-05
organelle assembly	16	2	167	131	0.0119760479041916	0.0152671755725191	9.14202130090963e-05
nucleus organization	16	1	167	66	0.00598802395209581	0.0151515151515152	9.07276356378153e-05
lipid transport	16	1	167	68	0.00598802395209581	0.0147058823529412	8.80591757661148e-05
sporulation	16	2	167	138	0.0119760479041916	0.0144927536231884	8.67829558274755e-05
DNA-templated transcription, initiation	16	1	167	71	0.00598802395209581	0.0140845070422535	8.43383655224762e-05
vacuole organization	16	1	167	84	0.00598802395209581	0.0119047619047619	7.1285999429712e-05
cytokinesis	16	1	167	88	0.00598802395209581	0.0113636363636364	6.80457267283615e-05
organelle fusion	16	1	167	88	0.00598802395209581	0.0113636363636364	6.80457267283615e-05
DNA-templated transcription, elongation	16	1	167	96	0.00598802395209581	0.0104166666666667	6.2375249500998e-05
endocytosis	16	1	167	98	0.00598802395209581	0.0102040816326531	6.11022852254674e-05
protein phosphorylation	16	2	167	197	0.0119760479041916	0.0101522842639594	6.07921213410742e-05
cellular response to DNA damage stimulus	16	3	167	299	0.0179640718562874	0.0100334448160535	6.00805078805599e-05
regulation of DNA metabolic process	16	1	167	106	0.00598802395209581	0.00943396226415094	5.64907920009039e-05
proteolysis involved in cellular protein catabolic process	16	2	167	216	0.0119760479041916	0.00925925925925926	5.54446662231093e-05
histone modification	16	1	167	114	0.00598802395209581	0.0087719298245614	5.25265258955773e-05
DNA repair	16	2	167	246	0.0119760479041916	0.00813008130081301	4.86831215617545e-05
ribosomal small subunit biogenesis	16	1	167	135	0.00598802395209581	0.00740740740740741	4.43557329784875e-05
DNA replication	16	1	167	139	0.00598802395209581	0.00719424460431655	4.30793090078835e-05
peptidyl-amino acid modification	16	1	167	151	0.00598802395209581	0.00662251655629139	3.96557877622239e-05
generation of precursor metabolites and energy	16	1	167	155	0.00598802395209581	0.00645161290322581	3.86324125941665e-05
translational elongation	16	2	167	334	0.0119760479041916	0.00598802395209581	3.58564308508731e-05
protein modification by small protein conjugation or removal	16	1	167	170	0.00598802395209581	0.00588235294117647	3.52236703064459e-05
nuclear transport	16	1	167	176	0.00598802395209581	0.00568181818181818	3.40228633641807e-05
carbohydrate metabolic process	16	1	167	200	0.00598802395209581	0.005	2.9940119760479e-05
transmembrane transport	16	1	167	232	0.00598802395209581	0.00431034482758621	2.58104480693785e-05
transcription from RNA polymerase II promoter	16	2	167	480	0.0119760479041916	0.00416666666666667	2.49500998003992e-05
lipid metabolic process	16	1	167	287	0.00598802395209581	0.00348432055749129	2.08641949550377e-05
rRNA processing	16	1	167	311	0.00598802395209581	0.00321543408360129	1.92540963089897e-05
chromatin organization	16	1	167	318	0.00598802395209581	0.00314465408805031	1.88302640003013e-05
endosomal transport	15	9	90	102	0.1	0.0882352941176471	0.000980392156862745
vacuole organization	15	4	90	84	0.0444444444444444	0.0476190476190476	0.000529100529100529
Golgi vesicle transport	15	9	90	190	0.1	0.0473684210526316	0.000526315789473684
protein folding	15	4	90	95	0.0444444444444444	0.0421052631578947	0.000467836257309942
organelle inheritance	15	2	90	60	0.0222222222222222	0.0333333333333333	0.00037037037037037
protein targeting	15	10	90	309	0.111111111111111	0.0323624595469256	0.000359582883854729
oligosaccharide metabolic process	15	1	90	32	0.0111111111111111	0.03125	0.000347222222222222
carbohydrate transport	15	1	90	33	0.0111111111111111	0.0303030303030303	0.000336700336700337
membrane fusion	15	2	90	75	0.0222222222222222	0.0266666666666667	0.000296296296296296
transcription from RNA polymerase III promoter	15	1	90	41	0.0111111111111111	0.024390243902439	0.0002710027100271
conjugation	15	3	90	124	0.0333333333333333	0.0241935483870968	0.000268817204301075
lipid metabolic process	15	6	90	287	0.0666666666666667	0.0209059233449477	0.000232288037166086
protein dephosphorylation	15	1	90	49	0.0111111111111111	0.0204081632653061	0.000226757369614512
peroxisome organization	15	1	90	50	0.0111111111111111	0.02	0.000222222222222222
protein alkylation	15	1	90	50	0.0111111111111111	0.02	0.000222222222222222
response to starvation	15	1	90	56	0.0111111111111111	0.0178571428571429	0.000198412698412698
organelle assembly	15	2	90	131	0.0222222222222222	0.0152671755725191	0.000169635284139101
carbohydrate metabolic process	15	3	90	200	0.0333333333333333	0.015	0.000166666666666667
lipid transport	15	1	90	68	0.0111111111111111	0.0147058823529412	0.000163398692810458
response to heat	15	1	90	71	0.0111111111111111	0.0140845070422535	0.000156494522691706
peptidyl-amino acid modification	15	2	90	151	0.0222222222222222	0.0132450331125828	0.000147167034584253
generation of precursor metabolites and energy	15	2	90	155	0.0222222222222222	0.0129032258064516	0.00014336917562724
vesicle organization	15	1	90	81	0.0111111111111111	0.0123456790123457	0.000137174211248285
regulation of transport	15	1	90	84	0.0111111111111111	0.0119047619047619	0.000132275132275132
organelle fusion	15	1	90	88	0.0111111111111111	0.0113636363636364	0.000126262626262626
endocytosis	15	1	90	98	0.0111111111111111	0.0102040816326531	0.000113378684807256
response to oxidative stress	15	1	90	103	0.0111111111111111	0.00970873786407767	0.000107874865156419
regulation of DNA metabolic process	15	1	90	106	0.0111111111111111	0.00943396226415094	0.00010482180293501
monocarboxylic acid metabolic process	15	1	90	127	0.0111111111111111	0.0078740157480315	8.74890638670166e-05
sporulation	15	1	90	138	0.0111111111111111	0.0072463768115942	8.05152979066023e-05
DNA replication	15	1	90	139	0.0111111111111111	0.00719424460431655	7.99360511590727e-05
protein modification by small protein conjugation or removal	15	1	90	170	0.0111111111111111	0.00588235294117647	6.5359477124183e-05
cofactor metabolic process	15	1	90	178	0.0111111111111111	0.00561797752808989	6.24219725343321e-05
protein phosphorylation	15	1	90	197	0.0111111111111111	0.0050761421319797	5.64015792442188e-05
cell wall organization or biogenesis	15	1	90	198	0.0111111111111111	0.00505050505050505	5.61167227833895e-05
nucleobase-containing small molecule metabolic process	15	1	90	198	0.0111111111111111	0.00505050505050505	5.61167227833895e-05
cytoskeleton organization	15	1	90	232	0.0111111111111111	0.00431034482758621	4.78927203065134e-05
regulation of organelle organization	15	1	90	239	0.0111111111111111	0.00418410041841004	4.64900046490005e-05
transcription from RNA polymerase II promoter	15	2	90	480	0.0222222222222222	0.00416666666666667	4.62962962962963e-05
meiotic cell cycle	15	1	90	287	0.0111111111111111	0.00348432055749129	3.87146728610143e-05
organelle fission	15	1	90	296	0.0111111111111111	0.00337837837837838	3.75375375375375e-05
chromatin organization	15	1	90	318	0.0111111111111111	0.00314465408805031	3.49406009783368e-05
mitotic cell cycle	15	1	90	328	0.0111111111111111	0.00304878048780488	3.38753387533875e-05
mitochondrion organization	15	1	90	425	0.0111111111111111	0.00235294117647059	2.61437908496732e-05
oligosaccharide metabolic process	14	3	169	32	0.0177514792899408	0.09375	0.000554733727810651
DNA repair	14	12	169	246	0.0710059171597633	0.0487804878048781	0.000288641939673835
cellular response to DNA damage stimulus	14	13	169	299	0.0769230769230769	0.0434782608695652	0.000257267815796244
DNA replication	14	6	169	139	0.0355029585798817	0.0431654676258993	0.000255416968200587
pseudohyphal growth	14	3	169	74	0.0177514792899408	0.0405405405405405	0.000239884855269471
regulation of DNA metabolic process	14	4	169	106	0.0236686390532544	0.0377358490566038	0.000223289047672212
cell budding	14	2	169	58	0.0118343195266272	0.0344827586206897	0.0002040399918384
invasive growth in response to glucose limitation	14	2	169	59	0.0118343195266272	0.0338983050847458	0.000200581686891987
DNA recombination	14	6	169	179	0.0355029585798817	0.0335195530726257	0.000198340550725596
regulation of cell cycle	14	7	169	213	0.0414201183431953	0.0328638497652582	0.000194460649498569
proteolysis involved in cellular protein catabolic process	14	7	169	216	0.0414201183431953	0.0324074074074074	0.000191759807144423
mitotic cell cycle	14	10	169	328	0.0591715976331361	0.0304878048780488	0.000180401212296147
lipid transport	14	2	169	68	0.0118343195266272	0.0294117647058824	0.000174034110685694
response to heat	14	2	169	71	0.0118343195266272	0.028169014084507	0.000166680556713059
organelle fission	14	8	169	296	0.0473372781065089	0.027027027027027	0.000159923236846314
protein modification by small protein conjugation or removal	14	4	169	170	0.0236686390532544	0.0235294117647059	0.000139227288548556
cytokinesis	14	2	169	88	0.0118343195266272	0.0227272727272727	0.000134480903711673
RNA catabolic process	14	3	169	132	0.0177514792899408	0.0227272727272727	0.000134480903711673
response to osmotic stress	14	2	169	92	0.0118343195266272	0.0217391304347826	0.000128633907898122
cytoskeleton organization	14	5	169	232	0.029585798816568	0.021551724137931	0.000127524994899
regulation of organelle organization	14	5	169	239	0.029585798816568	0.0209205020920502	0.000123789953207398
protein dephosphorylation	14	1	169	49	0.00591715976331361	0.0204081632653061	0.000120758362516604
protein phosphorylation	14	4	169	197	0.0236686390532544	0.0203045685279188	0.000120145375904845
chromosome segregation	14	4	169	198	0.0236686390532544	0.0202020202020202	0.000119538581077043
carbohydrate metabolic process	14	4	169	200	0.0236686390532544	0.02	0.000118343195266272
protein alkylation	14	1	169	50	0.00591715976331361	0.02	0.000118343195266272
response to oxidative stress	14	2	169	103	0.0118343195266272	0.0194174757281553	0.000114896306083759
meiotic cell cycle	14	5	169	287	0.029585798816568	0.0174216027874564	0.000103086407026369
nuclear transport	14	3	169	176	0.0177514792899408	0.0170454545454545	0.000100860677783755
organelle inheritance	14	1	169	60	0.00591715976331361	0.0166666666666667	9.86193293885602e-05
transcription from RNA polymerase II promoter	14	8	169	480	0.0473372781065089	0.0166666666666667	9.86193293885602e-05
protein glycosylation	14	1	169	62	0.00591715976331361	0.0161290322580645	9.54380606986066e-05
transcription from RNA polymerase I promoter	14	1	169	68	0.00591715976331361	0.0147058823529412	8.70170553428472e-05
nucleobase-containing compound transport	14	2	169	138	0.0118343195266272	0.0144927536231884	8.5755938598748e-05
peptidyl-amino acid modification	14	2	169	151	0.0118343195266272	0.0132450331125828	7.83729769975312e-05
telomere organization	14	1	169	78	0.00591715976331361	0.0128205128205128	7.58610226065847e-05
chromatin organization	14	4	169	318	0.0236686390532544	0.0125786163522013	7.44296825574039e-05
regulation of transport	14	1	169	84	0.00591715976331361	0.0119047619047619	7.04423781346858e-05
vacuole organization	14	1	169	84	0.00591715976331361	0.0119047619047619	7.04423781346858e-05
protein folding	14	1	169	95	0.00591715976331361	0.0105263157894737	6.22858922454064e-05
ribosomal large subunit biogenesis	14	1	169	104	0.00591715976331361	0.00961538461538462	5.68957669549386e-05
regulation of translation	14	1	169	105	0.00591715976331361	0.00952380952380952	5.63539025077487e-05
conjugation	14	1	169	124	0.00591715976331361	0.00806451612903226	4.77190303493033e-05
organelle assembly	14	1	169	131	0.00591715976331361	0.00763358778625954	4.51691584985772e-05
protein targeting	14	2	169	309	0.0118343195266272	0.00647249190938511	3.82987686945865e-05
ion transport	14	1	169	162	0.00591715976331361	0.00617283950617284	3.65256775513186e-05
RNA modification	14	1	169	172	0.00591715976331361	0.00581395348837209	3.44020916471722e-05
Golgi vesicle transport	14	1	169	190	0.00591715976331361	0.00526315789473684	3.11429461227032e-05
cell wall organization or biogenesis	14	1	169	198	0.00591715976331361	0.00505050505050505	2.98846452692607e-05
mitochondrion organization	14	2	169	425	0.0118343195266272	0.00470588235294118	2.78454577097111e-05
transmembrane transport	14	1	169	232	0.00591715976331361	0.00431034482758621	2.55049989798e-05
rRNA processing	14	1	169	311	0.00591715976331361	0.00321543408360129	1.90262371810727e-05
histone modification	13	21	254	114	0.0826771653543307	0.184210526315789	0.000725238292581848
protein alkylation	13	7	254	50	0.0275590551181102	0.14	0.000551181102362205
transcription from RNA polymerase I promoter	13	6	254	68	0.0236220472440945	0.0882352941176471	0.000347383047707272
chromatin organization	13	27	254	318	0.106299212598425	0.0849056603773585	0.000334274253454167
invasive growth in response to glucose limitation	13	5	254	59	0.0196850393700787	0.0847457627118644	0.00033364473508608
response to heat	13	5	254	71	0.0196850393700787	0.0704225352112676	0.000277254075634912
peptidyl-amino acid modification	13	10	254	151	0.0393700787401575	0.0662251655629139	0.000260728998279189
telomere organization	13	5	254	78	0.0196850393700787	0.0641025641025641	0.000252372299616394
protein acylation	13	4	254	66	0.015748031496063	0.0606060606060606	0.000238606537819136
regulation of DNA metabolic process	13	6	254	106	0.0236220472440945	0.0566037735849057	0.000222849502302778
DNA replication	13	7	254	139	0.0275590551181102	0.0503597122302158	0.000198266583583527
DNA-templated transcription, termination	13	2	254	43	0.0078740157480315	0.0465116279069767	0.000183116645303058
regulation of protein modification process	13	5	254	110	0.0196850393700787	0.0454545454545455	0.000178954903364352
regulation of cell cycle	13	9	254	213	0.0354330708661417	0.0422535211267606	0.000166352445380947
DNA-templated transcription, elongation	13	4	254	96	0.015748031496063	0.0416666666666667	0.000164041994750656
meiotic cell cycle	13	11	254	287	0.0433070866141732	0.0383275261324042	0.00015089577217482
transcription from RNA polymerase II promoter	13	18	254	480	0.0708661417322835	0.0375	0.000147637795275591
protein modification by small protein conjugation or removal	13	6	254	170	0.0236220472440945	0.0352941176470588	0.000138953219082909
organelle fission	13	9	254	296	0.0354330708661417	0.0304054054054054	0.000119706320493722
regulation of organelle organization	13	7	254	239	0.0275590551181102	0.0292887029288703	0.00011530985405067
DNA repair	13	7	254	246	0.0275590551181102	0.0284552845528455	0.000112028679341912
cellular response to DNA damage stimulus	13	8	254	299	0.031496062992126	0.0267558528428094	0.000105338003318147
protein phosphorylation	13	5	254	197	0.0196850393700787	0.0253807106598985	9.99240577161357e-05
DNA recombination	13	4	254	179	0.015748031496063	0.0223463687150838	8.79778295869441e-05
snoRNA processing	13	1	254	45	0.00393700787401575	0.0222222222222222	8.74890638670166e-05
mitochondrion organization	13	9	254	425	0.0354330708661417	0.0211764705882353	8.33719314497453e-05
protein folding	13	2	254	95	0.0078740157480315	0.0210526315789474	8.28843762950684e-05
protein dephosphorylation	13	1	254	49	0.00393700787401575	0.0204081632653061	8.03470994697091e-05
protein maturation	13	1	254	52	0.00393700787401575	0.0192307692307692	7.57116898849182e-05
proteolysis involved in cellular protein catabolic process	13	4	254	216	0.015748031496063	0.0185185185185185	7.29075532225139e-05
organelle inheritance	13	1	254	60	0.00393700787401575	0.0166666666666667	6.56167979002625e-05
translational initiation	13	1	254	61	0.00393700787401575	0.0163934426229508	6.45411126887827e-05
