GO_Slim_term	cluster	Slim_term_counts_per_cluster	cluster_size	GO_Slim_term_count	percent_cluster	percent_slim	normalized
proteolysis involved in cellular protein catabolic process	11	4	99	216	0.0404040404040404	0.0185185185185185	0.000187055742611298
regulation of protein modification process	11	2	99	110	0.0202020202020202	0.0181818181818182	0.000183654729109275
invasive growth in response to glucose limitation	11	1	99	59	0.0101010101010101	0.0169491525423729	0.000171203561034069
organelle inheritance	11	1	99	60	0.0101010101010101	0.0166666666666667	0.000168350168350168
conjugation	11	2	99	124	0.0202020202020202	0.0161290322580645	0.000162919517758227
cellular ion homeostasis	11	2	99	125	0.0202020202020202	0.016	0.000161616161616162
Golgi vesicle transport	11	3	99	190	0.0303030303030303	0.0157894736842105	0.000159489633173844
protein phosphorylation	11	3	99	197	0.0303030303030303	0.0152284263959391	0.00015382248884787
response to heat	11	1	99	71	0.0101010101010101	0.0140845070422535	0.000142267747901551
pseudohyphal growth	11	1	99	74	0.0101010101010101	0.0135135135135135	0.000136500136500137
vesicle organization	11	1	99	81	0.0101010101010101	0.0123456790123457	0.000124703828407532
cellular respiration	11	1	99	84	0.0101010101010101	0.0119047619047619	0.00012025012025012
cytokinesis	11	1	99	88	0.0101010101010101	0.0113636363636364	0.000114784205693297
endosomal transport	11	1	99	102	0.0101010101010101	0.00980392156862745	9.90295107942167e-05
tRNA processing	11	1	99	109	0.0101010101010101	0.00917431192660551	9.26698174404596e-05
RNA splicing	11	1	99	144	0.0101010101010101	0.00694444444444444	7.01459034792368e-05
protein targeting	11	2	99	309	0.0202020202020202	0.00647249190938511	6.53787061554052e-05
generation of precursor metabolites and energy	11	1	99	155	0.0101010101010101	0.00645161290322581	6.5167807103291e-05
mitotic cell cycle	11	2	99	328	0.0202020202020202	0.00609756097560976	6.15915250061592e-05
mitochondrion organization	11	2	99	425	0.0202020202020202	0.00470588235294118	4.7534165181224e-05
regulation of cell cycle	11	1	99	213	0.0101010101010101	0.00469483568075117	4.74225826338502e-05
cytoskeleton organization	11	1	99	232	0.0101010101010101	0.00431034482758621	4.35388366422849e-05
transmembrane transport	11	1	99	232	0.0101010101010101	0.00431034482758621	4.35388366422849e-05
regulation of organelle organization	11	1	99	239	0.0101010101010101	0.00418410041841004	4.22636405900004e-05
meiotic cell cycle	11	1	99	287	0.0101010101010101	0.00348432055749129	3.51951571463767e-05
chromatin organization	11	1	99	318	0.0101010101010101	0.00314465408805031	3.17641827075789e-05
transcription from RNA polymerase II promoter	11	1	99	480	0.0101010101010101	0.00208333333333333	2.1043771043771e-05
cell budding	10	4	165	58	0.0242424242424242	0.0689655172413793	0.000417972831765935
chromosome segregation	10	13	165	198	0.0787878787878788	0.0656565656565657	0.000397918579736762
vesicle organization	10	5	165	81	0.0303030303030303	0.0617283950617284	0.000374111485222596
vacuole organization	10	5	165	84	0.0303030303030303	0.0595238095238095	0.000360750360750361
organelle fusion	10	5	165	88	0.0303030303030303	0.0568181818181818	0.00034435261707989
membrane fusion	10	4	165	75	0.0242424242424242	0.0533333333333333	0.000323232323232323
regulation of organelle organization	10	12	165	239	0.0727272727272727	0.0502092050209205	0.000304298212248003
organelle fission	10	13	165	296	0.0787878787878788	0.0439189189189189	0.000266175266175266
cytoskeleton organization	10	10	165	232	0.0606060606060606	0.0431034482758621	0.00026123301985371
mitotic cell cycle	10	13	165	328	0.0787878787878788	0.0396341463414634	0.000240206947524021
organelle assembly	10	5	165	131	0.0303030303030303	0.0381679389312977	0.000231320842007865
regulation of cell cycle	10	8	165	213	0.0484848484848485	0.0375586854460094	0.000227628396642481
regulation of transport	10	3	165	84	0.0181818181818182	0.0357142857142857	0.000216450216450216
cytokinesis	10	3	165	88	0.0181818181818182	0.0340909090909091	0.000206611570247934
organelle inheritance	10	2	165	60	0.0121212121212121	0.0333333333333333	0.000202020202020202
protein folding	10	3	165	95	0.0181818181818182	0.0315789473684211	0.000191387559808612
protein modification by small protein conjugation or removal	10	5	165	170	0.0303030303030303	0.0294117647058824	0.00017825311942959
response to heat	10	2	165	71	0.0121212121212121	0.028169014084507	0.000170721297481861
pseudohyphal growth	10	2	165	74	0.0121212121212121	0.027027027027027	0.000163800163800164
DNA-templated transcription, elongation	10	2	165	96	0.0121212121212121	0.0208333333333333	0.000126262626262626
endocytosis	10	2	165	98	0.0121212121212121	0.0204081632653061	0.000123685837971552
protein dephosphorylation	10	1	165	49	0.00606060606060606	0.0204081632653061	0.000123685837971552
peroxisome organization	10	1	165	50	0.00606060606060606	0.02	0.000121212121212121
protein maturation	10	1	165	52	0.00606060606060606	0.0192307692307692	0.000116550116550117
histone modification	10	2	165	114	0.0121212121212121	0.0175438596491228	0.000106326422115896
invasive growth in response to glucose limitation	10	1	165	59	0.00606060606060606	0.0169491525423729	0.000102722136620442
protein targeting	10	5	165	309	0.0303030303030303	0.0161812297734628	9.80680592331078e-05
nucleus organization	10	1	165	66	0.00606060606060606	0.0151515151515152	9.18273645546373e-05
proteolysis involved in cellular protein catabolic process	10	3	165	216	0.0181818181818182	0.0138888888888889	8.41750841750842e-05
transcription from RNA polymerase II promoter	10	6	165	480	0.0363636363636364	0.0125	7.57575757575758e-05
response to osmotic stress	10	1	165	92	0.00606060606060606	0.0108695652173913	6.58761528326746e-05
protein phosphorylation	10	2	165	197	0.0121212121212121	0.0101522842639594	6.15289955391478e-05
carbohydrate metabolic process	10	2	165	200	0.0121212121212121	0.01	6.06060606060606e-05
response to oxidative stress	10	1	165	103	0.00606060606060606	0.00970873786407767	5.88408355398647e-05
regulation of DNA metabolic process	10	1	165	106	0.00606060606060606	0.00943396226415094	5.71755288736421e-05
regulation of protein modification process	10	1	165	110	0.00606060606060606	0.00909090909090909	5.50964187327824e-05
cellular ion homeostasis	10	1	165	125	0.00606060606060606	0.008	4.84848484848485e-05
monocarboxylic acid metabolic process	10	1	165	127	0.00606060606060606	0.0078740157480315	4.77213075638273e-05
lipid metabolic process	10	2	165	287	0.0121212121212121	0.00696864111498258	4.2234188575652e-05
peptidyl-amino acid modification	10	1	165	151	0.00606060606060606	0.00662251655629139	4.01364639775236e-05
chromatin organization	10	2	165	318	0.0121212121212121	0.00628930817610063	3.81170192490947e-05
nuclear transport	10	1	165	176	0.00606060606060606	0.00568181818181818	3.4435261707989e-05
DNA recombination	10	1	165	179	0.00606060606060606	0.00558659217877095	3.38581344167936e-05
Golgi vesicle transport	10	1	165	190	0.00606060606060606	0.00526315789473684	3.18979266347687e-05
mitochondrion organization	10	2	165	425	0.0121212121212121	0.00470588235294118	2.85204991087344e-05
DNA repair	10	1	165	246	0.00606060606060606	0.0040650406504065	2.46366100024637e-05
meiotic cell cycle	10	1	165	287	0.00606060606060606	0.00348432055749129	2.1117094287826e-05
cellular response to DNA damage stimulus	10	1	165	299	0.00606060606060606	0.00334448160535117	2.02695854869768e-05
peroxisome organization	9	11	137	50	0.0802919708029197	0.22	0.00160583941605839
organelle inheritance	9	6	137	60	0.0437956204379562	0.1	0.00072992700729927
protein maturation	9	4	137	52	0.0291970802919708	0.0769230769230769	0.000561482313307131
transmembrane transport	9	16	137	232	0.116788321167883	0.0689655172413793	0.000503397936068462
protein targeting	9	18	137	309	0.131386861313869	0.058252427184466	0.000425200198426759
mitochondrion organization	9	24	137	425	0.175182481751825	0.0564705882352941	0.000412194074710176
cellular respiration	9	4	137	84	0.0291970802919708	0.0476190476190476	0.000347584289190129
lipid transport	9	3	137	68	0.0218978102189781	0.0441176470588235	0.000322026620867325
protein modification by small protein conjugation or removal	9	6	137	170	0.0437956204379562	0.0352941176470588	0.00025762129669386
generation of precursor metabolites and energy	9	4	137	155	0.0291970802919708	0.0258064516129032	0.000188368259948199
cellular ion homeostasis	9	3	137	125	0.0218978102189781	0.024	0.000175182481751825
vitamin metabolic process	9	1	137	43	0.0072992700729927	0.0232558139534884	0.000169750466813784
protein folding	9	2	137	95	0.0145985401459854	0.0210526315789474	0.000153668843641952
mitochondrial translation	9	3	137	167	0.0218978102189781	0.0179640718562874	0.000131124612089689
cofactor metabolic process	9	3	137	178	0.0218978102189781	0.0168539325842697	0.000123021405724596
translational initiation	9	1	137	61	0.0072992700729927	0.0163934426229508	0.000119660165131028
DNA replication	9	2	137	139	0.0145985401459854	0.0143884892086331	0.000105025468676154
regulation of organelle organization	9	3	137	239	0.0218978102189781	0.0125523012552301	9.162263689949e-05
response to osmotic stress	9	1	137	92	0.0072992700729927	0.0108695652173913	7.93398920977467e-05
endosomal transport	9	1	137	102	0.0072992700729927	0.00980392156862745	7.156147130385e-05
response to oxidative stress	9	1	137	103	0.0072992700729927	0.00970873786407767	7.08666997377932e-05
regulation of translation	9	1	137	105	0.0072992700729927	0.00952380952380952	6.95168578380257e-05
proteolysis involved in cellular protein catabolic process	9	2	137	216	0.0145985401459854	0.00925925925925926	6.75858340091917e-05
tRNA processing	9	1	137	109	0.0072992700729927	0.00917431192660551	6.69657804861716e-05
regulation of protein modification process	9	1	137	110	0.0072992700729927	0.00909090909090909	6.635700066357e-05
monocarboxylic acid metabolic process	9	1	137	127	0.0072992700729927	0.0078740157480315	5.74745675038795e-05
nucleobase-containing compound transport	9	1	137	138	0.0072992700729927	0.0072463768115942	5.28932613984978e-05
sporulation	9	1	137	138	0.0072992700729927	0.0072463768115942	5.28932613984978e-05
lipid metabolic process	9	2	137	287	0.0145985401459854	0.00696864111498258	5.08659935400188e-05
transcription from RNA polymerase II promoter	9	3	137	480	0.0218978102189781	0.00625	4.56204379562044e-05
ion transport	9	1	137	162	0.0072992700729927	0.00617283950617284	4.50572226727944e-05
mRNA processing	9	1	137	170	0.0072992700729927	0.00588235294117647	4.293688278231e-05
RNA modification	9	1	137	172	0.0072992700729927	0.00581395348837209	4.24376167034459e-05
Golgi vesicle transport	9	1	137	190	0.0072992700729927	0.00526315789473684	3.84172109104879e-05
nucleobase-containing small molecule metabolic process	9	1	137	198	0.0072992700729927	0.00505050505050505	3.686500036865e-05
carbohydrate metabolic process	9	1	137	200	0.0072992700729927	0.005	3.64963503649635e-05
meiotic cell cycle	9	1	137	287	0.0072992700729927	0.00348432055749129	2.54329967700094e-05
protein dephosphorylation	8	5	191	49	0.0261780104712042	0.102040816326531	0.000534245111657228
response to osmotic stress	8	9	191	92	0.0471204188481675	0.0978260869565217	0.000512178465740952
cell morphogenesis	8	2	191	29	0.0104712041884817	0.0689655172413793	0.000361076006499368
regulation of cell cycle	8	12	191	213	0.06282722513089	0.0563380281690141	0.000294963498267089
response to heat	8	4	191	71	0.0209424083769634	0.0563380281690141	0.000294963498267089
transcription from RNA polymerase III promoter	8	2	191	41	0.0104712041884817	0.0487804878048781	0.000255395224109309
regulation of transport	8	4	191	84	0.0209424083769634	0.0476190476190476	0.00024931438544004
regulation of DNA metabolic process	8	5	191	106	0.0261780104712042	0.0471698113207547	0.000246962362935889
regulation of organelle organization	8	10	191	239	0.0523560209424084	0.0418410041841004	0.000219062849131416
protein phosphorylation	8	8	191	197	0.0418848167539267	0.0406091370558376	0.000212613283014856
regulation of protein modification process	8	4	191	110	0.0209424083769634	0.0363636363636364	0.000190385530699667
cytoskeleton organization	8	8	191	232	0.0418848167539267	0.0344827586206897	0.000180538003249684
cytokinesis	8	3	191	88	0.0157068062827225	0.0340909090909091	0.000178486435030938
mitotic cell cycle	8	11	191	328	0.0575916230366492	0.0335365853658537	0.00017558421657515
DNA-templated transcription, initiation	8	2	191	71	0.0104712041884817	0.028169014084507	0.000147481749133545
organelle fission	8	8	191	296	0.0418848167539267	0.027027027027027	0.000141502759303806
pseudohyphal growth	8	2	191	74	0.0104712041884817	0.027027027027027	0.000141502759303806
DNA repair	8	6	191	246	0.031413612565445	0.024390243902439	0.000127697612054655
meiotic cell cycle	8	7	191	287	0.0366492146596859	0.024390243902439	0.000127697612054655
conjugation	8	3	191	124	0.0157068062827225	0.0241935483870968	0.000126667792602601
protein modification by small protein conjugation or removal	8	4	191	170	0.0209424083769634	0.0235294117647059	0.000123190637511549
cellular response to DNA damage stimulus	8	7	191	299	0.0366492146596859	0.0234113712374582	0.000122572624279886
DNA-templated transcription, termination	8	1	191	43	0.00523560209424084	0.0232558139534884	0.000121758188238159
DNA replication	8	3	191	139	0.0157068062827225	0.0215827338129496	0.000112998606350522
DNA-templated transcription, elongation	8	2	191	96	0.0104712041884817	0.0208333333333333	0.000109075043630017
exocytosis	8	1	191	49	0.00523560209424084	0.0204081632653061	0.000106849022331446
protein alkylation	8	1	191	50	0.00523560209424084	0.02	0.000104712041884817
response to oxidative stress	8	2	191	103	0.0104712041884817	0.0194174757281553	0.000101662176587201
transcription from RNA polymerase II promoter	8	9	191	480	0.0471204188481675	0.01875	9.81675392670157e-05
response to starvation	8	1	191	56	0.00523560209424084	0.0178571428571429	9.3492894540015e-05
cell budding	8	1	191	58	0.00523560209424084	0.0172413793103448	9.0269001624842e-05
nuclear transport	8	3	191	176	0.0157068062827225	0.0170454545454545	8.92432175154688e-05
invasive growth in response to glucose limitation	8	1	191	59	0.00523560209424084	0.0169491525423729	8.87390185464549e-05
cytoplasmic translation	8	3	191	179	0.0157068062827225	0.0167597765363128	8.7747521132528e-05
cell wall organization or biogenesis	8	3	191	198	0.0157068062827225	0.0151515151515152	7.93273044581945e-05
chromosome segregation	8	3	191	198	0.0157068062827225	0.0151515151515152	7.93273044581945e-05
transcription from RNA polymerase I promoter	8	1	191	68	0.00523560209424084	0.0147058823529412	7.69941484447182e-05
sporulation	8	2	191	138	0.0104712041884817	0.0144927536231884	7.58782912208817e-05
lipid metabolic process	8	4	191	287	0.0209424083769634	0.0139372822299652	7.29700640312312e-05
ion transport	8	2	191	162	0.0104712041884817	0.0123456790123457	6.46370628918622e-05
DNA recombination	8	2	191	179	0.0104712041884817	0.0111731843575419	5.84983474216853e-05
endocytosis	8	1	191	98	0.00523560209424084	0.0102040816326531	5.34245111657228e-05
nucleobase-containing small molecule metabolic process	8	2	191	198	0.0104712041884817	0.0101010101010101	5.28848696387963e-05
regulation of translation	8	1	191	105	0.00523560209424084	0.00952380952380952	4.9862877088008e-05
chromatin organization	8	3	191	318	0.0157068062827225	0.00943396226415094	4.93924725871777e-05
tRNA processing	8	1	191	109	0.00523560209424084	0.00917431192660551	4.80330467361545e-05
cellular ion homeostasis	8	1	191	125	0.00523560209424084	0.008	4.18848167539267e-05
monocarboxylic acid metabolic process	8	1	191	127	0.00523560209424084	0.0078740157480315	4.1225213340479e-05
organelle assembly	8	1	191	131	0.00523560209424084	0.00763358778625954	3.99664282003117e-05
ribosomal small subunit biogenesis	8	1	191	135	0.00523560209424084	0.00740740740740741	3.87822377351173e-05
nucleobase-containing compound transport	8	1	191	138	0.00523560209424084	0.0072463768115942	3.79391456104409e-05
RNA splicing	8	1	191	144	0.00523560209424084	0.00694444444444444	3.63583478766725e-05
peptidyl-amino acid modification	8	1	191	151	0.00523560209424084	0.00662251655629139	3.46728615512638e-05
mRNA processing	8	1	191	170	0.00523560209424084	0.00588235294117647	3.07976593778873e-05
RNA modification	8	1	191	172	0.00523560209424084	0.00581395348837209	3.04395470595398e-05
proteolysis involved in cellular protein catabolic process	8	1	191	216	0.00523560209424084	0.00462962962962963	2.42388985844483e-05
protein targeting	8	1	191	309	0.00523560209424084	0.00323624595469256	1.69436960978668e-05
rRNA processing	8	1	191	311	0.00523560209424084	0.00321543408360129	1.68347334219963e-05
chromosome segregation	7	23	235	198	0.0978723404255319	0.116161616161616	0.000494304749623899
mitotic cell cycle	7	30	235	328	0.127659574468085	0.0914634146341463	0.000389206019719772
organelle fission	7	25	235	296	0.106382978723404	0.0844594594594595	0.000359401955146636
regulation of cell cycle	7	14	235	213	0.0595744680851064	0.0657276995305164	0.000279692338427729
regulation of organelle organization	7	15	235	239	0.0638297872340425	0.0627615062761506	0.000267070239472981
nucleus organization	7	4	235	66	0.0170212765957447	0.0606060606060606	0.000257898130238556
transcription from RNA polymerase I promoter	7	4	235	68	0.0170212765957447	0.0588235294117647	0.000250312891113892
cytoskeleton organization	7	13	235	232	0.0553191489361702	0.0560344827586207	0.000238444607483492
DNA-templated transcription, elongation	7	4	235	96	0.0170212765957447	0.0416666666666667	0.000177304964539007
protein dephosphorylation	7	2	235	49	0.00851063829787234	0.0408163265306122	0.000173686495874946
meiotic cell cycle	7	11	235	287	0.0468085106382979	0.0383275261324042	0.000163095855882571
carbohydrate transport	7	1	235	33	0.00425531914893617	0.0303030303030303	0.000128949065119278
DNA replication	7	4	235	139	0.0170212765957447	0.0287769784172662	0.000122455227307516
regulation of DNA metabolic process	7	3	235	106	0.0127659574468085	0.0283018867924528	0.000120433560818948
DNA-templated transcription, initiation	7	2	235	71	0.00851063829787234	0.028169014084507	0.000119868145040456
pseudohyphal growth	7	2	235	74	0.00851063829787234	0.027027027027027	0.000115008625646924
amino acid transport	7	1	235	40	0.00425531914893617	0.025	0.000106382978723404
DNA-templated transcription, termination	7	1	235	43	0.00425531914893617	0.0232558139534884	9.8960910440376e-05
sporulation	7	3	235	138	0.0127659574468085	0.0217391304347826	9.25069380203515e-05
cell wall organization or biogenesis	7	4	235	198	0.0170212765957447	0.0202020202020202	8.59660434128519e-05
cellular response to DNA damage stimulus	7	6	235	299	0.025531914893617	0.020066889632107	8.53910197110937e-05
generation of precursor metabolites and energy	7	3	235	155	0.0127659574468085	0.0193548387096774	8.23610157858614e-05
proteolysis involved in cellular protein catabolic process	7	4	235	216	0.0170212765957447	0.0185185185185185	7.88022064617809e-05
regulation of protein modification process	7	2	235	110	0.00851063829787234	0.0181818181818182	7.73694390715667e-05
protein modification by small protein conjugation or removal	7	3	235	170	0.0127659574468085	0.0176470588235294	7.50938673341677e-05
cell budding	7	1	235	58	0.00425531914893617	0.0172413793103448	7.33675715333822e-05
DNA recombination	7	3	235	179	0.0127659574468085	0.0167597765363128	7.13181980268632e-05
organelle inheritance	7	1	235	60	0.00425531914893617	0.0166666666666667	7.09219858156028e-05
translational initiation	7	1	235	61	0.00425531914893617	0.0163934426229508	6.9759330310429e-05
chromatin organization	7	5	235	318	0.0212765957446809	0.0157232704402516	6.69075337883046e-05
organelle assembly	7	2	235	131	0.00851063829787234	0.0152671755725191	6.4966704563911e-05
RNA catabolic process	7	2	235	132	0.00851063829787234	0.0151515151515152	6.44745325596389e-05
carbohydrate metabolic process	7	3	235	200	0.0127659574468085	0.015	6.38297872340425e-05
transcription from RNA polymerase II promoter	7	7	235	480	0.0297872340425532	0.0145833333333333	6.20567375886525e-05
ion transport	7	2	235	162	0.00851063829787234	0.0123456790123457	5.2534804307854e-05
vesicle organization	7	1	235	81	0.00425531914893617	0.0123456790123457	5.2534804307854e-05
DNA repair	7	3	235	246	0.0127659574468085	0.0121951219512195	5.18941359626362e-05
regulation of transport	7	1	235	84	0.00425531914893617	0.0119047619047619	5.06585612968592e-05
cytokinesis	7	1	235	88	0.00425531914893617	0.0113636363636364	4.83558994197292e-05
