GO_Slim_term	cluster	Slim_term_counts_per_cluster	cluster_size	GO_Slim_term_count	percent_cluster	percent_slim	normalized
conjugation	15	2	89	124	0.0224719101123595	0.0161290322580645	0.000181225081551287
RNA catabolic process	15	2	89	132	0.0224719101123595	0.0151515151515152	0.000170241743275451
pseudohyphal growth	15	1	89	74	0.0112359550561798	0.0135135135135135	0.000151837230488916
cytokinesis	15	1	89	88	0.0112359550561798	0.0113636363636364	0.000127681307456588
nuclear transport	15	2	89	176	0.0224719101123595	0.0113636363636364	0.000127681307456588
response to osmotic stress	15	1	89	92	0.0112359550561798	0.0108695652173913	0.000122129946262824
endocytosis	15	1	89	98	0.0112359550561798	0.0102040816326531	0.000114652602614079
response to oxidative stress	15	1	89	103	0.0112359550561798	0.00970873786407767	0.000109086942293008
regulation of translation	15	1	89	105	0.0112359550561798	0.00952380952380952	0.000107009095773141
transcription from RNA polymerase II promoter	15	4	89	480	0.0449438202247191	0.00833333333333333	9.36329588014981e-05
lipid metabolic process	15	2	89	287	0.0224719101123595	0.00696864111498258	7.82993383705908e-05
RNA splicing	15	1	89	144	0.0112359550561798	0.00694444444444444	7.80274656679151e-05
peptidyl-amino acid modification	15	1	89	151	0.0112359550561798	0.00662251655629139	7.44102983852965e-05
cellular amino acid metabolic process	15	1	89	153	0.0112359550561798	0.0065359477124183	7.3437614746273e-05
generation of precursor metabolites and energy	15	1	89	155	0.0112359550561798	0.00645161290322581	7.24900326205147e-05
mRNA processing	15	1	89	170	0.0112359550561798	0.00588235294117647	6.60938532716457e-05
protein modification by small protein conjugation or removal	15	1	89	170	0.0112359550561798	0.00588235294117647	6.60938532716457e-05
RNA modification	15	1	89	172	0.0112359550561798	0.00581395348837209	6.53253200940685e-05
DNA recombination	15	1	89	179	0.0112359550561798	0.00558659217877095	6.27706986378758e-05
Golgi vesicle transport	15	1	89	190	0.0112359550561798	0.00526315789473684	5.91366055588409e-05
protein phosphorylation	15	1	89	197	0.0112359550561798	0.0050761421319797	5.70353048537044e-05
chromosome segregation	15	1	89	198	0.0112359550561798	0.00505050505050505	5.67472477584837e-05
nucleobase-containing small molecule metabolic process	15	1	89	198	0.0112359550561798	0.00505050505050505	5.67472477584837e-05
carbohydrate metabolic process	15	1	89	200	0.0112359550561798	0.005	5.61797752808989e-05
regulation of cell cycle	15	1	89	213	0.0112359550561798	0.00469483568075117	5.27509627050694e-05
proteolysis involved in cellular protein catabolic process	15	1	89	216	0.0112359550561798	0.00462962962962963	5.20183104452767e-05
cytoskeleton organization	15	1	89	232	0.0112359550561798	0.00431034482758621	4.84308407593956e-05
regulation of organelle organization	15	1	89	239	0.0112359550561798	0.00418410041841004	4.70123642517982e-05
organelle fission	15	1	89	296	0.0112359550561798	0.00337837837837838	3.7959307622229e-05
mitotic cell cycle	15	1	89	328	0.0112359550561798	0.00304878048780488	3.42559605371335e-05
transposition	14	2	200	21	0.01	0.0952380952380952	0.000476190476190476
DNA repair	14	21	200	246	0.105	0.0853658536585366	0.000426829268292683
cellular response to DNA damage stimulus	14	23	200	299	0.115	0.0769230769230769	0.000384615384615385
DNA replication	14	8	200	139	0.04	0.0575539568345324	0.000287769784172662
regulation of DNA metabolic process	14	6	200	106	0.03	0.0566037735849057	0.000283018867924528
DNA recombination	14	10	200	179	0.05	0.0558659217877095	0.000279329608938547
telomere organization	14	4	200	78	0.02	0.0512820512820513	0.000256410256410256
chromatin organization	14	15	200	318	0.075	0.0471698113207547	0.000235849056603774
chromosome segregation	14	9	200	198	0.045	0.0454545454545455	0.000227272727272727
mitotic cell cycle	14	14	200	328	0.07	0.0426829268292683	0.000213414634146341
organelle fission	14	12	200	296	0.06	0.0405405405405405	0.000202702702702703
regulation of cell cycle	14	8	200	213	0.04	0.0375586854460094	0.000187793427230047
regulation of protein modification process	14	4	200	110	0.02	0.0363636363636364	0.000181818181818182
protein modification by small protein conjugation or removal	14	6	200	170	0.03	0.0352941176470588	0.000176470588235294
DNA-templated transcription, elongation	14	3	200	96	0.015	0.03125	0.00015625
protein acylation	14	2	200	66	0.01	0.0303030303030303	0.000151515151515152
histone modification	14	3	200	114	0.015	0.0263157894736842	0.000131578947368421
RNA catabolic process	14	3	200	132	0.015	0.0227272727272727	0.000113636363636364
response to osmotic stress	14	2	200	92	0.01	0.0217391304347826	0.000108695652173913
protein dephosphorylation	14	1	200	49	0.005	0.0204081632653061	0.000102040816326531
protein alkylation	14	1	200	50	0.005	0.02	1e-04
peptidyl-amino acid modification	14	3	200	151	0.015	0.0198675496688742	9.93377483443709e-05
response to oxidative stress	14	2	200	103	0.01	0.0194174757281553	9.70873786407767e-05
regulation of translation	14	2	200	105	0.01	0.019047619047619	9.52380952380952e-05
transcription from RNA polymerase II promoter	14	9	200	480	0.045	0.01875	9.375e-05
meiotic cell cycle	14	5	200	287	0.025	0.0174216027874564	8.71080139372822e-05
cell budding	14	1	200	58	0.005	0.0172413793103448	8.62068965517241e-05
invasive growth in response to glucose limitation	14	1	200	59	0.005	0.0169491525423729	8.47457627118644e-05
sporulation	14	2	200	138	0.01	0.0144927536231884	7.2463768115942e-05
response to heat	14	1	200	71	0.005	0.0140845070422535	7.04225352112676e-05
regulation of organelle organization	14	3	200	239	0.015	0.0125523012552301	6.27615062761506e-05
protein folding	14	1	200	95	0.005	0.0105263157894737	5.26315789473684e-05
protein phosphorylation	14	2	200	197	0.01	0.0101522842639594	5.0761421319797e-05
proteolysis involved in cellular protein catabolic process	14	2	200	216	0.01	0.00925925925925926	4.62962962962963e-05
cytoskeleton organization	14	2	200	232	0.01	0.00862068965517241	4.31034482758621e-05
monocarboxylic acid metabolic process	14	1	200	127	0.005	0.0078740157480315	3.93700787401575e-05
nucleobase-containing compound transport	14	1	200	138	0.005	0.0072463768115942	3.6231884057971e-05
ion transport	14	1	200	162	0.005	0.00617283950617284	3.08641975308642e-05
nuclear transport	14	1	200	176	0.005	0.00568181818181818	2.84090909090909e-05
cell wall organization or biogenesis	14	1	200	198	0.005	0.00505050505050505	2.52525252525253e-05
lipid metabolic process	14	1	200	287	0.005	0.00348432055749129	1.74216027874564e-05
rRNA processing	14	1	200	311	0.005	0.00321543408360129	1.60771704180064e-05
protein glycosylation	13	9	119	62	0.0756302521008403	0.145161290322581	0.00121984277582001
cell morphogenesis	13	2	119	29	0.0168067226890756	0.0689655172413793	0.000579542161692263
oligosaccharide metabolic process	13	2	119	32	0.0168067226890756	0.0625	0.000525210084033613
lipid metabolic process	13	15	119	287	0.126050420168067	0.0522648083623693	0.000439200070272011
protein dephosphorylation	13	2	119	49	0.0168067226890756	0.0408163265306122	0.00034299434059338
peroxisome organization	13	2	119	50	0.0168067226890756	0.04	0.000336134453781513
response to starvation	13	2	119	56	0.0168067226890756	0.0357142857142857	0.000300120048019208
Golgi vesicle transport	13	6	119	190	0.0504201680672269	0.0315789473684211	0.000265369305616984
protein folding	13	3	119	95	0.0252100840336134	0.0315789473684211	0.000265369305616984
endocytosis	13	3	119	98	0.0252100840336134	0.0306122448979592	0.000257245755445035
protein phosphorylation	13	6	119	197	0.0504201680672269	0.0304568527918782	0.000255939939427548
carbohydrate metabolic process	13	6	119	200	0.0504201680672269	0.03	0.000252100840336134
response to heat	13	2	119	71	0.0168067226890756	0.028169014084507	0.000236714404071488
cell wall organization or biogenesis	13	5	119	198	0.0420168067226891	0.0252525252525253	0.000212206094559036
vesicle organization	13	2	119	81	0.0168067226890756	0.0246913580246914	0.000207490403568835
cellular ion homeostasis	13	3	119	125	0.0252100840336134	0.024	0.000201680672268908
regulation of transport	13	2	119	84	0.0168067226890756	0.0238095238095238	0.000200080032012805
cytokinesis	13	2	119	88	0.0168067226890756	0.0227272727272727	0.000190985485103132
protein lipidation	13	1	119	45	0.00840336134453781	0.0222222222222222	0.000186741363211951
response to osmotic stress	13	2	119	92	0.0168067226890756	0.0217391304347826	0.000182681768359518
protein maturation	13	1	119	52	0.00840336134453781	0.0192307692307692	0.000161603102779573
proteolysis involved in cellular protein catabolic process	13	4	119	216	0.0336134453781513	0.0185185185185185	0.000155617802676626
regulation of protein modification process	13	2	119	110	0.0168067226890756	0.0181818181818182	0.000152788388082506
invasive growth in response to glucose limitation	13	1	119	59	0.00840336134453781	0.0169491525423729	0.000142429853297251
protein targeting	13	5	119	309	0.0420168067226891	0.0161812297734628	0.000135976720785402
transcription from RNA polymerase I promoter	13	1	119	68	0.00840336134453781	0.0147058823529412	0.000123578843302027
regulation of cell cycle	13	3	119	213	0.0252100840336134	0.0140845070422535	0.000118357202035744
pseudohyphal growth	13	1	119	74	0.00840336134453781	0.0135135135135135	0.000113558937088349
transmembrane transport	13	3	119	232	0.0252100840336134	0.0129310344827586	0.000108664155317299
ion transport	13	2	119	162	0.0168067226890756	0.0123456790123457	0.000103745201784417
cellular respiration	13	1	119	84	0.00840336134453781	0.0119047619047619	0.000100040016006403
endosomal transport	13	1	119	102	0.00840336134453781	0.00980392156862745	8.23858955346845e-05
regulation of translation	13	1	119	105	0.00840336134453781	0.00952380952380952	8.0032012805122e-05
organelle assembly	13	1	119	131	0.00840336134453781	0.00763358778625954	6.41477965231894e-05
RNA catabolic process	13	1	119	132	0.00840336134453781	0.00757575757575758	6.36618283677107e-05
nucleobase-containing compound transport	13	1	119	138	0.00840336134453781	0.0072463768115942	6.08939227865059e-05
generation of precursor metabolites and energy	13	1	119	155	0.00840336134453781	0.00645161290322581	5.42152344808891e-05
transcription from RNA polymerase II promoter	13	3	119	480	0.0252100840336134	0.00625	5.25210084033613e-05
mitotic cell cycle	13	2	119	328	0.0168067226890756	0.00609756097560976	5.12400081984013e-05
nuclear transport	13	1	119	176	0.00840336134453781	0.00568181818181818	4.7746371275783e-05
chromosome segregation	13	1	119	198	0.00840336134453781	0.00505050505050505	4.24412189118071e-05
mitochondrion organization	13	2	119	425	0.0168067226890756	0.00470588235294118	3.95452298566485e-05
cytoskeleton organization	13	1	119	232	0.00840336134453781	0.00431034482758621	3.62213851057664e-05
regulation of organelle organization	13	1	119	239	0.00840336134453781	0.00418410041841004	3.51605077177314e-05
cellular response to DNA damage stimulus	13	1	119	299	0.00840336134453781	0.00334448160535117	2.81048874399258e-05
chromosome segregation	12	18	170	198	0.105882352941176	0.0909090909090909	0.00053475935828877
organelle fission	12	21	170	296	0.123529411764706	0.0709459459459459	0.000417329093799682
mitotic cell cycle	12	22	170	328	0.129411764705882	0.0670731707317073	0.00039454806312769
nucleus organization	12	4	170	66	0.0235294117647059	0.0606060606060606	0.00035650623885918
cytoskeleton organization	12	12	170	232	0.0705882352941176	0.0517241379310345	0.000304259634888438
regulation of cell cycle	12	11	170	213	0.0647058823529412	0.0516431924882629	0.000303783485225076
regulation of organelle organization	12	12	170	239	0.0705882352941176	0.0502092050209205	0.000295348264828944
meiotic cell cycle	12	10	170	287	0.0588235294117647	0.0348432055749129	0.000204960032793605
chromatin organization	12	8	170	318	0.0470588235294118	0.0251572327044025	0.000147983721790603
protein modification by small protein conjugation or removal	12	4	170	170	0.0235294117647059	0.0235294117647059	0.00013840830449827
protein dephosphorylation	12	1	170	49	0.00588235294117647	0.0204081632653061	0.000120048019207683
regulation of translation	12	2	170	105	0.0117647058823529	0.019047619047619	0.000112044817927171
DNA recombination	12	3	170	179	0.0176470588235294	0.0167597765363128	9.85869208018403e-05
organelle inheritance	12	1	170	60	0.00588235294117647	0.0166666666666667	9.80392156862745e-05
DNA repair	12	4	170	246	0.0235294117647059	0.016260162601626	9.56480153036825e-05
RNA catabolic process	12	2	170	132	0.0117647058823529	0.0151515151515152	8.9126559714795e-05
lipid transport	12	1	170	68	0.00588235294117647	0.0147058823529412	8.65051903114187e-05
response to heat	12	1	170	71	0.00588235294117647	0.0140845070422535	8.28500414250207e-05
pseudohyphal growth	12	1	170	74	0.00588235294117647	0.0135135135135135	7.94912559618442e-05
cellular response to DNA damage stimulus	12	4	170	299	0.0235294117647059	0.0133779264214047	7.86936848317923e-05
protein targeting	12	4	170	309	0.0235294117647059	0.0129449838187702	7.61469636398249e-05
cytokinesis	12	1	170	88	0.00588235294117647	0.0113636363636364	6.68449197860963e-05
organelle fusion	12	1	170	88	0.00588235294117647	0.0113636363636364	6.68449197860963e-05
endosomal transport	12	1	170	102	0.00588235294117647	0.00980392156862745	5.76701268742791e-05
regulation of DNA metabolic process	12	1	170	106	0.00588235294117647	0.00943396226415094	5.54938956714761e-05
proteolysis involved in cellular protein catabolic process	12	2	170	216	0.0117647058823529	0.00925925925925926	5.44662309368192e-05
conjugation	12	1	170	124	0.00588235294117647	0.00806451612903226	4.7438330170778e-05
cellular ion homeostasis	12	1	170	125	0.00588235294117647	0.008	4.70588235294118e-05
organelle assembly	12	1	170	131	0.00588235294117647	0.00763358778625954	4.49034575662326e-05
nucleobase-containing compound transport	12	1	170	138	0.00588235294117647	0.0072463768115942	4.26257459505541e-05
sporulation	12	1	170	138	0.00588235294117647	0.0072463768115942	4.26257459505541e-05
DNA replication	12	1	170	139	0.00588235294117647	0.00719424460431655	4.23190859077444e-05
mitochondrion organization	12	3	170	425	0.0176470588235294	0.00705882352941176	4.1522491349481e-05
cellular amino acid metabolic process	12	1	170	153	0.00588235294117647	0.0065359477124183	3.84467512495194e-05
transcription from RNA polymerase II promoter	12	3	170	480	0.0176470588235294	0.00625	3.67647058823529e-05
translational elongation	12	2	170	334	0.0117647058823529	0.00598802395209581	3.52236703064459e-05
RNA modification	12	1	170	172	0.00588235294117647	0.00581395348837209	3.41997264021888e-05
nuclear transport	12	1	170	176	0.00588235294117647	0.00568181818181818	3.34224598930481e-05
transmembrane transport	12	1	170	232	0.00588235294117647	0.00431034482758621	2.53549695740365e-05
cell budding	11	4	155	58	0.0258064516129032	0.0689655172413793	0.000444938820912125
cytoskeleton organization	11	13	155	232	0.0838709677419355	0.0560344827586207	0.000361512791991101
cytoplasmic translation	11	10	155	179	0.0645161290322581	0.0558659217877095	0.00036042530185619
organelle inheritance	11	3	155	60	0.0193548387096774	0.05	0.00032258064516129
translational initiation	11	3	155	61	0.0193548387096774	0.0491803278688525	0.000317292437863564
ribosomal large subunit biogenesis	11	5	155	104	0.032258064516129	0.0480769230769231	0.000310173697270471
chromosome segregation	11	8	155	198	0.0516129032258065	0.0404040404040404	0.000260671228413164
organelle assembly	11	5	155	131	0.032258064516129	0.0381679389312977	0.000246244767298695
cell morphogenesis	11	1	155	29	0.00645161290322581	0.0344827586206897	0.000222469410456062
mitotic cell cycle	11	11	155	328	0.0709677419354839	0.0335365853658537	0.000216365066876475
organelle fission	11	9	155	296	0.0580645161290323	0.0304054054054054	0.000196163905841325
regulation of organelle organization	11	7	155	239	0.0451612903225806	0.0292887029288703	0.000188959373734647
pseudohyphal growth	11	2	155	74	0.0129032258064516	0.027027027027027	0.0001743679163034
vacuole organization	11	2	155	84	0.0129032258064516	0.0238095238095238	0.000153609831029186
vitamin metabolic process	11	1	155	43	0.00645161290322581	0.0232558139534884	0.000150037509377344
cytokinesis	11	2	155	88	0.0129032258064516	0.0227272727272727	0.000146627565982405
protein folding	11	2	155	95	0.0129032258064516	0.0210526315789474	0.000135823429541596
DNA-templated transcription, elongation	11	2	155	96	0.0129032258064516	0.0208333333333333	0.000134408602150538
exocytosis	11	1	155	49	0.00645161290322581	0.0204081632653061	0.000131665569453588
protein dephosphorylation	11	1	155	49	0.00645161290322581	0.0204081632653061	0.000131665569453588
peroxisome organization	11	1	155	50	0.00645161290322581	0.02	0.000129032258064516
response to oxidative stress	11	2	155	103	0.0129032258064516	0.0194174757281553	0.000125274036955841
rRNA processing	11	6	155	311	0.0387096774193548	0.0192926045016077	0.000124468416139405
regulation of translation	11	2	155	105	0.0129032258064516	0.019047619047619	0.000122887864823349
regulation of cell cycle	11	4	155	213	0.0258064516129032	0.0187793427230047	0.000121157049825837
regulation of protein modification process	11	2	155	110	0.0129032258064516	0.0181818181818182	0.000117302052785924
ribosome assembly	11	1	155	59	0.00645161290322581	0.0169491525423729	0.000109349371241115
nucleus organization	11	1	155	66	0.00645161290322581	0.0151515151515152	9.77517106549365e-05
proteolysis involved in cellular protein catabolic process	11	3	155	216	0.0193548387096774	0.0138888888888889	8.96057347670251e-05
ion transport	11	2	155	162	0.0129032258064516	0.0123456790123457	7.96495420151334e-05
protein modification by small protein conjugation or removal	11	2	155	170	0.0129032258064516	0.0117647058823529	7.59013282732448e-05
organelle fusion	11	1	155	88	0.00645161290322581	0.0113636363636364	7.33137829912023e-05
DNA recombination	11	2	155	179	0.0129032258064516	0.0111731843575419	7.20850603712381e-05
transcription from RNA polymerase II promoter	11	5	155	480	0.032258064516129	0.0104166666666667	6.72043010752688e-05
protein phosphorylation	11	2	155	197	0.0129032258064516	0.0101522842639594	6.54986081545767e-05
protein targeting	11	3	155	309	0.0193548387096774	0.00970873786407767	6.26370184779205e-05
regulation of DNA metabolic process	11	1	155	106	0.00645161290322581	0.00943396226415094	6.08642726719416e-05
tRNA processing	11	1	155	109	0.00645161290322581	0.00917431192660551	5.91891092039065e-05
histone modification	11	1	155	114	0.00645161290322581	0.0087719298245614	5.65930956423316e-05
conjugation	11	1	155	124	0.00645161290322581	0.00806451612903226	5.20291363163372e-05
cellular ion homeostasis	11	1	155	125	0.00645161290322581	0.008	5.16129032258065e-05
monocarboxylic acid metabolic process	11	1	155	127	0.00645161290322581	0.0078740157480315	5.08001016002032e-05
RNA catabolic process	11	1	155	132	0.00645161290322581	0.00757575757575758	4.88758553274682e-05
